Pop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16,PCODE3
228.5,-0.238594615,0.0265000485,0.1139196635,-0.6315015665,1.0,2.0,2.0,0.5,K0B
457.0,-0.47718923,0.053000097,0.227839327,-1.263003133,2.0,4.0,4.0,1.0,K0C
