SD_Instability_DA16,SD_Deprivation_DA16,SD_Dependency_DA16,SD_Ethniccon_DA16,SD_Instability_q_DA16,SD_Deprivation_q_DA16,SD_Dependency_q_DA16,SD_Ethniccon_q_DA16,PCODE3,count
0.44791821352669425,0.5535675283364601,0.6891701629168138,0.18573608938062644,1.0030120550141812,1.0362945940567245,1.0943430572715722,0.4302828001262246,K0B,52
0.4970104876583516,0.6172096542621117,0.7690338343350703,0.20666473940085292,1.0604760364204475,1.049577199858444,1.1738090864908821,0.5048199130451613,K0C,127
0.4279143120213214,0.4288900284500558,0.5996826850805665,0.3262380867736868,1.0189581857207626,0.9833642207757374,1.2148000291447976,0.7945878767821314,K0A,211
0.4469981557617508,0.6633773069374367,0.6867461135909025,0.2163648089541172,0.9688639316269663,1.165940155249549,0.9900030812051829,0.5059329696326117,K0E,117
0.38017472587752343,0.4619650045369451,0.7005108602936181,0.22474392947016888,0.9230574742785568,1.0944902408104311,1.1067043972321042,0.5152636599674452,K0G,104
0.5746825724418898,0.3610637023215432,0.7021606628300981,0.2724569140459143,0.8276819867946673,0.8193072487266861,1.2148506364839742,0.7279320417946062,K1E,30
0.6859266953203873,0.49836029512601093,0.7256880208176939,0.464448016950755,1.3650189874716732,1.1091555295361264,1.3125857518395525,0.8401977168439763,K1C,60
0.6772837427394408,0.7730730356551159,0.7634608763386972,0.5626364511413903,1.3425421240462847,1.253623779546783,1.6014106684521177,1.0993949949125246,K1B,32
0.9576572644909409,0.857284306851985,1.0026623556878365,1.0164072545407843,1.3369276028575339,1.440591732733747,1.4165608064154624,1.1416799030846692,K1J,43
1.062541946819522,1.5689400416306558,1.1663842259804873,0.8502577965111773,1.0421719862765415,1.2817398889233114,1.4412296337304675,1.125039681839839,K1K,50
0.7319273258348645,0.9142962403202833,0.9841651284942903,0.5664834123211224,0.5477225575051661,1.149212624004981,1.5624913792865636,0.952311163288627,K1L,30
1.0153926834180165,0.46146717298490436,1.1940612683484526,0.29704599875864507,1.4411533842457842,0.4385290096535146,1.3155870289605438,0.8548504142651103,K1M,13
1.401900461010091,1.3174292743568443,1.3003451214422248,0.6843353158476302,1.2674587223666205,1.6263951827039393,1.5041162160544141,1.2101719419290211,K1A,31
1.1674719752834977,1.8011977581949963,1.1479032747303097,0.9849929358397091,0.9000561149733999,1.59955801976229,1.61370393940165,1.2177143683262848,K1N,45
1.09365578915042,0.43579709458311905,0.7143706074449292,0.5701291366925322,1.2262436419357106,0.8854838409892419,1.3656126680664886,1.0546302185881,K1S,50
0.6895114126101912,1.1589224896339905,1.2467417762563353,0.6530883331706181,0.0,1.50248835748162,1.268993627874548,1.048260737942924,K1R,30
1.1464919963600009,0.5541721006543793,0.8245196104523266,0.5340001435844077,0.4472135954999579,0.8944271909999159,1.6733200530681511,1.3038404810405297,K1P,5
1.3222079311428943,0.7003710692285804,0.7912322103665193,0.43463559570752947,1.1938998389298934,1.2535663410560176,1.3601470508735443,1.0764432909959347,K1Y,36
1.162345404951986,1.8440428834320388,0.75684905686004,0.9241002637816865,1.4103913565664896,1.7378846092246047,1.3799215686996429,1.2967310711882998,K1Z,39
1.160766084555203,0.41774686689763685,1.229497372748168,0.2723757245148484,1.4949409636666209,0.8992842271563097,1.3214431963622657,0.712443511849015,K2A,33
1.2235212413832455,1.232960571738157,0.9129838289560789,0.8860267591321899,1.0614775104013658,1.4478284482428039,1.4138864631291284,1.213552822617951,K2C,47
0.7821881980140791,0.6476982401527468,0.9018997053542811,0.6833394253484888,1.3639711429761203,1.2504480536985656,1.5990189469522593,0.9250489420064532,K2G,83
1.0693942124919469,0.7846234270920606,1.0711894170717713,1.0628541944706666,1.3214431963622655,1.4466523529525088,1.6207695516000846,1.0923286218816286,K2E,33
0.9476296015947236,1.3885372651697214,1.1396354758089464,1.2594479135707044,1.3486968710846277,1.5403286664938765,1.6328431960028749,1.1489176447136717,K1V,83
0.7108403418607593,0.9103396545887107,1.0431527251397332,0.7591238569215886,1.1697653883705859,1.3836366411055792,1.501624415932567,1.1454504518261157,K2H,48
1.0959456527900926,1.5535526926608139,1.1324896283740964,1.1827470267432463,0.912234560377704,1.150670157711014,1.456492533252155,1.213790293142065,K2B,42
0.370335672467174,0.42140259085926185,0.7025823592529553,0.6161121220615003,0.8711168297056542,0.9049253951507301,1.224015876246494,0.9445860354243693,K2J,79
0.6765319321679993,0.9013703668393658,0.506049450208923,0.8860628043588157,1.1343662489631763,1.5062432634766434,0.9825810223413972,0.7207770248277338,K1T,37
1.124563961078942,0.8348911038424365,0.7680957697496007,0.6539842977402676,1.4259499757471625,1.3113124074319809,1.0063019815944514,0.9732042112432565,K1H,30
1.0767425743566326,1.2898008542143249,0.9776677973400797,1.0146767108433117,1.136515141415488,1.5033975128463706,1.3615217576662664,1.2926400764895614,K1G,49
0.5780651447242803,0.3665419021548137,0.7324808436828678,0.43783922320880064,1.3416407864998738,0.674199862463242,1.4459976109624424,0.8201995322647244,K1W,11
0.4750520882239711,0.07026558268416908,0.9721938005550531,0.7951160969727331,1.4142135623730951,0.0,2.1213203435596424,1.4142135623730951,K1X,2
