Pop2006,Instability_DA06,Deprivation_DA06,Dependency_DA06,Ethniccon_DA06,Instability_q_DA06,Deprivation_q_DA06,Dependency_q_DA06,Ethniccon_q_DA06,PCODE3
640.1538461538462,-0.4148815921538462,-0.16020794515384618,0.3711724074615385,-1.0613204793846154,2.5384615384615383,3.076923076923077,3.923076923076923,1.0,K0B
824.34,-0.40345215444,-0.57287088112,-0.29214708304000003,-0.6504525108599999,2.38,2.08,2.58,1.96,K0A
549.3529411764706,-0.07196105958823527,-0.1063057334411765,-0.025325994088235288,-0.033382453441176484,3.1470588235294117,3.0588235294117645,3.1176470588235294,3.2058823529411766,K1B
524.9,-0.5050989102666666,-0.27533547259999996,0.15622150956666664,-0.9468157201000003,2.4,2.7,3.466666666666667,1.2,K0C
745.6875,0.24896210506250002,0.1114757954375,0.39317537331249997,-0.778062520625,3.6875,3.3125,4.125,1.75,K7S
564.5,-0.41798513645833335,0.194190434625,0.8474997354166668,-1.061946892833333,2.5416666666666665,3.5416666666666665,4.25,1.2916666666666667,K0J
697.4285714285714,-0.16286908553571428,-0.31555364457142854,-0.059521695607142856,-0.7001868411428572,2.9642857142857144,2.5357142857142856,2.9642857142857144,1.8214285714285714,K7C
695.6,1.2163600579249998,-0.340462324575,0.10162006949999998,-0.23594020109999994,4.125,2.475,2.975,2.775,K1A
895.438596491228,0.32972867191228067,0.07063236722807016,0.023439336982456083,0.31233691192982455,3.456140350877193,2.8947368421052633,2.9473684210526314,3.543859649122807,K1G
492.6027397260274,0.45320373365753425,1.0133728710547945,0.8111876851369861,-0.6092100086438356,3.808219178082192,3.9863013698630136,4.1506849315068495,2.095890410958904,K6H
858.375,-0.630560834625,-0.78243411225,-0.21049239874999998,-0.6146321432499999,1.875,1.375,2.875,2.125,K4C
661.6774193548387,2.865845589354838,-0.841092566935484,-0.5421144471290323,-0.3095372951935484,4.774193548387097,1.6451612903225807,2.032258064516129,2.870967741935484,K2P
700.9468085106383,0.08482919997872337,-0.023516292244680857,-0.17572407218085112,0.46802027387234035,3.25531914893617,2.6595744680851063,2.74468085106383,3.5638297872340425,K1V
844.2307692307693,-0.8223891442307694,-0.8665942847692306,-0.3900926033076923,-0.530237538076923,1.4615384615384615,1.4615384615384615,2.3076923076923075,2.3846153846153846,K4P
684.0833333333334,-0.3931013164444445,-0.5848462629444443,-0.21824018461111108,-0.2597041080277778,2.5555555555555554,2.0,2.6944444444444446,2.9722222222222223,K2L
940.625,-0.6726996339062501,-0.8114290302812501,-0.4854620324375001,0.029229045281249998,1.84375,1.5625,2.09375,3.40625,K2M
2396.8,-0.1972655748,-1.165038745,-0.9917662917999998,0.3283359136,3.0,1.0,1.2,4.0,K2V
835.4594594594595,-0.40161763048648647,-0.7895732984594597,-0.1370273865135135,0.1196694791891892,2.3783783783783785,1.5675675675675675,2.5945945945945947,3.4864864864864864,K2K
688.3529411764706,0.5617561680392156,0.0033704629607842983,-0.14049210984313723,0.2659678992745098,3.6862745098039214,2.843137254901961,2.8823529411764706,3.549019607843137,K2C
845.3461538461538,0.03405980050000001,-0.2725549998461539,0.2681727356346154,-0.17666241392307697,3.2884615384615383,2.5384615384615383,3.5,2.9038461538461537,K2H
907.0,-0.6634723862564101,-0.7729865251282052,-0.6997943649487183,0.07958492582051285,1.8974358974358974,1.6923076923076923,1.8461538461538463,3.5256410256410255,K2J
923.4,-0.2964487806,-0.9472717902,-0.4214356542,-0.053024383200000004,2.8,1.4,2.6,3.2,K2R
766.3157894736842,-0.47525885594736844,-0.860968042736842,0.28874098478947363,-0.4476457976315789,2.210526315789474,1.5789473684210527,3.6315789473684212,2.3684210526315788,K4M
676.6666666666666,-0.36464089965079366,-0.6406279740952381,0.014056418555555556,-0.1897740792698413,2.3333333333333335,1.9365079365079365,3.2063492063492065,3.0952380952380953,K1C
904.5384615384615,-0.507993664076923,-0.8432900520000002,-0.48190613361538454,-0.08782535469230769,2.230769230769231,1.5384615384615385,2.3076923076923075,3.230769230769231,K1W
713.4545454545455,-0.6469647256363636,-0.7731317760909092,-0.3682361222727273,-0.5949350978181819,1.9090909090909092,1.5454545454545454,2.4545454545454546,2.1818181818181817,K4B
833.578947368421,-0.1254764409473684,-0.25596761757894737,-0.0035229881052631653,-0.6315254890000002,3.0,2.736842105263158,2.8947368421052633,1.9473684210526316,K4K
675.5555555555555,-0.6588556786666667,-0.8173861457777778,-0.5561874657777778,-0.5405184934444445,1.8888888888888888,1.5555555555555556,2.0,2.4444444444444446,K4R
491.2340425531915,0.5014689741276596,0.9299793466170211,0.8168217744680851,-0.6500001631914892,3.9148936170212765,4.148936170212766,4.212765957446808,2.0425531914893615,K6J
972.1428571428571,-0.7162380286571429,-1.006905670257143,-0.3555004096857142,-0.37238131939999997,1.7714285714285714,1.3142857142857143,2.1142857142857143,2.7142857142857144,K2S
529.4,-0.21061588320000002,0.2803639756,0.2736391551,-0.7202006141,3.1,3.8,4.0,1.8,K6K
620.2105263157895,0.6097305961578947,1.1990598893157893,1.0865623231052632,-0.8235073192631579,4.105263157894737,4.421052631578948,4.473684210526316,1.631578947368421,K6A
599.8823529411765,-0.2611896120588235,-0.3122600717058824,0.6736838000588237,-1.0364708082941174,2.8823529411764706,2.823529411764706,4.176470588235294,1.0588235294117647,K0G
526.4736842105264,-0.38576709452631575,-0.1627812379473684,0.33557942094736837,-0.9531438406842105,2.6315789473684212,2.9473684210526314,3.789473684210526,1.3157894736842106,K0E
