Pop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16,PCODE3,2016_standard_derivation.SD_Instability_DA16,2016_standard_derivation.SD_Deprivation_DA16,2016_standard_derivation.SD_Dependency_DA16,2016_standard_derivation.SD_Ethniccon_DA16,2016_standard_derivation.SD_Instability_q_DA16,2016_standard_derivation.SD_Deprivation_q_DA16,2016_standard_derivation.SD_Dependency_q_DA16,2016_standard_derivation.SD_Ethniccon_q_DA16,2016_standard_derivation.PCODE3,2016_standard_derivation.count
711.7428571,-0.475017292,-0.682862141,-0.208094851,-0.630085867,2.342857143,1.942857143,2.657142857,1.942857143,L9P,0.410150965,0.361081105,0.715276742,0.25558599,0.937545517,0.838165263,1.235334133,0.764770521,L9P,35
706.8461538,-0.182892499,-0.191725976,0.130775888,-0.60662693,2.871794872,2.846153846,2.666666667,2.076923077,L9R,0.638178092,0.650111813,1.801742021,0.35621626,1.239258844,1.181846493,1.42040271,0.956545742,L9R,39
642.875,-0.452765883,-0.147368771,0.009553648,-0.558793388,2.4375,3.041666667,2.333333333,2.291666667,L9S,0.410383777,0.472511877,1.883998657,0.418378405,1.070021873,0.966642211,1.24342241,1.03056137,L9S,48
884.8688525,-0.7236758,-0.720436308,-0.794427908,0.503590835,1.893442623,1.68852459,1.786885246,3.795081967,L9T,0.730207599,0.376961798,0.860693706,0.970322079,1.18396572,0.872745901,1.214441396,1.407996787,L9T,122
845.25,-0.168201425,-0.182513225,-0.163435981,-0.489727936,2.833333333,2.833333333,2.5,2.333333333,L9V,0.698771186,0.706797099,1.230757295,0.527499165,1.267304465,1.337115847,1.507556723,1.07308674,L9V,12
643.08,-0.307122744,-0.337109296,-0.443603277,-0.443050735,2.453333333,2.48,2.306666667,2.533333333,L9W,0.776967778,0.742584522,0.713986669,0.32166331,1.33854836,1.287780408,1.218919918,0.859499121,L9W,75
644.6842105,-0.860607555,-0.9189857,-0.524208233,-0.486608586,1.421052632,1.315789474,2.210526316,2.473684211,L9X,0.207892289,0.236109463,0.317095075,0.303457881,0.606976979,0.477566933,0.787326515,0.904827857,L9X,19
649.6363636,0.211085678,-0.062492032,0.556340646,-0.754273754,3.545454545,2.931818182,3.772727273,1.727272727,L9Y,0.68943986,0.939268046,0.978233894,0.294553312,1.190164059,1.515773304,1.291540208,0.817359229,L9Y,44
827,-0.071894585,0.122438797,1.527144541,-0.762433596,3.2,3.64,4.88,1.68,L9Z,0.599967885,0.504548345,1.015987158,0.209985755,1.08012345,0.907377173,0.331662479,0.627162924,L9Z,25
692.375,-0.508823617,0.773012962,-0.203274608,1.732363571,2.159090909,4.340909091,2.693181818,4.977272727,M1B,0.661825659,0.8637109,0.763818975,0.489167382,1.230702665,0.828880475,1.206857366,0.149886756,M1B,88
611.220339,-0.728138287,-0.409898784,0.151200649,0.519935243,1.694915254,2.474576271,3.525423729,4.033898305,M1C,0.268572332,0.458462503,0.563130732,0.663911806,0.725264216,0.971240448,1.119666394,0.927847002,M1C,59
702.4307692,-0.023605542,0.599578029,0.081339869,0.827422539,3.061538462,3.738461538,3.2,4.307692308,M1E,0.811283017,1.285416422,0.814073585,0.852164329,1.197352849,1.202561369,1.301441508,0.900053417,M1E,65
766.2093023,-0.167823239,1.025782742,0.084854423,1.600582849,2.790697674,4.395348837,3.255813953,4.837209302,M1G,0.8432374,1.145697412,0.782020203,0.815566011,1.282819431,0.72832276,1.135845044,0.373543684,M1G,43
938.8235294,-0.172533692,0.578280371,0.079213859,1.482652984,2.852941176,4,3.382352941,4.764705882,M1H,0.706384967,0.913515904,0.579262768,0.998763399,1.104600653,0.738548946,1.206414821,0.430561545,M1H,34
903.175,0.189907218,0.963614971,-0.055043,1.633293636,3.55,4.15,2.975,4.85,M1J,0.776044083,1.499726009,0.685349529,0.927617175,1.239313292,0.802240452,1.250384556,0.426674679,M1J,40
766.2786885,0.186467083,0.91072105,-0.14031076,1.40011994,3.524590164,4.37704918,2.967213115,4.819672131,M1K,0.754868699,1.067472819,0.481236643,0.698792587,1.134409646,0.662418157,1.032266327,0.387650905,M1K,61
859.4418605,0.261112075,0.584731598,-0.14243639,1.190213835,3.558139535,3.976744186,2.674418605,4.627906977,M1L,0.843090335,0.902802477,0.691370833,1.014438645,1.119147754,1.011561078,1.017020163,0.489083488,M1L,43
605.8421053,0.090533041,0.347256994,0.00996652,0.578811005,3.210526316,3.394736842,3.184210526,4.078947368,M1M,0.994798526,1.203466899,0.674669782,0.777456046,1.255429177,1.366381564,1.15910644,0.818092011,M1M,38
529.2222222,0.267985507,0.100032542,-0.127890453,0.053635655,3.733333333,3.244444444,2.711111111,3.4,M1N,0.776837759,0.838994851,0.865586345,0.557867341,0.914529188,1.190025889,1.120515754,0.889330698,M1N,45
852.0943396,0.298085433,0.607223954,0.12464376,1.393503235,3.509433962,4.018867925,3.169811321,4.811320755,M1P,1.012939881,0.912479344,1.223840096,0.777281103,1.137180074,0.990154728,1.139092909,0.394997749,M1P,53
590.1538462,0.089470209,0.496296405,-0.057879523,1.015492514,3.346153846,4.019230769,3.019230769,4.461538462,M1R,0.778194576,0.662680651,0.604895611,0.934806319,1.064297898,0.80416525,1.179737169,0.576042566,M1R,52
798.5689655,-0.284361305,0.546119589,0.587471319,1.679180921,2.637931034,4.224137931,3.948275862,4.948275862,M1S,0.684757983,0.470138115,1.402262686,0.52784765,1.180221149,0.650050024,1.099001362,0.223403796,M1S,58
874.4444444,0.155161407,0.325255724,0.521022336,1.399028095,3.333333333,3.688888889,4.088888889,4.822222222,M1T,0.911467724,0.80844927,0.851933013,0.643155965,1.12815215,1.040590353,1.10417024,0.386645767,M1T,45
733.4166667,-0.603852628,0.884635244,0.369228075,2.030291604,1.916666667,4.583333333,3.777777778,4.902777778,M1V,0.520448555,0.602335917,1.23397181,0.743090698,1.071395036,0.707106781,0.996079954,0.479428128,M1V,72
763.6666667,-0.286469617,0.437160243,0.452579167,1.577747156,2.52173913,3.797101449,3.68115942,4.811594203,M1W,0.706271503,0.969268731,1.532752942,0.785163739,1.290333925,1.119081952,1.289011861,0.429615502,M1W,69
1060.333333,-1.214193367,0.270442738,-0.480586674,1.883648204,1.133333333,3.933333333,2.133333333,5,M1X,0.340923957,0.213299428,0.274213981,0.270614061,0.516397779,0.25819889,0.743223353,0,M1X,15
653.6842105,-0.019340353,-0.019754842,0.468292297,1.545452236,3.289473684,3,3.684210526,4.947368421,M2H,0.641381755,0.870885505,1.272465287,0.580626958,0.89768154,1.185497957,1.042483085,0.226294286,M2H,38
865.4852941,0.336145003,-0.063123321,0.172387297,1.664547688,3.676470588,3.147058824,3.352941176,4.735294118,M2J,0.901735296,0.698781306,1.082521931,1.155007078,1.227072435,1.224924072,1.562285982,0.507191478,M2J,68
832.2258065,0.526580257,-0.768362584,0.277567598,1.356609904,3.516129032,1.741935484,3.612903226,4.806451613,M2K,1.248300019,0.444669297,0.766473294,0.71847492,1.411168966,0.998924152,1.229564133,0.401609664,M2K,31
688.1818182,-0.295598571,-0.656464381,-0.017404508,1.061532149,2.636363636,1.954545455,3.272727273,4.590909091,M2L,0.656745229,0.524199439,0.550894258,0.696434704,1.176979773,1.132938561,0.984731928,0.50323628,M2L,22
738.5625,0.236284268,-0.267327684,0.394111948,1.528414186,3.645833333,2.854166667,3.729166667,4.833333333,M2M,0.856892081,0.443388844,0.929379495,0.938634249,1.101055264,0.967329804,1.066702681,0.376621789,M2M,48
969.7682927,0.800502469,-0.574519087,-0.183312926,1.646856995,3.951219512,1.914634146,2.719512195,4.731707317,M2N,1.184763125,0.892059381,0.669453226,1.040711033,1.185326324,1.00861988,1.178766778,0.522311588,M2N,82
699.1538462,-0.298613361,-0.774478256,-0.084374325,0.787023314,2.307692308,1.615384615,3.153846154,4.461538462,M2P,0.911800747,0.385938585,0.429291398,0.410337558,1.377474463,0.960768923,0.800640769,0.518874522,M2P,13
966.1632653,0.748681788,0.068333834,0.062687911,1.590918055,4.06122449,3.346938776,3,4.571428571,M2R,1.013190874,0.685913662,1.039976896,1.330176768,1.125613967,1.164599724,1.486046208,0.735980072,M2R,49
676.5106383,0.248132325,0.087152518,-0.293777601,0.889711423,3.340425532,3.127659574,2.723404255,4.29787234,M3A,1.027496242,0.974864616,0.652208756,0.990770582,1.493123306,1.498071532,1.362576327,0.688883584,M3A,47
606.1363636,-0.399887346,-0.690884361,0.056168665,0.698911409,2.227272727,1.863636364,3.318181818,4.363636364,M3B,0.776494425,0.421363769,0.429614037,0.577417956,1.269863817,0.940893929,0.945483683,0.657951695,M3B,22
1230.096774,0.751963004,0.652141971,-0.028754266,1.555367633,4.161290323,3.451612903,2.806451613,4.451612903,M3C,0.880775505,1.796620623,1.098361672,1.323696874,0.934407983,1.43384587,1.558190293,0.850047437,M3C,31
685.0181818,0.337673737,-0.364355425,-0.375315869,0.777367546,3.636363636,2.545454545,2.4,4.309090909,M3H,0.975389477,0.510801791,0.677769187,0.788726141,1.405855959,1.119162746,1.285243888,0.690483654,M3H,55
912.4285714,0.47738092,0.958674464,-0.109695136,1.439901957,3.771428571,4.371428571,2.971428571,4.742857143,M3J,0.951935662,1.085374697,0.810181354,0.851667703,1.373824937,1.086974059,1.524037098,0.505432671,M3J,35
745.25,0.431428979,0.370912534,-0.02180727,1.091617847,3.75,3.833333333,3.083333333,4.666666667,M3K,0.915633886,0.625768755,0.755892976,0.858459169,1.288057029,1.114640858,1.443375673,0.651338947,M3K,12
728.7083333,-0.22277749,1.585615149,0.368163885,1.062362153,2.791666667,4.833333333,3.541666667,4.583333333,M3L,0.741461461,1.103708496,1.124755491,0.768748985,1.141287094,0.481543412,1.473805092,0.503610155,M3L,24
745.7368421,0.535831006,1.113387726,-0.046752367,1.152069085,3.868421053,4.552631579,2.973684211,4.421052632,M3M,0.901321334,0.902392126,0.880174764,1.035606999,1.234001459,0.795166765,1.6189226,0.8263099,M3M,38
987.55,0.161321976,2.585561711,-0.180068091,1.91197725,3.525,4.925,2.675,4.925,M3N,0.770486341,1.531782118,0.826199699,0.909309273,1.339488996,0.349908413,1.525635639,0.266746783,M3N,40
952.2,0.761931244,0.300658414,0.194557562,1.036500333,4.05,3.35,3.3,4.5,M4A,1.072132814,1.129370893,0.960234279,1.064749102,1.145931017,1.268027893,1.417930293,0.688247202,M4A,20
658.0714286,0.36653853,0.448380439,-0.297751153,0.384066963,3.535714286,3.535714286,2.607142857,3.785714286,M4B,0.952622654,1.161919463,0.43933302,0.956295707,1.400585667,1.426784597,1.100144291,0.875897121,M4B,28
728.7076923,0.446252372,0.001950638,-0.505750058,0.188972044,3.923076923,3.061538462,2.061538462,3.430769231,M4C,0.787112447,0.925064391,0.644804573,0.993277011,0.756383094,1.170962786,1.102226767,0.918035109,M4C,65
596.0697674,0.494806318,-0.396406195,-0.611794397,-0.211668107,3.790697674,2.302325581,1.744186047,3.093023256,M4E,0.980429546,0.731893924,0.547788901,0.462948549,1.124576948,1.14506984,1.048650454,0.78114548,M4E,43
648.9375,-0.032166549,-0.860736791,-0.450231018,-0.0354764,2.96875,1.5,2.125,3.40625,M4G,0.895008276,0.339283371,0.693695232,0.345797334,1.575710285,0.672021505,1.157026222,0.665237042,M4G,32
2297.7,1.112405481,0.747057495,-0.325827883,2.059103862,4.6,3.6,2.5,4.6,M4H,0.770958157,1.472314323,0.683931675,1.692664613,0.966091783,1.837873167,1.354006401,0.699205899,M4H,10
591.2727273,0.331690976,-0.079989034,-0.249451851,0.066910699,3.727272727,2.984848485,2.424242424,3.621212121,M4J,0.837802809,0.770391477,0.930737313,0.485540807,0.886574298,1.059643253,1.067860637,0.779845182,M4J,66
592.8928571,0.767473407,-0.391165391,-0.402191166,-0.067769891,4.053571429,2.375,2.25,3.321428571,M4K,1.060185473,0.69537414,0.608765084,0.492602931,0.90291735,1.328875122,1.1946852,0.916656828,M4K,56
545.9846154,0.655840016,-0.079240409,-0.725204874,0.029740758,4.215384615,2.923076923,1.692307692,3.553846154,M4L,0.683655151,0.950125798,0.496238487,0.46297499,0.739347425,1.372812946,1.014320538,0.707786365,M4L,65
610.2926829,0.807133597,-0.059768043,-0.632699641,0.36424551,4.463414634,3.024390244,1.829268293,3.975609756,M4M,0.604741461,0.90894187,0.62265961,0.55745584,0.636300282,1.369083724,1.159793926,0.790183677,M4M,41
648.8387097,-0.021883848,-0.897560772,-0.16210342,0.11290532,2.838709677,1.419354839,2.483870968,3.64516129,M4N,1.087929086,0.344523786,1.023746509,0.482434058,1.634967363,0.672021505,1.502685768,0.709384104,M4N,31
941.3461538,1.463378927,-0.761443318,-0.320532355,0.226231526,4.307692308,1.692307692,2.269230769,3.615384615,M4P,1.4688088,0.441717246,0.793552821,0.662443771,1.158248014,0.970329048,1.372812946,0.697247335,M4P,26
649.7777778,0.575153494,-0.809107583,-0.692487718,0.090355128,3.555555556,1.555555556,1.666666667,3.666666667,M4R,1.34019939,0.305575798,0.383509953,0.441144338,1.652884189,0.704792186,0.84016805,0.685994341,M4R,18
911.1290323,0.97750587,-0.965793513,-0.475092878,0.130855531,3.935483871,1.451612903,2.096774194,3.612903226,M4S,1.422195889,0.390886657,0.516856723,0.582058118,1.364685162,0.675214024,1.164898814,0.803219329,M4S,31
733.047619,0.963625834,-0.919944507,0.034303211,-0.203236357,3.761904762,1.428571429,3.142857143,3.047619048,M4T,1.469394874,0.759406437,0.834455296,0.54266052,1.578124263,0.978336781,1.458962449,0.920662287,M4T,21
728.1481481,1.4396587,-1.123266492,0.04956615,-0.228242791,4.666666667,1.111111111,3.074074074,3,M4V,0.90981325,0.292562343,0.88520388,0.427479838,0.67936622,0.320256308,1.439175136,0.733799386,M4V,27
748.8333333,1.166221605,-1.099091824,0.195730818,0.043964406,4.166666667,1.333333333,3.25,3.458333333,M4W,1.364444862,0.435245812,1.136714287,0.589357583,1.307725096,0.701964118,1.421878733,1.062366786,M4W,24
1225,2.142566169,0.004940125,-0.400700222,0.633752403,4.823529412,3.058823529,2.176470588,3.647058824,M4X,1.111558072,1.109498498,0.781723244,1.255395178,0.392952624,1.519481336,1.467791458,1.538716042,M4X,17
1043.029412,2.946521167,-0.551212729,-0.610537643,0.748925757,4.852941176,2.117647059,1.735294118,4.176470588,M4Y,0.992733063,0.858328905,0.953879121,1.072764263,0.702046918,1.36547707,1.136417111,1.113840972,M4Y,34
906.4782609,2.137439936,0.704216893,-0.556013474,0.635261096,4.934782609,3.413043478,1.934782609,4.043478261,M5A,0.953115055,1.923443146,0.600824896,1.019874497,0.249637418,1.528631733,1.181377236,0.96509117,M5A,46
1104.944444,2.65144871,-0.599885358,-0.556722342,0.51804099,5,2.277777778,1.777777778,4.111111111,M5B,0.50144623,1.327830857,1.10046831,0.65739181,0,1.601673961,1.262842525,0.963381843,M5B,18
1346.5,2.609559323,-1.088428996,-0.499307731,0.224093626,5,1.5,2.25,3.75,M5C,0.584649898,0.588290838,0.892955438,0.689768889,0,0.577350269,1.892969449,1.258305739,M5C,4
1665.166667,2.31338824,-0.888284227,-0.652219947,0.61017276,5,1.583333333,1.833333333,4.166666667,M5E,0.629864709,2.123568318,0.613452956,0.743768768,0,1.378954369,1.114640858,0.83484711,M5E,12
1646,3.014282577,-0.462263319,-0.827866025,1.580529052,5,2.166666667,1.333333333,5,M5G,0.500571688,0.962513111,0.240583356,0.335339102,0,1.471960144,0.516397779,0,M5G,6
1708,2.87226113,-1.786113021,-1.09921865,0.560436165,5,1,1,4,M5H,0.490283712,0.020770772,0.379985126,0.110944867,0,0,0,0,M5H,2
1498.857143,1.518695556,-1.355198599,-0.371000712,0.450104671,4.428571429,1.285714286,2.642857143,3.928571429,M5J,1.362928161,0.544880084,0.894016486,0.631797814,0.851630627,0.726273039,1.78054196,0.997248963,M5J,14
642.0681818,-0.224338597,-0.731600275,-0.510232682,0.297192955,2.545454545,1.659090909,1.954545455,3.909090909,M5M,0.997046344,0.406807187,0.685227797,0.571179913,1.531901774,0.861129108,1.098721148,0.709345647,M5M,44
600.1034483,0.362157876,-0.588106021,-0.566655057,0.479261164,3.206896552,2.137931034,1.931034483,3.965517241,M5N,1.32604755,0.519762261,0.644495401,0.813714797,1.655711119,1.125171032,0.997533905,0.731083277,M5N,29
592.6285714,0.93885682,-0.983463764,-0.233872726,0.107537183,4.057142857,1.314285714,2.314285714,3.571428571,M5P,1.239307969,0.340109056,1.184552191,0.486259642,1.370763144,0.58266268,1.323351996,0.978766159,M5P,35
695.2340426,2.045855558,-0.886824152,-0.332754194,-0.106884526,4.914893617,1.510638298,2.361702128,3.276595745,M5R,0.932007,0.506981065,0.901474163,0.377720201,0.282056673,0.881509092,1.538287189,0.826257346,M5R,47
697.1818182,2.197416049,-0.493441839,-0.136880787,0.861583125,4.772727273,2.363636364,2.636363636,4.227272727,M5S,1.181851749,0.633369135,1.045333599,0.875776606,0.751621624,1.216765993,1.559775764,0.972567451,M5S,22
595.8064516,2.113166365,0.94903974,-0.287715171,1.191402064,4.935483871,4,2.451612903,4.612903226,M5T,0.865381167,1.542880939,0.996649256,0.733138517,0.249731038,1.414213562,1.386571543,0.558415577,M5T,31
2032.48,2.626864858,-1.232610711,-1.12407742,0.422621236,5,1.64,1.2,3.92,M5V,0.581192424,1.22286049,0.385194077,0.590294619,0,1.410673598,0.577350269,0.81240384,M5V,25
1536.666667,2.419601701,-0.007175177,-0.139964118,0.101044658,5,3.333333333,2.666666667,3.666666667,M5W,0.275344595,1.168026537,0.56735363,0.252752662,0,2.081665999,1.154700538,0.577350269,M5W,3
727.2,0.464178413,0.928325458,-0.222579715,1.102223043,3.714285714,3.942857143,2.657142857,4.4,M6A,0.978734598,1.744313167,0.961027392,1.20078417,1.296407447,0.905631309,1.513524464,0.847140519,M6A,35
645.0576923,0.35724563,0.107567824,-0.127399629,0.751647324,3.615384615,3.269230769,2.711538462,4.230769231,M6B,1.007846184,0.878466748,0.925847852,0.924046312,1.402432706,1.254253698,1.43262461,0.807207353,M6B,52
551.4090909,0.61737015,-0.178602009,-0.49309814,0.263968475,3.886363636,2.909090909,2.181818182,3.863636364,M6C,1.028576484,0.709056478,0.556034246,0.632230542,1.125102767,1.360885174,1.166842834,0.76526053,M6C,44
504.6582278,0.396957153,0.694755439,-0.200745546,0.655843763,3.924050633,4.392405063,2.696202532,4.139240506,M6E,0.762919812,0.563614533,0.709527862,0.850415634,0.873721071,0.758164476,1.090217931,0.674331145,M6E,79
546,1.102211538,-0.191451387,-0.409298159,-0.008356046,4.650793651,2.920634921,2.079365079,3.523809524,M6G,0.641506584,0.577362385,0.947954527,0.329337616,0.651517587,1.051904376,1.208859597,0.563890371,M6G,63
527.7555556,0.978786634,0.206917615,-0.58572716,0.274246465,4.555555556,3.544444444,1.9,3.811111111,M6H,0.708944973,0.847776565,0.445202827,0.566203421,0.521689371,1.092992091,1.006160798,0.717273935,M6H,90
599.0952381,1.335309826,-0.311181634,-0.610582228,0.092551223,4.857142857,2.698412698,2.015873016,3.53968254,M6J,0.713801971,0.735904864,0.473388877,0.476369021,0.352737811,1.351640826,0.87052197,0.799705527,M6J,63
949.0344828,2.043614166,0.244783579,-0.707741163,0.442708271,4.844827586,3.465517241,1.672413793,3.913793103,M6K,0.928606678,1.290619122,0.844332793,0.77393859,0.41046504,1.501058308,0.998031941,0.843644615,M6K,58
885.3548387,0.227308415,0.869104474,0.368083423,0.88708561,3.548387097,4.193548387,3.612903226,4.161290323,M6L,0.694150273,1.236766706,1.020097552,1.200966938,1.233928947,0.945845471,1.475972433,0.96942506,M6L,31
789,0.37259845,1.27430783,-0.285477452,1.04683392,3.754098361,4.672131148,2.655737705,4.475409836,M6M,0.856835697,0.993593929,0.542045425,0.837468895,1.178356733,0.831089876,1.167408039,0.76608436,M6M,61
620.0895522,0.304775886,1.07950457,-0.286554375,0.480441088,3.731343284,4.582089552,2.343283582,4.059701493,M6N,0.792895515,0.908911982,0.744706575,0.595923836,0.993647849,0.631238651,1.122122432,0.736095288,M6N,67
715,0.960248803,-0.498808314,-0.637117651,-0.005823816,4.483333333,2.25,1.783333333,3.416666667,M6P,0.838066779,0.616452031,0.622447793,0.499971993,0.724666298,1.257182753,1.009978464,0.80867472,M6P,60
559.9285714,1.111800436,-0.510404439,-0.837810567,-0.234507261,4.523809524,2.19047619,1.238095238,3.071428571,M6R,0.899486999,0.66243935,0.781294395,0.378853014,0.594203514,1.194256483,0.87817782,0.745485834,M6R,42
664.5660377,0.284451501,-0.44297769,-0.533521076,-0.054567028,3.603773585,1.811320755,2.018867925,3.226415094,M6S,0.88882288,1.684988883,0.504797688,0.701629947,1.230066018,1.193840019,1.046800364,0.823723008,M6S,53
1398.766667,2.550627192,-0.643633242,-0.358705326,1.177819549,5,2.1,2.333333333,4.433333333,M7A,0.821430607,0.982563104,0.885159263,1.057500789,0,1.470397554,1.561019413,0.773854363,M7A,30
808.2727273,1.280773763,0.246598437,-0.366003322,0.220598179,4.568181818,3.431818182,2.181818182,3.704545455,M8V,0.955498696,1.076798926,1.033999049,0.727535697,0.624973572,1.336390962,1.186606012,0.929604704,M8V,44
534.4871795,0.43808907,-0.098842311,-0.255782416,-0.165491135,3.871794872,3.076923077,2.641025641,3.179487179,M8W,0.853248348,0.551569294,0.463440052,0.409957939,1.055798206,1.085420495,1.012739367,0.942331791,M8W,39
690.2941176,-0.01572392,-0.932546445,0.13285114,-0.264202928,2.941176471,1.294117647,2.882352941,2.882352941,M8X,1.012492852,0.382870523,1.380923614,0.385884052,1.712840778,0.848874688,1.166316474,0.927520414,M8X,17
777.5483871,0.643439805,-0.179243218,-0.211531355,0.133292602,3.612903226,2.741935484,2.612903226,3.677419355,M8Y,1.303009907,0.994949472,0.961927774,0.609333139,1.453212977,1.672677334,1.453212977,0.908738935,M8Y,31
835.4482759,0.368466065,-0.513189231,0.036778142,-0.117056754,3.551724138,2.24137931,3.034482759,3.24137931,M8Z,1.07885846,0.68075225,0.929402181,0.428185038,1.212618386,1.090713149,1.349146784,0.73945793,M8Z,29
886.1860465,0.169270613,-0.583913791,0.033717751,0.112365152,2.976744186,2.093023256,3.23255814,3.465116279,M9A,1.184626899,0.65214318,0.745753003,0.755652436,1.625516359,1.32402621,1.35992313,0.959881868,M9A,43
697.5471698,-0.192046404,-0.44909967,-0.064855747,0.090735049,2.698113208,2.188679245,3.188679245,3.471698113,M9B,0.828749292,1.036246987,0.510566201,0.810389234,1.249383012,1.11038115,1.177621524,0.890198197,M9B,53
773.4166667,-0.017629018,-0.318439004,0.17901494,0.073366868,2.966666667,2.633333333,3.466666667,3.333333333,M9C,0.936261217,0.723714302,0.691289114,0.744480537,1.517878388,1.365018987,1.213855975,0.93276819,M9C,60
673.3703704,-0.0235377,1.102534427,0.052668709,1.333432514,3.296296296,4.592592593,3.296296296,4.62962963,M9L,0.537423411,0.685504493,0.690771175,0.873546388,1.067521025,0.693888666,1.353480267,0.56487903,M9L,27
827.1333333,-0.214039376,0.936134917,0.058543977,1.220175588,2.966666667,4.566666667,3.266666667,4.633333333,M9M,0.456871562,0.648710991,0.670454751,0.914947733,0.964305479,0.678910554,1.311312407,0.668675135,M9M,30
739.4857143,0.546952966,1.045558924,-0.349180402,0.993764357,3.8,4.171428571,2.571428571,4.285714286,M9N,1.064028558,1.486588726,0.540876871,1.069550486,1.255575799,0.923093083,1.219588028,0.893487173,M9N,35
712.7333333,0.05848914,-0.068166122,0.736789752,0.006907684,3.1,2.633333333,3.866666667,3.133333333,M9P,0.803771637,1.145456684,1.429423207,0.844365216,1.268993628,1.473521078,1.382983615,1.07425462,M9P,30
786.7555556,0.080749252,0.272043238,0.379466842,0.61227643,3.311111111,3.4,3.6,3.866666667,M9R,0.872322172,1.008493302,1.088103029,1.121005873,1.239908762,1.286291357,1.355124952,0.967658843,M9R,45
835.238806,-0.350733888,1.081434125,-0.073737654,1.96000985,2.582089552,4.597014925,3.044776119,4.940298507,M9V,0.588008607,1.103213047,0.601346316,0.949019127,1.195309694,0.552122667,1.248427324,0.295450197,M9V,67
697.8666667,-0.131839218,0.642292859,-0.103551496,1.265869397,2.916666667,4.066666667,2.916666667,4.616666667,M9W,0.750649193,1.108743662,0.551262344,0.874659526,1.279455216,0.778235001,1.19733697,0.640224184,M9W,60
539.4939759,-0.345780021,-0.163333613,0.375206172,-0.872434189,2.65060241,2.915662651,3.674698795,1.481927711,N0A,0.529332166,0.559392552,0.784847369,0.266426412,1.173214626,0.990255193,1.180207027,0.61210245,N0A,83
638.8479263,-0.784251463,-0.488450299,-0.210651222,-0.610823884,1.852534562,2.138248848,2.66359447,2.082949309,N0B,0.603702193,0.778643582,0.835114397,0.340588965,0.984324138,1.290730009,1.229352427,0.909076944,N0B,217
558.9069767,-0.498944194,0.099663671,0.210953483,-0.829536934,2.395348837,3.488372093,3.627906977,1.441860465,N0C,0.434382529,0.593676719,0.672994384,0.217933508,0.954676083,1.120631051,1.309730176,0.628767713,N0C,43
534.6571429,-0.550445795,-0.056852053,0.176068799,-0.758064826,2.161904762,2.942857143,3.438095238,1.742857143,N0E,0.518850454,0.755245214,0.783472067,0.352843205,1.048110108,1.231232742,1.082410145,0.866342571,N0E,105
550.1827411,-0.581837901,0.050842401,0.025491336,-0.789983699,2.223350254,3.30964467,3.208121827,1.634517766,N0G,0.617534435,0.665038937,0.686147337,0.301980402,1.169712569,1.169579715,1.278685161,0.825873932,N0G,197
619.9306931,-0.297659109,-0.43293498,0.870367935,-0.976240735,2.752475248,2.405940594,4.267326733,1.287128713,N0H,0.461739703,0.619772315,0.930622043,0.26559354,1.033498337,1.167717584,0.958030157,0.588840108,N0H,101
571.5048544,-0.821830977,-0.057169577,-0.240928235,-0.620690547,1.699029126,2.941747573,2.650485437,2.038834951,N0J,0.410875425,0.912109147,0.532800884,0.380548809,0.764852305,1.363568291,1.10886568,1.009001935,N0J,103
584.1515152,-0.726567629,-0.137894441,-0.301272553,-0.695600578,2,2.848484848,2.46969697,1.787878788,N0K,0.643638918,0.751659203,0.602214259,0.318436237,1.123182292,1.361474588,1.23063082,0.850613381,N0K,66
531.137931,-0.572110639,-0.365946097,0.016354476,-0.826442995,2.206896552,2.525862069,3.198275862,1.577586207,N0L,0.344967649,0.640421584,0.575897874,0.280856837,0.879893683,1.233314424,1.143752995,0.687160029,N0L,116
508.163522,-0.420997502,-0.366804413,0.233323101,-0.877352982,2.452830189,2.51572327,3.371069182,1.396226415,N0M,0.434029587,0.683735297,0.97798736,0.240739672,1.047589839,1.205763301,1.275640614,0.584817054,N0M,159
500.2857143,-0.459885441,-0.392550042,0.244028949,-0.785744582,2.384615385,2.494505495,3.582417582,1.637362637,N0N,0.452833247,0.552945737,0.61564141,0.262377622,1.062170009,1.19604558,0.955288602,0.738112962,N0N,91
415.3157895,-0.477053487,0.069746489,0.408434073,-0.826721397,2.356725146,3.339181287,3.83625731,1.614035088,N0P,0.483035246,0.759905779,0.688862321,0.34846799,1.098768739,1.251651815,1.038707355,0.813584356,N0P,171
699.0638298,-0.616545538,-0.448778367,0.011388082,-0.74980137,2.074468085,2.382978723,3.212765957,1.744680851,N0R,0.414152798,0.488982289,0.569527938,0.315157932,0.98635161,1.088615407,1.105920921,0.802364385,N0R,94
513.9375,-0.400767123,0.172317734,0.412816252,-0.77163981,2.5,3.34375,3.875,1.6875,N1A,0.626996227,0.902412266,0.693083777,0.215879368,1.244342034,0.970845159,1.12880182,0.692703912,N1A,32
764.1666667,-0.597859316,-1.066210997,-0.790877192,0.010120257,1.833333333,1.166666667,1.666666667,3.5,N1C,0.942373607,0.255713959,0.477527595,0.425239977,1.602081979,0.40824829,0.816496581,0.836660027,N1C,6
