PCODE3,in1SD_Instability_DA16,in1SD_Deprivation_DA16,in1SD_Dependency_DA16,in1SD_Ethniccon_DA16,in1SD_Instability_q_DA16,in1SD_Deprivation_q_DA16,in1SD_Dependency_q_DA16,in1SD_Ethniccon_q_DA16
L6V,0.815384615,0.723076923,0.846153846,0.661538462,0.6,0.876923077,0.876923077,0.938461538
L6W,0.709677419,0.64516129,0.677419355,0.612903226,0.612903226,0.516129032,0.548387097,0.451612903
L6X,0.791666667,0.75,0.777777778,0.652777778,0.833333333,0.722222222,0.722222222,0.902777778
L6Y,0.824175824,0.736263736,0.857142857,0.703296703,0.527472527,0.67032967,0.846153846,0.89010989
L6Z,0.727272727,0.654545455,0.709090909,0.618181818,0.818181818,0.745454545,0.545454545,0.854545455
L7A,0.773333333,0.68,0.68,0.706666667,0.92,0.76,0.8,0.88
L7B,0.761904762,0.619047619,0.761904762,0.857142857,0.428571429,0.666666667,0.666666667,0.571428571
L7C,0.727272727,0.636363636,0.666666667,0.757575758,0.393939394,0.909090909,0.606060606,0.848484848
L7E,0.722222222,0.759259259,0.703703704,0.722222222,0.833333333,0.611111111,0.907407407,0.574074074
L7G,0.7375,0.7,0.6,0.625,0.775,0.9,0.7625,0.5875
L7J,0.733333333,0.866666667,0.666666667,0.7,0.533333333,0.6,0.5,0.833333333
L7K,0.666666667,0.666666667,0.722222222,0.722222222,0.722222222,0.888888889,0.777777778,0.722222222
L7L,0.742857143,0.785714286,0.7,0.671428571,0.771428571,0.8,0.528571429,0.842857143
L7M,0.847222222,0.777777778,0.736111111,0.708333333,0.861111111,0.916666667,0.819444444,0.625
L7N,0.818181818,0.727272727,0.772727273,0.590909091,0.545454545,0.727272727,0.818181818,0.636363636
L7P,0.771929825,0.719298246,0.771929825,0.754385965,0.561403509,0.894736842,0.649122807,0.771929825
L7R,0.612903226,0.64516129,0.677419355,0.709677419,0.870967742,0.741935484,0.548387097,0.580645161
L7S,0.578947368,0.526315789,0.789473684,0.789473684,0.842105263,0.526315789,0.684210526,0.842105263
L7T,0.791666667,0.75,0.791666667,0.916666667,0.708333333,0.916666667,0.583333333,0.708333333
L8B,0.818181818,0.772727273,0.886363636,0.704545455,0.886363636,0.863636364,0.886363636,0.636363636
L8E,0.777777778,0.814814815,0.759259259,0.814814815,0.518518519,0.62962963,0.518518519,0.62962963
L8G,0.714285714,0.69047619,0.761904762,0.714285714,0.595238095,0.571428571,0.833333333,0.642857143
L8H,0.872727273,0.818181818,0.836363636,0.818181818,0.672727273,0.8,0.618181818,0.654545455
L8J,0.771428571,0.542857143,0.742857143,0.714285714,0.771428571,0.485714286,0.428571429,0.885714286
L8K,0.796610169,0.813559322,0.830508475,0.813559322,0.711864407,0.677966102,0.406779661,0.576271186
L8L,0.777777778,0.75,0.736111111,0.875,0.555555556,0.958333333,0.583333333,0.722222222
L8M,0.675675676,0.810810811,0.918918919,0.891891892,0.945945946,0.837837838,0.864864865,0.621621622
L8N,0.479166667,0.645833333,0.75,0.75,0.791666667,0.25,0.604166667,0.458333333
L8P,0.725,0.875,0.875,0.675,0.9,0.575,0.7,0.775
L8R,0.578947368,0.736842105,0.736842105,0.842105263,0.736842105,0.894736842,0.684210526,0.473684211
L8S,0.666666667,0.666666667,0.708333333,0.791666667,0.791666667,0.666666667,0.875,0.666666667
L8T,0.75,0.75,0.8,0.75,0.425,0.575,0.475,0.6
L8V,0.641025641,0.717948718,0.820512821,0.615384615,0.487179487,0.794871795,0.461538462,0.538461538
L8W,0.651162791,0.697674419,0.720930233,0.674418605,0.604651163,0.558139535,0.465116279,0.511627907
L9A,0.729166667,0.770833333,0.770833333,0.75,0.583333333,0.708333333,0.5625,0.75
L9B,0.777777778,0.777777778,0.888888889,0.638888889,0.583333333,0.638888889,0.722222222,0.555555556
L9C,0.805555556,0.763888889,0.791666667,0.736111111,0.597222222,0.472222222,0.458333333,0.666666667
L9E,0.666666667,0.733333333,0.6,0.8,0.666666667,0.866666667,0.533333333,0.6
L9G,0.905660377,0.811320755,0.773584906,0.698113208,0.905660377,0.867924528,0.566037736,0.547169811
L9H,0.837837838,0.837837838,0.864864865,0.783783784,0.5,0.743243243,0.581081081,0.675675676
L9J,0.666666667,0.833333333,0.666666667,0.5,0.666666667,0.666666667,0.666666667,0.833333333
L9K,0.941176471,0.647058824,0.588235294,0.705882353,0.882352941,0.470588235,0.470588235,0.588235294
L9L,0.787878788,0.757575758,0.818181818,0.636363636,0.636363636,0.636363636,0.606060606,0.454545455
L9M,0.777777778,0.777777778,0.740740741,0.62962963,0.703703704,0.592592593,0.851851852,0.851851852
L9N,0.791666667,0.708333333,0.625,0.791666667,0.583333333,0.625,0.541666667,0.625
L9P,0.714285714,0.742857143,0.771428571,0.628571429,0.685714286,0.4,0.542857143,0.428571429
L9R,0.820512821,0.743589744,0.923076923,0.794871795,0.743589744,0.769230769,0.564102564,0.58974359
L9S,0.645833333,0.708333333,0.916666667,0.6875,0.5625,0.729166667,0.520833333,0.583333333
L9T,0.762295082,0.754098361,0.852459016,0.56557377,0.893442623,0.844262295,0.868852459,0.754098361
L9V,0.75,0.833333333,0.833333333,0.75,0.75,0.666666667,0.833333333,0.583333333
L9W,0.786666667,0.84,0.733333333,0.653333333,0.453333333,0.466666667,0.48,0.76
L9X,0.684210526,0.736842105,0.684210526,0.736842105,0.947368421,0.684210526,0.526315789,0.736842105
L9Y,0.613636364,0.704545455,0.590909091,0.704545455,0.522727273,0.522727273,0.75,0.818181818
L9Z,0.76,0.68,0.72,0.76,0.6,0.72,0.88,0.52
M1B,0.806818182,0.795454545,0.818181818,0.704545455,0.852272727,0.852272727,0.568181818,0.977272727
M1C,0.677966102,0.745762712,0.694915254,0.644067797,0.847457627,0.694915254,0.644067797,0.355932203
M1E,0.784615385,0.753846154,0.753846154,0.584615385,0.769230769,0.507692308,0.692307692,0.769230769
M1G,0.76744186,0.76744186,0.813953488,0.651162791,0.697674419,0.906976744,0.651162791,0.837209302
M1H,0.852941176,0.852941176,0.764705882,0.705882353,0.705882353,0.558823529,0.588235294,0.764705882
M1J,0.65,0.825,0.725,0.775,0.525,0.5,0.725,0.875
M1K,0.655737705,0.901639344,0.68852459,0.704918033,0.557377049,0.901639344,0.62295082,0.819672131
M1L,0.720930233,0.697674419,0.860465116,0.790697674,0.511627907,0.511627907,0.651162791,0.627906977
M1M,0.815789474,0.789473684,0.815789474,0.657894737,0.710526316,0.421052632,0.526315789,0.421052632
M1N,0.777777778,0.733333333,0.888888889,0.711111111,0.688888889,0.533333333,0.711111111,0.777777778
M1P,0.849056604,0.773584906,0.905660377,0.641509434,0.490566038,0.79245283,0.58490566,0.811320755
M1R,0.788461538,0.769230769,0.75,0.75,0.557692308,0.423076923,0.769230769,0.961538462
M1S,0.793103448,0.637931034,0.931034483,0.689655172,0.637931034,0.534482759,0.896551724,0.948275862
M1T,0.755555556,0.755555556,0.844444444,0.622222222,0.622222222,0.711111111,0.911111111,0.822222222
M1V,0.861111111,0.75,0.944444444,0.763888889,0.791666667,0.958333333,0.652777778,0.958333333
M1W,0.768115942,0.782608696,0.956521739,0.666666667,0.47826087,0.579710145,0.550724638,0.826086957
M1X,0.866666667,0.666666667,0.733333333,0.6,0.933333333,0.933333333,0.666666667,1
M2H,0.868421053,0.842105263,0.947368421,0.684210526,0.710526316,0.789473684,0.631578947,0.947368421
M2J,0.691176471,0.720588235,0.794117647,0.647058824,0.455882353,0.735294118,0.441176471,0.764705882
M2K,0.677419355,0.774193548,0.741935484,0.677419355,0.290322581,0.806451613,0.64516129,0.806451613
M2L,0.863636364,0.681818182,0.818181818,0.590909091,0.636363636,0.818181818,0.818181818,0.590909091
M2M,0.729166667,0.708333333,0.854166667,0.770833333,0.645833333,0.645833333,0.625,0.833333333
M2N,0.56097561,0.926829268,0.792682927,0.634146341,0.853658537,0.743902439,0.609756098,0.768292683
M2P,0.846153846,0.846153846,0.846153846,0.692307692,0.846153846,0.846153846,0.615384615,0.538461538
M2R,0.612244898,0.755102041,0.795918367,0.673469388,0.897959184,0.530612245,0.551020408,0.93877551
M3A,0.638297872,0.70212766,0.723404255,0.744680851,0.510638298,0.531914894,0.638297872,0.446808511
M3B,0.772727273,0.681818182,0.681818182,0.636363636,0.772727273,0.727272727,0.772727273,0.909090909
M3C,0.612903226,0.838709677,0.806451613,0.612903226,0.806451613,0.451612903,0.483870968,0.838709677
M3H,0.690909091,0.745454545,0.763636364,0.654545455,0.763636364,0.581818182,0.454545455,0.436363636
M3J,0.657142857,0.8,0.657142857,0.6,0.8,0.885714286,0.514285714,0.771428571
M3K,0.75,0.666666667,0.583333333,0.75,0.833333333,0.666666667,0.583333333,0.75
M3L,0.875,0.708333333,0.75,0.708333333,0.708333333,0.875,0.75,0.583333333
M3M,0.605263158,0.710526316,0.657894737,0.578947368,0.815789474,0.868421053,0.447368421,0.789473684
M3N,0.675,0.75,0.725,0.625,0.4,0.95,0.5,0.925
M4A,0.5,0.75,0.8,0.85,0.85,0.55,0.6,0.9
M4B,0.535714286,0.678571429,0.678571429,0.75,0.321428571,0.357142857,0.678571429,0.714285714
M4C,0.692307692,0.830769231,0.784615385,0.861538462,0.430769231,0.784615385,0.861538462,0.769230769
M4E,0.674418605,0.860465116,0.88372093,0.88372093,0.558139535,0.604651163,0.837209302,0.534883721
M4G,0.59375,0.625,0.8125,0.71875,0.5,0.90625,0.875,0.90625
M4H,0.8,0.7,0.7,0.6,0.9,0.8,0.5,0.9
M4J,0.787878788,0.848484848,0.924242424,0.681818182,0.712121212,0.833333333,0.681818182,0.818181818
M4K,0.696428571,0.75,0.803571429,0.732142857,0.25,0.392857143,0.571428571,0.732142857
M4L,0.738461538,0.784615385,0.738461538,0.753846154,0.461538462,0.615384615,0.861538462,0.876923077
M4M,0.756097561,0.707317073,0.829268293,0.585365854,0.975609756,0.609756098,0.829268293,0.463414634
M4N,0.741935484,0.806451613,0.709677419,0.774193548,0.419354839,0.903225806,0.774193548,0.870967742
M4P,0.5,0.730769231,0.807692308,0.884615385,0.730769231,0.807692308,0.846153846,0.884615385
M4R,0.611111111,0.722222222,0.833333333,0.777777778,0.777777778,0.888888889,0.888888889,0.888888889
M4S,0.548387097,0.677419355,0.741935484,0.709677419,0.806451613,0.903225806,0.838709677,0.806451613
M4T,0.523809524,0.952380952,0.80952381,0.857142857,0.714285714,0.904761905,0.619047619,0.476190476
M4V,0.666666667,0.777777778,0.703703704,0.666666667,0.962962963,0.888888889,0.592592593,0.481481481
M4W,0.5,0.75,0.75,0.625,0.791666667,0.875,0.583333333,0.666666667
M4X,0.588235294,0.588235294,0.823529412,0.470588235,0.823529412,0.529411765,0.764705882,0.764705882
M4Y,0.852941176,0.794117647,0.911764706,0.794117647,0.941176471,0.823529412,0.823529412,0.823529412
M5A,0.717391304,0.695652174,0.739130435,0.739130435,0.934782609,0.456521739,0.869565217,0.760869565
M5B,0.722222222,0.666666667,0.944444444,0.722222222,1,0.722222222,0.833333333,0.888888889
M5C,0.5,0.75,0.75,0.5,1,1,0.75,0.75
M5E,0.666666667,0.916666667,0.75,0.833333333,1,0.833333333,0.916666667,0.916666667
M5G,0.666666667,0.666666667,0.666666667,0.666666667,1,0.833333333,0.666666667,1
M5H,1,1,1,1,1,1,1,1
M5J,0.571428571,0.785714286,0.571428571,0.714285714,0.785714286,0.857142857,0.714285714,0.714285714
M5M,0.818181818,0.772727273,0.863636364,0.772727273,0.431818182,0.840909091,0.909090909,0.568181818
M5N,0.551724138,0.724137931,0.862068966,0.793103448,0.379310345,0.448275862,0.793103448,0.586206897
M5P,0.657142857,0.685714286,0.914285714,0.714285714,0.8,0.742857143,0.828571429,0.771428571
M5R,0.659574468,0.765957447,0.744680851,0.638297872,0.914893617,0.893617021,0.765957447,0.808510638
M5S,0.727272727,0.727272727,0.863636364,0.636363636,0.909090909,0.5,0.5,0.863636364
M5T,0.677419355,0.774193548,0.741935484,0.741935484,0.935483871,0.806451613,0.516129032,0.64516129
M5V,0.68,0.84,0.76,0.68,1,0.84,0.88,0.48
M5W,0.666666667,0.666666667,0.666666667,0.666666667,1,0.666666667,0.666666667,0.666666667
M6A,0.6,0.885714286,0.657142857,0.685714286,0.8,0.371428571,0.514285714,0.828571429
M6B,0.634615385,0.807692308,0.692307692,0.653846154,0.826923077,0.557692308,0.557692308,0.807692308
M6C,0.704545455,0.636363636,0.704545455,0.659090909,0.909090909,0.636363636,0.545454545,0.545454545
M6E,0.734177215,0.683544304,0.873417722,0.746835443,0.430379747,0.886075949,0.594936709,0.53164557
M6G,0.698412698,0.793650794,0.873015873,0.650793651,0.984126984,0.619047619,0.888888889,0.968253968
M6H,0.711111111,0.822222222,0.755555556,0.8,0.566666667,0.666666667,0.722222222,0.588888889
M6J,0.777777778,0.73015873,0.73015873,0.698412698,0.857142857,0.619047619,0.428571429,0.841269841
M6K,0.637931034,0.689655172,0.913793103,0.689655172,0.862068966,0.482758621,0.827586207,0.448275862
M6L,0.548387097,0.806451613,0.612903226,0.741935484,0.516129032,0.774193548,0.774193548,0.677419355
M6M,0.704918033,0.819672131,0.672131148,0.639344262,0.508196721,0.93442623,0.475409836,0.901639344
M6N,0.76119403,0.746268657,0.880597015,0.731343284,0.671641791,0.955223881,0.611940299,0.597014925
M6P,0.65,0.7,0.833333333,0.8,0.9,0.816666667,0.866666667,0.833333333
M6R,0.714285714,0.833333333,0.952380952,0.857142857,0.952380952,0.857142857,0.952380952,0.666666667
M6S,0.641509434,0.924528302,0.79245283,0.924528302,0.528301887,0.905660377,0.905660377,0.754716981
M7A,0.666666667,0.766666667,0.733333333,0.6,1,0.766666667,0.766666667,0.833333333
M8V,0.659090909,0.75,0.909090909,0.795454545,0.931818182,0.477272727,0.863636364,0.727272727
M8W,0.666666667,0.641025641,0.641025641,0.743589744,0.564102564,0.846153846,0.615384615,0.794871795
M8X,0.647058824,0.764705882,0.882352941,0.647058824,0.352941176,0.882352941,0.764705882,0.647058824
M8Y,0.64516129,0.64516129,0.838709677,0.677419355,0.774193548,0.35483871,0.548387097,0.709677419
M8Z,0.724137931,0.75862069,0.827586207,0.689655172,0.482758621,0.586206897,0.689655172,0.413793103
M9A,0.744186047,0.76744186,0.674418605,0.813953488,0.441860465,0.790697674,0.651162791,0.674418605
M9B,0.849056604,0.924528302,0.754716981,0.867924528,0.603773585,0.58490566,0.622641509,0.773584906
M9C,0.733333333,0.733333333,0.75,0.866666667,0.5,0.433333333,0.566666667,0.75
M9L,0.703703704,0.777777778,0.666666667,0.740740741,0.703703704,0.962962963,0.62962963,0.666666667
M9M,0.666666667,0.7,0.633333333,0.666666667,0.4,0.9,0.666666667,0.9
M9N,0.657142857,0.771428571,0.714285714,0.571428571,0.8,0.771428571,0.571428571,0.771428571
M9P,0.733333333,0.866666667,0.8,0.833333333,0.733333333,0.566666667,0.833333333,0.5
M9R,0.8,0.733333333,0.822222222,0.755555556,0.355555556,0.488888889,0.444444444,0.6
M9V,0.76119403,0.865671642,0.671641791,0.791044776,0.537313433,0.626865672,0.71641791,0.955223881
M9W,0.766666667,0.883333333,0.766666667,0.616666667,0.7,0.45,0.783333333,0.95
N0A,0.722891566,0.746987952,0.662650602,0.686746988,0.530120482,0.65060241,0.445783133,0.939759036
N0B,0.788018433,0.829493088,0.838709677,0.718894009,0.788018433,0.847926267,0.562211982,0.405529954
N0C,0.76744186,0.604651163,0.674418605,0.627906977,0.674418605,0.604651163,0.418604651,0.930232558
N0E,0.8,0.780952381,0.8,0.761904762,0.561904762,0.723809524,0.6,0.847619048
N0G,0.741116751,0.710659898,0.685279188,0.700507614,0.467005076,0.568527919,0.700507614,0.847715736
N0H,0.732673267,0.712871287,0.673267327,0.742574257,0.663366337,0.564356436,0.851485149,0.782178218
N0J,0.708737864,0.766990291,0.737864078,0.708737864,0.834951456,0.640776699,0.621359223,0.533980583
N0K,0.727272727,0.712121212,0.727272727,0.757575758,0.863636364,0.636363636,0.560606061,0.848484848
N0L,0.724137931,0.75,0.706896552,0.767241379,0.698275862,0.525862069,0.551724138,0.905172414
N0M,0.685534591,0.748427673,0.786163522,0.647798742,0.591194969,0.528301887,0.446540881,0.65408805
N0N,0.747252747,0.692307692,0.769230769,0.736263736,0.604395604,0.571428571,0.692307692,0.89010989
N0P,0.742690058,0.719298246,0.725146199,0.707602339,0.561403509,0.532163743,0.555555556,0.812865497
N0R,0.723404255,0.712765957,0.765957447,0.670212766,0.553191489,0.595744681,0.606382979,0.79787234
N1A,0.71875,0.8125,0.71875,0.75,0.5,0.65625,0.875,0.9375
N1C,0.833333333,0.666666667,0.666666667,0.666666667,0.833333333,0.833333333,0.833333333,0.833333333
N1E,0.693548387,0.629032258,0.661290323,0.64516129,0.564516129,0.629032258,0.451612903,0.5
N1G,0.729166667,0.833333333,0.979166667,0.6875,0.645833333,0.895833333,0.3125,0.583333333
N1H,0.721649485,0.762886598,0.865979381,0.793814433,0.505154639,0.515463918,0.525773196,0.577319588
N1K,0.75,0.75,0.8,0.6,0.8,0.65,0.85,0.5
N1L,0.764705882,0.705882353,0.705882353,0.647058824,0.588235294,0.823529412,0.823529412,0.529411765
N1M,0.742857143,0.657142857,0.857142857,0.657142857,0.685714286,0.828571429,0.6,0.371428571
N1P,0.857142857,0.714285714,0.714285714,0.714285714,0.857142857,0.714285714,0.857142857,0.857142857
N1R,0.714285714,0.671428571,0.728571429,0.7,0.657142857,0.842857143,0.685714286,0.614285714
N1S,0.757575758,0.696969697,0.727272727,0.757575758,0.666666667,0.515151515,0.696969697,0.727272727
N1T,0.681818182,0.727272727,0.636363636,0.681818182,0.818181818,0.727272727,0.772727273,0.681818182
N2A,0.682926829,0.609756098,0.780487805,0.756097561,0.658536585,0.463414634,0.609756098,0.804878049
N2B,0.64516129,0.709677419,0.806451613,0.709677419,0.419354839,0.548387097,0.612903226,0.64516129
N2C,0.6,0.8,0.6,0.7,0.8,0.9,0.7,0.6
N2E,0.74,0.82,0.62,0.62,0.7,0.76,0.74,0.66
N2G,0.703703704,0.703703704,0.740740741,0.592592593,0.962962963,0.666666667,0.444444444,0.666666667
N2H,0.723404255,0.680851064,0.723404255,0.765957447,0.914893617,0.617021277,0.531914894,0.510638298
N2J,0.633333333,0.683333333,0.85,0.733333333,0.366666667,0.766666667,0.5,0.733333333
N2K,0.756756757,0.783783784,0.648648649,0.702702703,0.351351351,0.810810811,0.864864865,0.810810811
N2L,0.7,0.58,0.68,0.76,0.88,0.44,0.68,0.52
N2M,0.637931034,0.724137931,0.655172414,0.655172414,0.775862069,0.482758621,0.603448276,0.603448276
N2N,0.628571429,0.771428571,0.742857143,0.685714286,0.485714286,0.857142857,0.485714286,0.742857143
N2P,0.761904762,0.619047619,0.80952381,0.666666667,0.666666667,0.428571429,0.904761905,0.80952381
N2R,0.6,0.8,0.6,0.6,1,0.8,0.6,0.8
N2T,0.777777778,0.833333333,0.777777778,0.666666667,0.694444444,0.833333333,0.861111111,0.361111111
N2V,0.80952381,0.571428571,0.761904762,0.761904762,0.523809524,0.666666667,0.761904762,0.619047619
N2Z,0.782608696,0.782608696,0.652173913,0.608695652,0.739130435,0.565217391,0.826086957,0.782608696
N3A,0.814814815,0.666666667,0.925925926,0.740740741,0.555555556,0.37037037,0.851851852,0.37037037
N3B,0.75,0.714285714,0.785714286,0.678571429,0.785714286,0.607142857,0.535714286,0.821428571
N3C,0.658536585,0.829268293,0.804878049,0.731707317,0.390243902,0.853658537,0.87804878,0.609756098
N3E,1,1,1,1,1,1,1,1
N3H,0.710526316,0.763157895,0.763157895,0.789473684,0.578947368,0.631578947,0.631578947,0.894736842
N3L,0.769230769,0.641025641,0.974358974,0.692307692,0.666666667,0.512820513,0.641025641,0.871794872
N3P,0.866666667,0.866666667,0.8,0.733333333,0.866666667,0.8,0.666666667,0.8
N3R,0.7625,0.6875,0.75,0.75,0.6375,0.6,0.475,0.625
N3S,0.740740741,0.722222222,0.740740741,0.759259259,0.666666667,0.851851852,0.759259259,0.722222222
N3T,0.768115942,0.710144928,0.855072464,0.753623188,0.550724638,0.449275362,0.739130435,0.565217391
N3V,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,1,0.666666667
N3W,0.8,0.75,0.625,0.7,0.85,0.575,0.55,0.6
N3Y,0.745762712,0.694915254,0.677966102,0.745762712,0.779661017,0.525423729,0.779661017,0.915254237
N4B,0.730769231,0.692307692,0.730769231,0.653846154,0.692307692,0.615384615,0.730769231,0.961538462
N4G,0.725,0.675,0.775,0.75,0.825,0.575,0.625,0.5
N4K,0.701492537,0.71641791,0.746268657,0.686567164,0.432835821,0.626865672,0.865671642,0.895522388
N4L,0.75,0.75,0.75,0.8,0.85,0.6,0.9,0.9
N4N,0.708333333,0.541666667,0.875,0.708333333,0.791666667,0.5,0.541666667,0.958333333
N4S,0.731343284,0.686567164,0.865671642,0.671641791,0.731343284,0.656716418,0.746268657,0.805970149
N4T,0.8,0.8,0.9,0.4,0.6,0.8,0.8,0.6
N4V,0.666666667,0.5,0.666666667,0.5,0.666666667,0.666666667,0.833333333,0.833333333
N4W,0.642857143,0.678571429,0.821428571,0.678571429,0.714285714,0.607142857,0.678571429,0.857142857
N4X,0.714285714,0.714285714,0.714285714,0.75,0.535714286,0.714285714,0.642857143,0.892857143
N4Z,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75
N5A,0.632653061,0.612244898,0.836734694,0.632653061,0.591836735,0.857142857,0.714285714,0.795918367
N5C,0.766666667,0.666666667,0.766666667,0.633333333,0.633333333,0.633333333,0.733333333,0.566666667
N5H,0.685714286,0.657142857,0.571428571,0.714285714,0.857142857,0.857142857,0.714285714,0.714285714
N5L,0.666666667,0.666666667,0.666666667,0.777777778,0.555555556,0.555555556,1,1
N5P,0.785714286,0.69047619,0.69047619,0.69047619,0.666666667,0.523809524,0.619047619,0.476190476
N5R,0.70212766,0.680851064,0.808510638,0.723404255,0.553191489,0.361702128,0.489361702,0.468085106
N5V,0.631578947,0.701754386,0.631578947,0.666666667,0.631578947,0.859649123,0.421052632,0.824561404
N5W,0.666666667,0.62745098,0.68627451,0.843137255,0.764705882,0.745098039,0.62745098,0.607843137
N5X,0.853658537,0.829268293,0.707317073,0.634146341,0.829268293,0.829268293,0.56097561,0.512195122
N5Y,0.655172414,0.655172414,0.724137931,0.793103448,0.862068966,0.396551724,0.482758621,0.775862069
N5Z,0.666666667,0.714285714,0.69047619,0.80952381,0.80952381,0.857142857,0.571428571,0.642857143
N6A,0.6,0.742857143,0.657142857,0.8,0.828571429,0.485714286,0.542857143,0.657142857
N6B,0.666666667,0.619047619,0.761904762,0.619047619,1,0.857142857,0.428571429,0.476190476
N6C,0.655172414,0.706896552,0.75862069,0.827586207,0.5,0.724137931,0.5,0.517241379
N6E,0.813953488,0.674418605,0.76744186,0.720930233,0.627906977,0.465116279,0.76744186,0.534883721
N6G,0.867924528,0.811320755,0.811320755,0.811320755,0.735849057,0.490566038,0.660377358,0.679245283
N6H,0.762711864,0.779661017,0.745762712,0.745762712,0.542372881,0.389830508,0.508474576,0.677966102
N6J,0.680851064,0.659574468,0.723404255,0.638297872,0.829787234,0.617021277,0.446808511,0.829787234
N6K,0.75,0.75,0.785714286,0.857142857,0.428571429,0.821428571,0.5,0.642857143
N6L,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
N6M,0.666666667,0.583333333,0.75,0.666666667,0.583333333,0.333333333,0.416666667,0.666666667
N6N,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667
N6P,0.769230769,0.538461538,0.769230769,0.692307692,0.615384615,0.615384615,0.769230769,0.692307692
N7A,0.620689655,0.655172414,0.655172414,0.655172414,0.75862069,0.724137931,0.827586207,0.724137931
N7G,0.790697674,0.744186047,0.790697674,0.720930233,0.581395349,0.790697674,0.76744186,0.813953488
N7L,0.716981132,0.622641509,0.943396226,0.641509434,0.679245283,0.433962264,0.490566038,0.660377358
N7M,0.791666667,0.697916667,0.90625,0.697916667,0.6875,0.520833333,0.5625,0.375
N7S,0.740740741,0.759259259,0.759259259,0.62962963,0.703703704,0.555555556,0.555555556,0.648148148
N7T,0.666666667,0.65,0.883333333,0.816666667,0.833333333,0.766666667,0.533333333,0.75
N7V,0.8,0.8,0.8,0.76,0.76,0.64,0.8,0.88
N7W,0.75,0.75,0.5,0.5,1,0.75,0.75,0.75
N7X,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,1,0.666666667,0.666666667
N8A,0.822222222,0.711111111,0.777777778,0.755555556,0.6,0.377777778,0.822222222,0.844444444
N8H,0.653061224,0.693877551,0.836734694,0.795918367,0.632653061,0.836734694,0.571428571,0.653061224
N8M,0.757575758,0.696969697,0.666666667,0.666666667,0.484848485,0.454545455,0.575757576,0.848484848
N8N,0.725490196,0.803921569,0.725490196,0.745098039,0.764705882,0.764705882,0.666666667,0.549019608
N8P,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6
N8R,0.954545455,0.681818182,0.772727273,0.772727273,0.590909091,0.636363636,0.590909091,0.863636364
N8S,0.743589744,0.692307692,0.846153846,0.769230769,0.615384615,0.58974359,0.564102564,0.615384615
