DAUID,Pop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16
35060787,453,-0.481849417,0.286821607,0.246055,-0.551702415,2,4,4,2
35060789,285,-0.875356902,-0.96679525,0.003367583,-0.509781083,1,1,3,2
35060790,319,0.008419023,-0.703984743,-0.108961435,0.111457952,4,2,3,4
35060792,527,-0.621548903,-0.196507934,-0.967422366,-0.325761597,2,3,1,3
35060793,327,-0.367735987,-1.028209046,-0.600261709,-0.047133828,3,1,2,4
35060794,430,-0.597515535,-0.826183445,-0.58740191,-0.434412125,2,1,2,3
35060795,396,-0.869805724,-0.904703548,-0.45087379,-0.6895205,1,1,2,2
35060796,449,-0.719067874,-0.547537682,-0.760942267,-0.294945254,2,2,1,3
35060797,359,-0.313710206,-0.926628366,-1.314751219,-0.175057828,3,1,1,3
35060798,440,-0.693673361,-0.878153554,-1.429164345,0.091248948,2,1,1,4
35060799,509,-0.611774399,-0.463429839,-0.710326708,-0.551262433,2,2,2,2
35060800,327,-0.975465778,-1.077555289,-0.239259245,-0.281262904,1,1,3,3
35060801,470,-0.635468468,-0.499503484,-0.906538018,-0.24470813,2,2,1,3
35060802,330,-0.327313513,-1.236921479,-1.147461541,-0.373076612,3,1,1,3
35060815,514,-0.582613637,-0.993223652,-0.8327618,-0.246239989,2,1,1,3
35060816,256,-1.119056261,-1.497982718,0.643475132,-0.274634082,1,1,5,3
35060817,513,-0.120983239,-0.87590169,0.684234489,-0.085159023,3,1,5,3
35060818,612,-0.115172289,-0.274849375,-0.057638393,-0.361145563,3,3,3,3
35060819,321,-0.744657942,-0.953866739,-0.104633221,-0.271948948,2,1,3,3
35060820,397,-0.90420587,-0.859670313,0.129535187,-0.164967926,1,1,4,3
35060823,379,-0.098439437,-0.194447516,-0.683972634,-0.289659895,3,3,2,3
35060833,454,-0.559047478,-1.337966181,0.801496771,-1.174069661,2,1,5,1
35060834,485,-0.45483969,-1.238119475,0.758001612,-0.863396145,3,1,5,1
35060835,457,-1.048285641,-0.961740189,-0.174109152,-0.456989764,1,1,3,3
35060836,434,0.280543572,-0.749396753,2.012755603,-0.911962103,4,2,5,1
35060837,554,-1.218349546,-1.310595049,-0.42287104,0.113619275,1,1,2,4
35060838,869,-0.916478506,-1.069311876,-0.261051139,0.065558655,1,1,3,4
35060840,717,-0.537060095,-0.614487496,0.59243963,-0.682783159,2,2,5,2
35060841,591,-0.644568964,-1.324010153,0.19605348,-0.54178847,2,1,4,2
35060842,379,-0.914643423,-1.053703468,1.293149177,-0.914209435,1,1,5,1
35060843,1099,-0.538029391,-0.466858782,-0.272678575,-0.708759219,2,2,3,2
35060844,555,-0.779863654,-1.071440821,-0.620254625,-0.69556271,1,1,2,2
35060845,721,-0.623111509,-1.371825947,1.111911171,-0.931279417,2,1,5,1
35060860,730,-0.61318882,0.055651998,-0.249686042,0.145039614,2,4,3,4
35060861,483,-0.283898134,0.702901659,-0.096807982,0.112577736,3,5,3,4
35060862,756,0.128705028,0.036539858,-0.692004041,0.282264295,4,4,2,4
35060864,493,-0.219285008,-0.241704203,-0.818854468,1.541983628,3,3,1,5
35060865,1014,-0.156366497,-0.07939824,-0.750376541,0.958096046,3,3,1,5
35060866,1182,-0.097424594,1.118995565,-0.66790846,1.062606983,3,5,2,5
35060867,483,0.115552486,0.674611045,-0.214076134,0.965777791,4,5,3,5
35060868,413,-0.042543935,-0.423842616,0.359430376,-0.340109982,4,2,4,3
35060869,367,-0.100133224,-0.649756262,1.234193207,-0.151196951,3,2,5,3
35060870,470,-0.405642155,-0.479344845,1.559397959,-0.296547304,3,2,5,3
35060871,328,0.532466189,-0.215759731,-0.60397932,1.380290766,4,3,2,5
35060872,1140,1.377703158,0.03756017,1.150519153,0.667362742,5,4,5,4
35060874,299,-0.993580203,-1.631409479,1.320478938,-0.556105716,1,1,5,2
35060875,702,-0.003965188,0.282058406,-0.040610758,-0.007411412,4,4,3,4
35060876,753,1.73891405,1.454880848,-1.385684955,1.430322175,5,5,1,5
35060877,798,-0.565226027,-0.509551735,-0.355385423,0.531555946,2,2,2,4
35060885,745,0.507348089,0.289768196,-0.621586313,0.408486371,4,4,2,4
35060888,432,-0.133868512,0.096214023,-0.041234913,-0.021230618,3,4,3,4
35060889,308,-0.342398497,0.134254038,-0.213781477,0.486036923,3,4,3,4
35060890,2287,-0.402235211,0.083944532,-0.839837004,0.964715039,3,4,1,5
35060891,562,0.907471411,-0.132746452,0.146975617,-0.103844871,5,3,4,3
35060892,437,0.524598259,2.798268803,-0.913409931,3.126319977,4,5,1,5
35060893,1043,0.439966889,2.723015487,-1.062382775,2.356195688,4,5,1,5
35060894,1046,1.781951292,2.416494573,-0.641909409,2.865462215,5,5,2,5
35060895,898,1.680847129,5.873231638,-0.540724781,3.617821645,5,5,2,5
35060898,701,1.869645034,2.085495939,-1.102165567,3.198185336,5,5,1,5
35060899,2251,1.814923562,2.469654161,-0.964546581,3.435592851,5,5,1,5
35060902,370,-0.465578399,3.127113396,-1.03064935,4.535077885,3,5,1,5
35060903,381,-0.832276147,-0.38956353,1.513071653,-0.025808228,1,3,5,4
35060904,448,-0.371229926,-0.392518355,0.433889388,-0.277354681,3,3,4,3
35060905,609,0.530983018,0.359580479,0.444473596,-0.119886806,4,4,4,3
35060906,371,-0.084989948,-0.398554355,-0.031710128,-0.680587098,3,3,3,2
35060907,389,-0.549777315,-0.909276411,0.269377243,-0.696207562,2,1,4,2
35060908,366,-0.863024558,-0.483140691,1.14637867,-0.110607931,1,2,5,3
35060909,363,-0.92944977,-0.709322399,0.382642906,-0.05862201,1,2,4,4
35060910,661,0.235879533,-0.910087996,0.524072045,-0.172015881,4,1,4,3
35060911,1206,1.898446369,-0.345670219,1.756772642,-0.258615965,5,3,5,3
35060912,431,-0.596700063,-0.945813607,0.495457209,-0.716553708,2,1,4,2
35060913,423,-0.255408458,-1.056953693,0.266939846,-0.519033372,3,1,4,2
35060914,426,-0.317925866,-0.493452761,0.276909619,-0.798774238,3,2,4,2
35060915,509,-0.543329432,-0.902368932,0.011854528,-0.582250649,2,1,3,2
35060916,441,-0.177680645,-0.617536898,0.064983524,-0.69290796,3,2,4,2
35060917,397,-0.181421409,-0.383049349,0.36504353,-0.859120641,3,3,4,1
35060918,644,2.465332475,0.447210978,-0.598311721,0.605756973,5,4,2,4
35060921,373,-0.054088889,0.359687792,-0.250810015,0.839520914,4,4,3,5
35060922,1760,1.759458121,-0.131431797,-0.434343622,0.536264318,5,3,2,4
35060923,348,-0.621047708,-0.299090415,1.233963516,0.014321091,2,3,5,4
35060924,263,-0.333040641,0.358640445,0.587672924,0.628270096,3,4,5,4
35060925,762,-0.133807533,5.550461635,-1.16595064,3.574049268,3,5,1,5
35060926,492,-0.21866907,0.345756947,1.005160407,-0.07486459,3,4,5,3
35060929,401,-0.490577277,-0.363330466,0.609726912,-0.206575758,2,3,5,3
35060930,461,-0.13022637,0.850314391,0.675988473,0.360091999,3,5,5,4
35060931,383,-0.136538082,-0.297774014,0.372225406,-0.692693816,3,3,4,2
35060934,1559,2.090731216,0.885529211,0.511052861,0.823807751,5,5,4,5
35060935,511,-0.315331503,-0.835827546,0.017711383,0.006091453,3,1,3,4
35060936,543,-0.122731201,-0.842940517,0.426754095,-0.618329623,3,1,4,2
35060937,506,0.127808202,-0.656044036,0.10710994,-0.647416673,4,2,4,2
35060938,1912,-0.551746363,-0.15417101,-0.783844634,0.802885836,2,3,1,5
35060939,927,-0.750519739,-0.469840053,0.111355323,0.933429348,2,2,4,5
35060940,287,-0.544395375,-0.392071566,-0.164413022,-0.07042577,2,3,3,3
35060941,641,-0.606066802,-0.031692495,-0.395806055,0.335951546,2,3,2,4
35060942,867,0.011307423,1.739707743,-1.110768659,1.779324172,4,5,1,5
35060944,668,-0.605127142,-0.9087077,-0.596670337,0.202090531,2,1,2,4
35060945,450,-0.260955903,1.454067789,-0.54693819,1.331476598,3,5,2,5
35060953,702,-0.46761268,1.089580221,-0.682728082,1.015370009,3,5,2,5
35060954,381,-0.476358479,1.605609958,-0.719441043,1.248444027,2,5,2,5
35060955,1485,-0.792745457,0.607492895,-0.552534657,1.114282895,1,4,2,5
35060956,639,-0.247951639,-0.479430267,-0.537689357,1.95778922,3,2,2,5
35060957,1171,1.919259057,3.641733953,-0.348764829,2.391355885,5,5,2,5
35060961,805,0.87471451,-0.69807826,1.052602695,-0.33233368,5,2,5,3
35060968,620,0.328972373,-1.155966171,0.187497267,0.411649452,4,1,4,4
35060970,1468,2.84120636,0.207016656,-0.942581303,1.750482818,5,4,1,5
35060972,3064,3.046640944,0.206735792,-0.695214086,1.331405141,5,4,2,5
35060973,945,1.050679183,-1.090447894,4.833075178,-0.387089616,5,1,5,3
35060974,462,0.693921132,-0.042494666,0.36169606,-0.985289973,4,3,4,1
35060975,903,1.521342225,0.574888202,-0.797322803,0.541509611,5,4,1,4
35060976,567,1.361401481,4.10575546,-1.294304504,1.845966683,5,5,1,5
35060977,490,0.875651517,-0.434219446,-0.636253468,0.091979091,5,2,2,4
35060978,694,0.752298611,1.522921878,-0.256915402,1.047519066,5,5,3,5
35060979,588,3.99786507,3.360612952,0.568175732,0.613402668,5,5,4,4
35060984,505,0.917738852,3.235416586,-0.744605398,0.788902719,5,5,1,5
35060985,459,-0.284597006,5.085607667,-0.629566801,1.925376107,3,5,2,5
35060986,498,-0.311638647,4.146590134,-0.719917372,1.91776114,3,5,2,5
35060987,491,0.869486504,2.707724936,-0.979974438,1.595067675,5,5,1,5
35060988,696,-0.152130563,0.417604444,-0.019376462,0.514914247,3,4,3,4
35060989,555,2.122687362,4.232609375,-0.347446514,1.937659797,5,5,2,5
35060990,472,0.272874326,4.592163635,-0.663747203,2.319811751,4,5,2,5
35060991,602,0.106173667,-0.473198692,-0.176966136,-0.780342244,4,2,3,2
35061001,826,2.050857956,1.267800931,-0.293094824,0.636274442,5,5,3,4
35061018,489,1.425125028,0.405856119,-0.842588985,-0.679462492,5,4,1,2
35061019,421,2.538986569,1.257295846,-0.636781105,-0.230863561,5,5,2,3
35061020,897,3.004917605,0.299689486,3.050678252,-0.515482817,5,4,5,2
35061026,375,1.712550337,-0.782255603,-0.16098218,-0.097646701,5,2,3,3
35061027,265,2.131417389,-0.256794426,-1.229694827,-0.409364242,5,3,1,3
35061030,519,1.933366185,-0.251895614,0.00847735,0.355547652,5,3,3,4
35061031,699,1.109098893,-0.706459172,-0.039846622,-0.459574146,5,2,3,3
35061033,518,-0.731652324,-1.429593743,0.22880661,-0.342887799,2,1,4,3
35061034,471,-0.52438156,-0.963726587,0.429886075,-0.614941391,2,1,4,2
35061035,440,-0.795310137,-1.052976491,-0.185656834,-0.563955795,1,1,3,2
35061036,634,-0.556210322,-0.62521514,0.022538716,-0.562784077,2,2,3,2
35061039,633,1.855688311,-0.303023936,0.42095046,0.37579556,5,3,4,4
35061041,587,3.533032141,2.031573481,3.161224499,0.82069589,5,5,5,5
35061042,604,1.553448601,0.317221487,0.848483692,0.453116396,5,4,5,4
35061043,492,1.231688459,0.219092443,-0.312943926,0.044287907,5,4,3,4
35061044,432,0.589361109,-0.081216921,-0.025996782,-0.456399049,4,3,3,3
35061045,469,1.29794203,0.577698629,-0.490764966,-0.174029115,5,4,2,3
35061046,513,1.848843092,1.459151428,-1.136706784,0.507950179,5,5,1,4
35061047,727,0.073154399,-0.685106414,-0.027347517,-0.25331474,4,2,3,3
35061051,506,-0.0305962,-0.958456213,0.116370463,-0.675997007,4,1,4,2
35061053,565,-0.609728665,-0.140018762,0.135548128,-0.127315846,2,3,4,3
35061054,421,-0.595078434,-0.888071365,0.854802427,0.389369822,2,1,5,4
35061055,746,0.131985601,-0.004124385,0.594826813,0.402268487,4,3,5,4
35061056,710,-0.462789763,-0.034211225,-0.513643189,1.661378454,3,3,2,5
35061057,194,0.670952373,1.125839517,0.224772026,0.130340077,4,5,4,4
35061067,536,-0.0440945,-0.376389549,0.245520936,-0.804644393,4,3,4,1
35061069,351,-0.339456927,0.053554332,-0.164273197,-0.08188467,3,4,3,3
35061070,586,0.445223023,-0.923345378,-0.26851066,-0.897198528,4,1,3,1
35061071,553,1.572166478,1.033044106,-0.289624246,-0.114809346,5,5,3,3
35061072,462,0.407812461,0.24146898,-0.442325126,0.10323884,4,4,2,4
35061073,566,1.305370055,1.896542043,-0.365981795,0.758659598,5,5,2,5
35061074,459,0.889381634,-0.366468474,-0.361822876,-0.405757375,5,3,2,3
35061075,431,3.740106433,4.328906944,0.674656806,0.689952251,5,5,5,4
35061076,475,1.055603492,0.610581095,-0.978416931,-0.25078702,5,4,1,3
35061077,546,0.368984736,0.381808634,0.759408118,-1.115246585,4,4,5,1
35061078,619,0.653870905,3.38037548,-1.694081528,1.841160198,4,5,1,5
35061079,493,2.368775302,1.990992664,-0.887578431,1.629450223,5,5,1,5
35061080,519,1.736348962,4.055873272,-0.621888994,2.488997635,5,5,2,5
35061081,724,1.54948578,5.79950846,-0.053838973,2.72715203,5,5,3,5
35061082,485,2.424287471,2.458232263,-1.725408632,0.330978422,5,5,1,4
35061083,599,1.162239327,1.613395198,-0.930069871,0.03140928,5,5,1,4
35061084,504,1.085774736,2.35260448,-0.855615566,0.928367452,5,5,1,5
35061085,394,0.20427501,1.718191834,-0.995660423,0.774281317,4,5,1,5
35061086,811,2.36763572,-0.06970124,0.055858235,0.294148755,5,3,4,4
35061087,564,0.081328934,-0.714322218,-0.429054382,-0.919183244,4,2,2,1
35061089,667,-0.748667965,-1.037908992,-0.697439833,-0.527475727,2,1,2,2
35061090,575,0.177491002,-0.207449422,0.728713186,-0.267620726,4,3,5,3
35061091,461,0.08041756,-0.673176356,0.322104502,-0.483338686,4,2,4,3
35061092,537,-0.811944204,-1.022902154,0.277686075,-0.305678617,1,1,4,3
35061094,650,-0.318665183,-1.15289448,0.067117694,-0.586208084,3,1,4,2
35061097,433,-0.55338847,-1.050978407,0.880288178,-0.184122555,2,1,5,3
35061098,874,1.75708244,-0.161958327,-1.281837655,1.02553133,5,3,1,5
35061100,441,0.017389805,-0.243874588,0.136997092,0.929651774,4,3,4,5
35061101,348,0.050934835,-0.18765858,0.717228962,0.464627204,4,3,5,4
35061102,442,-0.021170418,-0.137714248,0.504983433,-0.217088716,4,3,4,3
35061103,322,-0.492123722,-0.805114374,1.085702021,-0.116811339,2,1,5,3
35061104,1329,2.005292254,1.006383184,-1.114999558,3.027012621,5,5,1,5
35061105,703,0.726012863,-0.203969804,0.472414798,-0.160938913,4,3,4,3
35061106,500,-0.329230139,-0.777952833,0.690245544,-0.607545415,3,2,5,2
35061107,525,0.341428252,0.587321383,-0.853760388,1.624201678,4,4,1,5
35061108,329,0.28138949,1.819840465,-1.578942131,1.949667328,4,5,1,5
35061113,860,-0.750334866,-0.634017543,0.122770421,-0.585732321,2,2,4,2
35061114,447,-0.668039683,-0.569739883,-0.015875822,-0.332589494,2,2,3,3
35061115,439,-0.422553926,-0.672693897,-0.141759369,-0.643072598,3,2,3,2
35061116,294,-1.023305868,-1.173375646,-0.333236952,-1.084676229,1,1,2,1
35061117,626,-0.932228493,-1.067379211,-0.70079607,-0.443570788,1,1,2,3
35061118,569,-0.598225789,-0.912491467,-0.234140766,-0.833145978,2,1,3,1
35061119,868,-0.714707843,-1.102890502,-0.706315916,-0.635228235,2,1,2,2
35061120,352,0.313229819,-0.273613334,0.746977611,-1.24205378,4,3,5,1
35061121,294,0.562277314,-0.328808481,-0.016577296,-1.11285537,4,3,3,1
35061122,646,-0.911360128,-0.792605164,-0.530088226,-0.726593822,1,1,2,2
35061123,644,-0.398072264,-0.284408263,-0.286934921,-1.001998526,3,3,3,1
35061124,868,-0.544039465,-0.229808183,-0.280099415,-0.826300195,2,3,3,1
35061125,288,-0.313205139,-1.207866572,-0.234450985,-1.179145907,3,1,3,1
35061126,374,-1.083341998,-0.745677384,-0.032931724,-0.383849062,1,2,3,3
35061127,760,-0.902766277,-1.084396412,-0.329372869,-0.593993021,1,1,2,2
35061128,458,-1.164342671,-0.552344056,-0.996041158,-0.332367673,1,2,1,3
35061129,404,-0.470747922,-0.472040245,-0.215093553,-0.659881557,3,2,3,2
35061130,596,-1.101159129,-1.003861539,-0.665252208,-0.628652352,1,1,2,2
35061131,771,-0.718214273,-1.171341064,-0.710050288,-0.707581236,2,1,2,2
35061132,465,-1.04576855,-0.829548832,-0.00268269,-0.67547206,1,1,3,2
35061133,794,-0.604408547,-0.441799718,0.193038637,-1.071986308,2,2,4,1
35061134,639,-0.584130011,-0.734182434,-0.292428796,-0.632140205,2,2,3,2
35061135,662,-0.752343364,-1.012439001,-0.02138161,-0.67247492,2,1,3,2
35061136,420,-1.080965325,-0.728020317,-0.206822572,-0.608635376,1,2,3,2
35061137,450,-0.939293752,-0.747071271,-0.799492342,-0.711542416,1,2,1,2
35061138,372,-0.899308121,-1.053491079,-0.519613,-1.040516528,1,1,2,1
35061140,1160,-0.636092733,-0.898608415,-0.118980707,-0.643118594,2,1,3,2
35061141,748,-0.906368442,-1.175310227,-0.052898645,-0.703323828,1,1,3,2
35061142,311,-0.744399794,-1.339145565,0.374701664,-0.884792083,2,1,4,1
35061143,575,-0.826224987,-0.609836941,-0.067680703,-0.641521828,1,2,3,2
35061144,409,-0.51096452,-1.445527356,-0.110329845,-0.976510896,2,1,3,1
35061145,362,-0.642799608,-1.223056679,0.516713974,-0.991260076,2,1,4,1
35061146,423,-0.404835244,-0.234538315,-0.554194788,-0.813473158,3,3,2,1
35061147,1006,-0.085567095,-0.816913887,0.870829333,-0.680106287,3,1,5,2
35061148,1268,-1.174315932,-1.139169415,-0.59897286,-0.194002901,1,1,2,3
35061149,790,-1.054578021,-0.707886987,-0.361161268,-0.575927293,1,2,2,2
35061150,750,-0.646632682,-1.086246724,-0.915202534,0.009226686,2,1,1,4
35061151,555,-0.996138972,-0.693854283,-1.037932083,0.120887018,1,2,1,4
35061152,349,-0.730570676,-1.517078885,-0.975728776,-0.36628519,2,1,1,3
35061153,307,-0.97209105,-0.729843131,-0.642996932,-0.547717427,1,2,2,2
35061154,519,-0.675398057,-0.336795544,-1.115108029,-0.178429716,2,3,1,3
35061155,436,-0.597430813,-0.875221147,-1.077061257,-0.186658864,2,1,1,3
35061156,382,-0.866309579,-1.047977931,-0.382757277,-0.195469564,1,1,2,3
35061157,438,-0.807903015,-1.075277819,-0.920762318,-0.060562832,1,1,1,4
35061158,521,-0.378635061,-0.425460219,-1.335542784,-0.443972917,3,2,1,3
35061159,705,0.671659124,-0.365559866,-0.660007536,-0.653548052,4,3,2,2
35061160,711,-0.53355052,-0.752301839,-0.523276578,-1.031173882,2,2,2,1
35061161,648,-0.733848906,-0.586024976,0.072079257,-0.734078785,2,2,4,2
35061171,409,-0.619947502,1.976903438,-0.336514694,0.570527089,2,5,2,4
35061174,365,2.17753562,0.140641112,-0.202037787,0.756602663,5,4,3,4
35061175,466,0.951076332,-0.475167829,0.08068676,-0.392592672,5,2,4,3
35061178,575,-0.418137708,-0.653239527,-0.124998576,-0.378637644,3,2,3,3
35061179,554,0.037474989,-0.393833325,-0.380044163,-0.281524615,4,3,2,3
35061180,532,1.300805138,-0.16775837,1.003677188,-0.271162111,5,3,5,3
35061181,534,0.13493071,-0.634628112,-0.435990203,-0.331361023,4,2,2,3
35061182,592,3.317413762,0.212244992,4.882873251,-0.825570456,5,4,5,1
35061183,518,-0.74670822,-0.766600984,-0.064786436,-0.582907188,2,2,3,2
35061184,509,0.465738782,-0.343460313,-0.54152684,0.006108791,4,3,2,4
35061185,554,0.35052964,-0.582345593,-1.048644099,-0.550501039,4,2,1,2
35061186,508,-1.298516104,-1.236624958,-0.551396304,-0.162533803,1,1,2,3
35061188,549,1.540905907,-0.428834332,0.710261018,-0.31368073,5,2,5,3
35061189,753,2.476971851,0.042108068,1.395422449,-0.344895809,5,4,5,3
35061190,1596,2.753790328,-0.039436212,3.055141695,-0.872941876,5,3,5,1
35061191,549,1.671817532,-0.354012162,2.882896917,-0.881028055,5,3,5,1
35061192,718,1.492469602,0.069532717,0.596111456,-0.400776401,5,4,5,3
35061193,610,0.309284261,-0.440703524,0.454666909,-0.685890202,4,2,4,2
35061194,419,-0.29467586,-0.702335748,0.029730528,-0.365761369,3,2,3,3
35061195,489,0.574593129,-0.355801202,-0.571726217,-0.278657806,4,3,2,3
35061196,477,3.31394791,-0.284132442,-0.045533665,0.968782062,5,3,3,5
35061197,797,2.041006344,1.261109518,-0.714132242,1.72580964,5,5,2,5
35061198,435,-0.404732944,-0.44566238,0.533752982,-0.543466837,3,2,4,2
35061201,1080,1.076550962,-0.478302351,0.92960551,0.239510847,5,2,5,4
35061202,257,-0.661829159,-0.137269961,0.796741508,-0.18063564,2,3,5,3
35061203,604,-0.510806996,0.487126491,0.013869128,0.498832455,2,4,3,4
35061204,1175,0.536939077,6.674692171,-1.050689911,3.044088076,4,5,1,5
35061208,553,-0.824670931,-1.053942537,0.31759808,-0.536994704,1,1,4,2
35061209,408,-0.573243973,-1.200150328,1.010388062,-0.629374696,2,1,5,2
35061210,440,-0.90307679,-1.38557546,1.444047146,-0.368525807,1,1,5,3
35061213,555,-0.60230549,-0.658777314,0.567820745,-0.315017121,2,2,4,3
35061214,560,0.403429841,0.594085938,0.69054619,0.23769812,4,4,5,4
35061215,297,-0.733671597,-1.521769638,0.570656459,-0.206498771,2,1,4,3
35061225,504,3.141531809,-0.088262998,-1.65077064,1.044936449,5,3,1,5
35061227,365,-0.536574379,-0.376727653,0.598081106,-0.50065754,2,3,5,2
35061228,469,-0.661290842,-0.707956029,0.629963881,-0.018802314,2,2,5,4
35061229,563,-0.878683727,-1.340863248,0.751411613,-0.509874015,1,1,5,2
35061230,417,-0.925348357,-1.143092982,0.841601996,-0.496423531,1,1,5,2
35061231,808,0.103689858,0.00724466,-0.783391097,-0.226677252,4,3,1,3
35061232,526,0.243285356,-0.344982803,0.149165665,-0.715831549,4,3,4,2
35061233,368,-0.649663536,-0.113611001,0.184466708,-0.37206157,2,3,4,3
35061234,398,0.174216421,-0.226156598,0.080715977,0.055328298,4,3,4,4
35061235,691,0.612506678,1.719445129,-0.393290345,0.703986817,4,5,2,4
35061236,1058,1.436791943,1.011395702,-0.775562462,0.525749532,5,5,1,4
35061237,261,-1.154600919,0.079667415,1.228378586,-0.585649532,1,4,5,2
35061238,455,-0.804643125,-1.243981702,0.31086454,-0.801769069,1,1,4,1
35061239,526,-0.692544838,-1.464837365,0.13654812,-0.348642796,2,1,4,3
35061240,892,-0.814577188,-0.750692106,0.707161812,-0.631483015,1,2,5,2
35061241,236,-0.93310311,-1.177172756,1.170667122,-0.518867222,1,1,5,2
35061242,390,-0.384995129,0.122673876,0.35306457,-0.512104501,3,4,4,2
35061243,578,-0.036601848,-0.275609023,-0.60495599,-0.032334612,4,3,2,4
35061247,984,1.368304729,0.214358507,-0.74154245,0.832151014,5,4,1,5
35061248,970,-0.546898814,-0.883296279,1.183635155,-0.160335501,2,1,5,3
35061249,1092,1.089476611,2.788614841,-0.995685083,2.597895499,5,5,1,5
35061250,1359,0.957445173,3.85265892,-1.052566501,3.517814019,5,5,1,5
35061251,659,0.645771424,-0.112547431,-0.211910994,-0.096261356,4,3,3,3
35061252,1453,3.176337521,-0.486491185,-0.796394168,0.814629306,5,2,1,5
35061253,986,1.987060515,0.358422127,2.624562176,-0.67018325,5,4,5,2
35061254,969,1.598653251,0.566523515,0.137213788,0.749133695,5,4,4,4
35061256,752,3.010855088,0.268943771,0.176930118,0.243657858,5,4,4,4
35061257,1380,2.340382055,-0.686643097,3.782356368,-0.46374622,5,2,5,3
35061261,940,2.089247652,-0.594167499,0.876574851,-0.757371568,5,2,5,2
35061263,807,1.4236047,1.226613651,-0.624624066,0.200384964,5,5,2,4
35061264,1185,-0.153460859,-0.092851251,-0.402046869,0.285860218,3,3,2,4
35061266,1342,-0.537808656,-0.86323931,0.177980475,-0.026239362,2,1,4,4
35061267,497,0.609140762,0.345019859,-1.265341802,0.54436515,4,4,1,4
35061268,1372,0.050124264,-0.49253645,0.228492825,-0.433714026,4,2,4,3
35061269,1131,0.262725113,-0.70042418,0.027870124,0.837499272,4,2,3,5
35061270,1109,-0.237327442,0.049601231,-0.625605115,-0.11023913,3,4,2,3
35061271,1071,0.286984762,-0.453180275,-0.174703521,-0.375386731,4,2,3,3
35061272,1182,-0.657135164,-0.54038612,-0.396060409,-0.424066924,2,2,2,3
35061273,1200,-0.602188383,-0.819848477,0.190959549,-0.787488713,2,1,4,2
35061279,1491,2.677598478,0.003778791,0.839520372,0.484208741,5,3,5,4
35061280,1014,2.645621869,-0.037238094,-0.091992484,1.026843159,5,3,3,5
35061281,1208,2.288254772,0.107706778,1.690880664,0.327559877,5,4,5,4
35061282,1737,1.237623179,1.210231544,-0.898670607,1.84649547,5,5,1,5
35061284,1199,2.287056835,2.036066127,-0.519552692,2.25029206,5,5,2,5
35061285,840,0.827392417,-0.452568286,2.938852398,-0.350812653,5,2,5,3
35061286,1128,-0.561816383,-1.115321654,-0.378312309,-0.18476567,2,1,2,3
35061287,1045,0.461000936,0.064286532,-0.122001491,-0.134683076,4,4,3,3
35061288,523,-0.794022035,-0.892729462,0.785731862,-0.41937001,1,1,5,3
35061289,613,0.930765942,2.746943252,-1.283513011,1.840910887,5,5,1,5
35061290,475,-0.870015701,-0.777669253,0.220910189,-0.524726617,1,2,4,2
35061291,515,-0.202426424,-0.873175209,0.342285282,-0.166817058,3,1,4,3
35061292,538,0.233387703,-0.866698495,0.062590498,-0.405713641,4,1,4,3
35061293,573,0.893976132,-0.142679171,-0.2625335,0.070590463,5,3,3,4
35061294,525,-0.650181823,-0.56380886,0.997155737,-0.407921081,2,2,5,3
35061295,424,-0.373411932,-0.230193843,0.812723449,0.06966131,3,3,5,4
35061296,806,-0.664470383,-0.50251629,-1.170779995,0.054189074,2,2,1,4
35061297,450,-0.184459224,-0.232242373,-1.157497758,0.035108421,3,3,1,4
35061298,786,-0.267373286,-0.072058278,-0.179746633,-0.086248267,3,3,3,3
35061299,1038,0.920790569,-1.26433227,-0.027265756,-0.294839346,5,1,3,3
35061300,320,2.836912531,-0.333210149,-1.36395343,1.678799973,5,3,1,5
35061301,555,2.800194395,0.506042184,-1.09039804,2.4999547,5,4,1,5
35061302,268,0.13155285,-0.045640871,-1.120170013,1.016861278,4,3,1,5
35061303,807,0.656597313,1.19091772,-1.092018513,1.643864614,4,5,1,5
35061304,806,-0.816838997,-1.217379497,-0.962145236,-0.234257087,1,1,1,3
35061305,368,-0.99643049,-1.65391184,-0.794384428,-0.402464633,1,1,1,3
35061306,303,-1.332894826,-1.314096288,-0.125955209,-0.367691964,1,1,3,3
35061307,502,0.291656233,-1.007041792,-0.269258498,-0.20269032,4,1,3,3
35061308,1259,1.321002399,-0.172919084,-0.296075612,0.168008147,5,3,3,4
35061309,432,-0.875904644,-1.300033166,-1.080057498,-0.275019978,1,1,1,3
35061310,735,-0.836879767,-0.590603341,-0.720215934,0.268656177,1,2,2,4
35061311,1270,-0.923928322,-0.785993371,-0.527613643,-0.233462507,1,2,2,3
35061312,562,-0.330088644,-0.678975835,-0.885005063,0.541113294,3,2,1,4
35061313,431,-0.588500232,-0.402820291,-1.401035759,0.531631249,2,3,1,4
35061314,625,-0.5046636,-0.380477327,-0.958896962,-0.050376656,2,3,1,4
35061315,761,-0.96910721,-0.697201767,-0.657199357,0.450728569,1,2,2,4
35061316,367,-0.963509804,-1.490598354,-0.305211664,-0.09161654,1,1,3,3
35061317,465,-0.978820112,-0.58249075,-1.306330922,1.502323445,1,2,1,5
35061318,200,-1.192080932,-0.846540236,-0.882965649,0.336126158,1,1,1,4
