DAUID,Pop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16
35010155,457,-0.47718923,0.053000097,0.227839327,-1.263003133,2,4,4,1
35010156,448,-0.259485231,-0.052982305,0.703184178,-1.128303939,3,3,5,1
35010157,469,-0.781858561,-0.0275321,-0.077085408,-1.090066068,1,3,3,1
35010158,492,-0.422902612,0.620256383,0.168925164,-0.868030349,3,4,4,1
35010159,517,-0.576017951,-0.036931954,0.519181215,-0.815481743,2,3,4,1
35010160,509,-0.497103077,-0.229780522,-0.033768108,-0.860491807,2,3,3,1
35010161,388,-0.645380974,0.002529282,0.161122159,-0.890082342,2,3,4,1
35010162,376,0.014347359,0.261212345,1.854599258,-1.070345636,4,4,5,1
35010163,501,-0.410452323,-0.183758311,0.376654714,-1.188088096,3,3,4,1
35010164,447,-0.700966999,-0.199257432,0.674278837,-1.209023404,2,3,5,1
35010165,418,-0.544103595,-0.1901062,0.389948262,-0.805005689,2,3,4,1
35010166,478,-0.866608395,-0.124976622,0.208302416,-0.929619161,1,3,4,1
35010167,458,-0.688440884,-0.306553139,0.460398302,-0.925967977,2,3,4,1
35010168,445,-0.831324115,-0.634799156,-0.304366214,-0.478606306,1,2,3,3
35010169,433,-0.741801205,-0.355244321,-0.250899747,-0.68410171,2,3,3,2
35010170,493,-0.680819172,-0.511334669,-0.101050474,-0.643481113,2,2,3,2
35010171,467,-0.725896249,-0.137053662,0.371603542,-0.845622583,2,3,4,1
35010172,1207,-0.570289989,-0.458988839,-0.329124703,-0.748125762,2,2,2,2
35010173,739,-0.480260191,-1.000754243,0.654239143,-1.087049561,2,1,5,1
35010179,505,-0.606564117,-1.200682764,0.252987522,-0.698494222,2,1,4,2
35010180,999,0.234576492,-0.017524914,1.275767771,-0.239466166,4,3,5,3
35010181,367,-0.550998163,0.15110166,0.310288028,-0.441745644,2,4,4,3
35010182,448,-0.662411434,-0.271235831,1.578531144,-0.939915189,2,3,5,1
35010183,744,-0.321693503,2.450469891,-0.427529017,1.670910914,3,5,2,5
35010184,410,-0.349183929,-0.943753537,1.63088536,-0.930515492,3,1,5,1
35010185,843,1.127151552,0.979055477,2.131664645,-0.310470477,5,5,5,3
35010186,624,0.27730386,0.324886342,0.999324326,-0.706661315,4,4,5,2
35010187,529,1.156095636,1.618562433,1.312953896,-0.425676517,5,5,5,3
35010188,439,0.293061334,1.524161096,0.688307681,-0.764198019,4,5,5,2
35010189,376,-0.246914686,-0.927454864,0.227709996,-0.870945652,3,1,4,1
35010190,411,0.322388439,1.843648158,0.435459885,-0.387030594,4,5,4,3
35010191,457,1.127614909,1.389252922,0.343673371,-0.467583291,5,5,4,3
35010192,444,0.529506645,0.832541949,0.06650756,-0.099158446,4,5,4,3
35010193,327,1.571354757,2.884383641,0.423968311,-0.164499951,5,5,4,3
35010194,360,1.256134774,3.689623943,-0.116227823,-0.458973805,5,5,3,3
35010195,379,1.238589301,5.044350233,-0.155372064,-0.341383012,5,5,3,3
35010196,367,1.31770241,4.827650343,0.219789528,0.168134294,5,5,4,4
35010197,394,1.411378861,2.931463003,-0.461984546,-0.338342903,5,5,2,3
35010198,354,2.147661632,2.689436344,3.397148369,-0.795842442,5,5,5,2
35010199,454,1.645593292,4.630209347,-0.349615057,-0.211106656,5,5,2,3
35010200,414,1.238639071,2.741827262,0.618316453,-0.005946903,5,5,5,4
35010202,507,1.522385494,2.440459331,1.049737816,-0.537702196,5,5,5,2
35010203,563,1.219196224,1.843371867,0.79541825,-0.424680984,5,5,5,3
35010204,485,1.897993806,1.579976223,3.051464762,-0.589374065,5,5,5,2
35010205,322,1.280044383,1.722594394,0.275239297,-0.876265526,5,5,4,1
35010206,457,0.618645323,0.711296051,0.91754446,-0.767761905,4,5,5,2
35010207,283,-0.141241266,0.627687901,0.471520922,-0.667908186,3,4,4,2
35010208,430,0.606545413,1.42776354,0.541836205,-0.41779348,4,5,4,3
35010209,432,0.944887488,1.390904909,-0.300960259,-0.774095876,5,5,3,2
35010210,497,2.099540839,1.915666448,1.574357099,-1.103166016,5,5,5,1
35010211,460,0.654223715,1.547056932,-0.022683535,-0.59681303,4,5,3,2
35010212,431,1.309403321,1.583074264,0.256856951,-0.73095373,5,5,4,2
35010213,509,-0.084078681,1.976148316,0.421635833,-0.982837239,3,5,4,1
35010214,352,0.201364461,1.207866306,0.368124078,-1.046884815,4,5,4,1
35010215,670,-0.083157899,1.293986959,1.427455837,-0.23695341,3,5,5,3
35010216,431,0.200126127,-0.063740098,1.16024458,-0.752375282,4,3,5,2
35010217,745,0.218923932,1.338467285,0.492674309,-0.205898814,4,5,4,3
35010218,473,0.254425916,1.647658062,-0.04681575,-0.333481373,4,5,3,3
35010219,451,0.474075462,0.582099597,1.34141194,-0.832225277,4,4,5,1
35010220,468,0.081168946,0.527288321,0.812759134,-1.158662674,4,4,5,1
35010221,494,0.442332839,1.28296465,0.761092359,-0.738452058,4,5,5,2
35010222,500,0.369474814,1.374143896,0.552225005,-0.656419988,4,5,4,2
35010223,538,1.057658756,1.392680187,1.292385731,-0.722467581,5,5,5,2
35010224,560,-0.230903606,0.856721722,0.432364834,-0.462526752,3,5,4,3
35010225,844,1.067712051,2.846610068,0.13129605,0.243165451,5,5,4,4
35010226,502,1.551936993,2.009937029,0.501668153,0.795491417,5,5,4,5
35010227,322,-0.031724075,0.189213808,0.908473116,-0.528311215,4,4,5,2
35010228,617,-0.303063957,-0.931817389,0.878550231,-0.487949393,3,1,5,3
35010229,650,-0.518448168,-0.660659604,0.26266561,-0.609109859,2,2,4,2
35010230,426,-0.73572688,-1.212825684,0.67694746,-0.432297087,2,1,5,3
35010231,436,-0.522703083,-0.665552622,0.632253513,-0.639004505,2,2,5,2
35010232,434,-0.560240439,0.273891429,0.60583298,-1.128427479,2,4,5,1
35010233,512,-0.395836931,-0.328691115,0.900300001,-0.824503314,3,3,5,1
35010234,498,-0.249860561,0.444391165,0.115058856,-0.845493016,3,4,4,1
35010235,495,1.610793808,-0.07227234,2.510279186,-0.957105356,5,3,5,1
35010237,517,1.296903508,1.560136737,2.266860927,-0.727934275,5,5,5,2
35010238,419,1.515629917,2.154263585,0.636379257,-0.59892109,5,5,5,2
35010239,511,1.273198376,1.211120797,0.839729569,-0.805537893,5,5,5,1
35010240,447,0.847252186,2.275188222,-0.737482483,-0.715458134,5,5,1,2
35010241,554,0.726902524,2.572685096,-0.272189805,-0.299433417,4,5,3,3
35010242,441,0.655875603,2.312699847,-0.06484696,-0.757868886,4,5,3,2
35010243,491,0.397125762,2.054537397,0.340978905,-0.594900642,4,5,4,2
35010244,552,0.991745919,2.292225897,0.163633985,-0.374982809,5,5,4,3
35010245,559,0.901020777,2.381374874,0.141298272,-0.838692389,5,5,4,1
35010246,427,1.028630493,0.373715831,0.883402497,-0.638868,5,4,5,2
35010247,628,2.630755937,1.588885438,3.817124659,-1.365087661,5,5,5,1
35010248,537,2.546595537,1.513889895,10.05126067,-1.414181562,5,5,5,1
35010249,502,0.760491391,1.263346987,0.961417238,-0.895819253,5,5,5,1
35010250,362,-0.037522129,0.253591167,-0.00890911,-1.114820816,4,4,3,1
35010251,350,-0.781302225,-0.115935529,0.299668405,-0.63713563,1,3,4,2
35010252,381,-0.031361078,0.477189538,0.25410701,-0.768025412,4,4,4,2
35010253,731,0.002312264,-0.113604029,0.295935164,-0.526198884,4,3,4,2
35010254,381,-0.700704597,-0.357440127,0.686346398,-0.609540344,2,3,5,2
35010255,266,-0.39234085,0.752228849,0.348145552,-0.459846821,3,5,4,3
35010256,356,-0.401441796,0.706742877,0.101799443,-1.086389034,3,5,4,1
35010257,416,0.434136358,-0.137425061,0.68378404,-0.815307314,4,3,5,1
35010258,482,-0.249651959,-0.100526593,0.442781061,-0.627107404,3,3,4,2
35010259,268,0.123628534,-1.736925657,0.772736091,-0.850242142,4,1,5,1
35010260,703,0.041700151,1.113577078,-0.392908223,-0.192848981,4,5,2,3
35010261,483,-0.144415929,1.123029064,0.622157222,-0.926746982,3,5,5,1
35010262,326,-0.03952302,0.13174386,1.290762234,-0.888826571,4,4,5,1
35010263,315,-0.591392201,-1.159205593,1.682952569,-0.938177843,2,1,5,1
35010264,488,0.422255563,0.173674242,1.251910492,-0.558461813,4,4,5,2
35010265,364,-0.622152027,-0.705507755,0.71960366,-0.833925468,2,2,5,1
35010266,642,0.752283161,0.685058659,1.46100486,-0.540582449,5,5,5,2
35010267,406,0.031875488,1.013101968,0.959847845,-1.131055544,4,5,5,1
35010268,422,1.853489401,1.636469725,0.879319433,-0.556755314,5,5,5,2
35010269,637,0.22298201,0.023191199,2.040409949,-0.787073596,4,4,5,2
35010270,397,1.573020103,3.246133487,0.013374873,-0.630358673,5,5,3,2
35010271,343,0.712427944,2.756269124,-0.484981063,-0.334911513,4,5,2,3
35010272,382,1.249804257,3.348452278,-0.165888842,-0.344081322,5,5,3,3
35010273,687,-0.562464252,-0.075292028,0.305094363,-1.069540122,2,3,4,1
35010274,517,-0.70197772,-0.341938042,0.750046385,-0.888540211,2,3,5,1
35010275,805,-0.770265878,-0.13411467,0.259108688,-0.779698554,2,3,4,2
35010276,623,-0.724574203,-0.548155716,-0.665150466,-0.769990331,2,2,2,2
35010277,604,-0.720790639,-0.308915132,-0.479351916,-0.857467048,2,3,2,1
35010278,424,-0.874813577,-0.43289685,0.181790257,-0.725159777,1,2,4,2
35010279,367,-0.641497065,-0.36044296,0.176882576,-1.212811723,2,3,4,1
35010280,424,-1.039108531,-0.109856409,-0.139557019,-0.782136169,1,3,3,2
35010281,415,-0.642329458,0.037066763,-0.120033176,-1.241782868,2,4,3,1
35010282,450,-0.6150218,-0.90439133,-0.520600733,-0.878222532,2,1,2,1
35010283,443,-0.634329792,-0.011100077,-0.182851531,-0.948375197,2,3,3,1
35010284,431,-0.704467599,-0.416230479,-0.362129166,-0.93214244,2,3,2,1
35010285,449,-0.423122193,0.543561393,0.567213376,-1.194389278,3,4,4,1
35010286,486,-0.547992641,-0.802157919,-0.140853146,-1.091532118,2,1,3,1
35010287,494,-0.455800092,-0.059996812,-0.213840296,-0.922930893,3,3,3,1
35010288,485,-0.227817267,-0.344042382,-0.768008458,-0.933599229,3,3,1,1
35010289,556,-0.153083472,-1.099281991,-0.724947305,-0.697226164,3,1,2,2
35010290,473,-0.792086689,-0.559927451,-1.217619457,-0.885651096,1,2,1,1
35010291,453,-0.673805084,-0.772543157,-0.733991255,-0.727902028,2,2,1,2
35010292,477,-0.618253558,-1.167896843,-0.613068254,-0.99334533,2,1,2,1
35010293,650,-0.47129824,-0.109587045,-0.582831311,-0.794895296,3,3,2,2
35010294,713,-0.468677163,0.03111428,0.309855759,-0.649018608,3,4,4,2
35010295,473,-0.209060506,0.36049826,0.61904962,-0.630723076,3,4,5,2
35010296,542,0.306094045,0.541521357,0.865635467,-0.972819322,4,4,5,1
35010297,404,-0.159096167,-0.487271896,-0.649350517,-1.283920523,3,2,2,1
35010298,467,-0.829046831,-0.435445082,0.224760659,-0.997506238,1,2,4,1
35010299,522,-0.633125002,-0.708759183,-0.143289381,-1.015236829,2,2,3,1
35010300,563,-0.585688285,-0.118869167,-0.252719993,-0.950386047,2,3,3,1
35010301,464,-0.513302437,0.01441996,0.380293502,-1.049029694,2,4,4,1
35010302,627,-0.118582909,0.063177783,1.281663602,-0.653140569,3,4,5,2
35010303,455,-0.810812339,0.485904707,0.589456971,-0.984897534,1,4,5,1
35010304,513,0.020895804,0.788109162,2.548152885,-0.795050607,4,5,5,2
35010305,454,-0.499266605,-1.198243997,0.856946398,-1.153213119,2,1,5,1
35010306,494,-0.413002512,-0.17196652,1.512254411,-0.810767679,3,3,5,1
35010307,464,-0.456119747,0.280556021,1.445029012,-1.120870698,3,4,5,1
35010308,479,0.216608706,-0.00200385,1.538106336,-0.801274615,4,3,5,1
35010309,417,0.507078634,2.693823126,0.707808754,-0.448915449,4,5,5,3
35010310,496,0.34609242,0.22632178,1.639707416,-1.120582168,4,4,5,1
35010311,589,-0.666189029,1.088441764,0.810085062,-1.074031626,2,5,5,1
35010312,506,-0.66682148,-0.238118427,0.189468882,-0.908059485,2,3,4,1
35010313,680,-0.505389885,-0.692725844,0.73735096,-0.904619976,2,2,5,1
35010314,618,0.23389436,-0.356125712,1.672273641,-1.036908329,4,3,5,1
35010315,730,-0.286299082,-0.448356808,0.464823173,-0.935849539,3,2,4,1
35010316,361,0.043578946,0.396089355,0.779918401,-1.352626883,4,4,5,1
35010317,705,-0.550896903,-0.460872094,0.177198069,-0.633743514,2,2,4,2
35010318,644,0.480729821,0.372212538,0.674849581,-0.729589738,4,4,5,2
35010319,722,-0.337762398,-0.621726986,0.503773872,-0.585003979,3,2,4,2
35010320,799,-0.784568066,-1.132314819,-0.033972897,-0.777154265,1,1,3,2
35010321,422,-0.766595731,-0.311300987,-0.175037203,-0.503775465,2,3,3,2
35010322,477,-0.750526662,0.027410324,-0.396957946,-0.852136982,2,4,2,1
35010323,712,-0.307162793,-0.830046428,1.4431796,-0.968360021,3,1,5,1
35010324,567,-0.010900437,0.281410619,1.598983066,-0.922382581,4,4,5,1
35010325,498,0.757360092,0.111650036,1.876661362,-1.033876984,5,4,5,1
35010326,508,-0.495513273,-0.029032403,0.620921943,-1.033789829,2,3,5,1
35010327,587,-0.676459749,0.480191778,-0.178252114,-1.219152956,2,4,3,1
35010328,495,-0.877857622,0.514681783,0.229229975,-0.871684418,1,4,4,1
35010329,486,-0.480659439,-0.256200247,-0.16865404,-1.124556443,2,3,3,1
35010330,443,-0.555927432,0.144399781,0.122393957,-0.580909545,2,4,4,2
35010331,425,-0.611510503,-0.21225563,0.241209262,-1.014036515,2,3,4,1
35010332,532,-0.625769026,-0.369012139,-0.319263328,-0.834822056,2,3,3,1
35010333,457,-0.332279987,-0.078869152,-0.086217954,-0.84930048,3,3,3,1
35010334,632,0.590551927,0.057218833,1.284386115,-0.813374805,4,4,5,1
35010335,350,-0.385193856,-0.776958794,0.135668009,-1.194926738,3,2,4,1
35010336,551,1.03068885,0.788472837,1.677701493,-0.56439983,5,5,5,2
35010337,536,-0.475776497,-0.275632995,-0.139824355,-0.782700327,2,3,3,2
35010338,499,-0.468816378,-0.709852831,-0.505575026,-1.113073723,3,2,2,1
35010339,699,-1.075369457,-0.495038912,-0.390256057,-0.712127494,1,2,2,2
35010340,513,-0.800190565,-0.02289351,-0.48536424,-1.052654917,1,3,2,1
35010341,461,-0.546544967,-0.304637431,0.057604054,-1.299606934,2,3,4,1
35010342,482,-0.247047776,-0.758707978,-0.24988351,-1.07238915,3,2,3,1
35010343,456,-0.554508166,-0.361119658,-0.208313158,-1.159263948,2,3,3,1
35010344,506,-0.47408095,-0.66225017,-0.165912978,-0.611334401,3,2,3,2
35010345,440,-0.570172726,-0.592862567,-0.744233296,-1.064976637,2,2,1,1
35010346,526,-0.17173571,-0.557031876,0.203656698,-0.730812404,3,2,4,2
35010347,538,-0.620064296,-0.838627266,-0.274561151,-0.973846708,2,1,3,1
35010348,499,-0.76985486,-0.335163007,-0.19906695,-1.33194895,2,3,3,1
35010349,406,0.158063494,-0.026868025,1.648903405,-1.14154846,4,3,5,1
35010350,390,0.046448751,-0.257499518,-0.480461225,-1.240941824,4,3,2,1
35010351,407,-0.166170049,-0.030188293,-0.130517049,-0.930035083,3,3,3,1
35010352,440,-0.59818297,-0.307343356,-0.48603718,-1.15886557,2,3,2,1
35010353,482,-0.841355422,-0.195947627,-0.124041696,-1.079486592,1,3,3,1
35010354,501,-0.422736559,-0.439398808,0.206769443,-0.984839167,3,2,4,1
35010355,478,-0.982873986,0.186457686,-0.234697993,-0.959069454,1,4,3,1
35010356,568,-0.701768099,0.112277606,0.070872278,-0.52269891,2,4,4,2
35010357,570,-0.5956597,-0.420933156,-0.36734018,-0.797443846,2,2,2,2
35010358,567,-0.834588657,-0.210485432,0.090304667,-0.616029225,1,3,4,2
35010359,556,-0.489369217,0.002903085,1.415386465,-1.076289416,2,3,5,1
35010360,537,-0.84138927,-0.582040656,0.318804813,-1.173867636,1,2,4,1
35010361,471,1.083710518,0.744384201,1.03732085,-0.722798925,5,5,5,2
35010362,482,0.019648107,0.302082699,0.500861838,-0.858539717,4,4,4,1
35010363,491,0.960155331,0.813594877,1.88200421,-0.731935868,5,5,5,2
35010364,386,0.009662875,0.94367951,0.101594578,-0.673922239,4,5,4,2
35010365,645,1.370900543,1.653278434,1.606988463,-1.057461241,5,5,5,1
35010366,508,-0.1203785,1.51647178,1.627127474,-0.791514448,3,5,5,2
35010367,723,-0.304309234,-0.479678647,1.000030043,-1.063839084,3,2,5,1
35010369,352,-0.217790247,-0.300574956,0.063795507,-1.069166896,3,3,4,1
35010370,971,-0.503418905,-0.393986285,0.244036153,0.157539329,2,3,4,4
35010371,476,-0.490726464,-0.775675307,-0.105601559,-0.784064625,2,2,3,2
35010372,315,-0.458739461,0.678592837,-0.324685364,-0.7518013,3,5,2,2
35010373,494,0.853980638,0.468053704,1.018289982,-0.812095593,5,4,5,1
35010374,469,-0.206389932,1.564363463,0.412983878,-0.04427048,3,5,4,4
35010375,444,-0.763389495,-0.97114003,1.558611047,-0.535798827,2,1,5,2
35010376,636,-0.254736233,-1.020408943,0.800951768,-1.127558131,3,1,5,1
35010399,427,-0.060494873,-0.405693986,1.058535895,-0.805605234,4,3,5,1
35010400,516,0.533955254,-0.150293637,1.675045238,-1.113221635,4,3,5,1
35010401,557,-0.697693742,-0.482293903,0.084392215,-0.874411503,2,2,4,1
35010402,442,-0.905128088,-0.650838596,0.026830489,-0.774816864,1,2,3,2
35010403,437,-0.057563381,0.075250626,0.667660055,-0.955750583,4,4,5,1
35010404,977,0.019316965,-0.769234279,1.416078344,-1.408320705,4,2,5,1
35010405,374,-0.311614367,-0.653371203,-0.70364983,-0.586344386,3,2,2,2
35010406,403,-0.512690769,-0.791069573,0.539631058,-0.989334018,2,2,4,1
35010410,250,-0.793060282,0.059643488,-0.195890794,-1.106323996,1,4,3,1
35020064,1027,-0.477049914,-0.595206484,-0.193190628,-0.583762802,2,2,3,2
35020065,555,-0.599124652,-0.930848053,0.32627216,-0.781453865,2,1,4,2
35020066,854,0.324756211,-0.203252518,0.596558424,-0.675151106,4,3,5,2
35020067,503,0.752534828,0.812226055,-0.188672489,-0.568346606,5,5,3,2
35020068,447,0.666527884,1.12503469,0.003440326,-0.692489537,4,5,3,2
35020069,538,0.854502247,1.087027622,0.667541105,-0.80694315,5,5,5,1
35020070,536,-0.218255376,-0.115521801,-0.468775527,-0.57404535,3,3,2,2
35020071,451,0.227017566,-0.106448005,0.361444629,-0.557515591,4,3,4,2
35020072,535,-0.795806696,0.060561721,-1.061897467,-0.394101353,1,4,1,3
35020073,1297,-0.791203135,-0.740766578,-0.616190825,-0.326107576,1,2,2,3
35020075,612,0.092318206,-0.322540685,-0.468603102,-0.290202328,4,3,2,3
35020076,805,0.170660545,-0.753129335,1.594748324,-0.868528627,4,2,5,1
35020077,640,1.107243938,-0.225245251,2.727726498,-0.887236539,5,3,5,1
35020078,764,-0.317883918,-0.837851379,-0.035065124,-0.64840525,3,1,3,2
35020091,3165,-0.392414114,-0.890965127,-0.878970869,-0.178888809,3,1,1,3
35020092,924,-0.69739342,-0.894897929,0.705355623,-0.777582247,2,1,5,2
35020093,846,-0.511748113,-0.840350921,-0.064008771,-0.895229855,2,1,3,1
35020094,494,0.147971741,0.193459656,0.129524343,-0.581777959,4,4,4,2
35020095,490,0.740721732,0.163605087,0.899640605,-0.518222001,5,4,5,2
35020096,647,-0.564797836,-0.237252701,1.352313313,-1.14097006,2,3,5,1
35020097,458,-0.711866497,-0.139395214,-0.469355854,-1.025518255,2,3,2,1
35020098,427,-0.366017427,-0.388710598,1.037304091,-1.248890759,3,3,5,1
35020099,497,0.418217808,1.1282212,0.415076826,-0.849987088,4,5,4,1
35020100,594,0.179158189,0.007238751,1.097299674,-0.821307848,4,3,5,1
35020101,649,-0.210970137,-0.508731514,0.027472411,-0.853131658,3,2,3,1
35020102,722,-0.211194167,-0.044182053,1.246827916,-0.960990253,3,3,5,1
35020103,464,-0.29241134,0.035282519,-0.076702581,-0.97189918,3,4,3,1
35020104,733,0.047973881,0.669115512,0.347393458,-0.485646347,4,4,4,3
35020105,682,-0.453071411,-0.605564807,0.153182465,-1.015096762,3,2,4,1
35020106,778,-0.162729734,-0.58308128,-0.006471939,-1.008766925,3,2,3,1
35020107,601,-0.753175573,-0.177379906,-0.337419891,-0.629736023,2,3,2,2
35020108,1696,-0.026138045,-0.258705228,-0.442723057,-0.880242079,4,3,2,1
35020109,1223,-0.385939543,-0.564105719,0.455920951,-0.994106705,3,2,4,1
35020110,1038,-0.856669706,-0.654270157,-0.615379524,-0.718800568,1,2,2,2
35020111,772,-0.713157684,-0.169676227,-0.770392459,-0.681685144,2,3,1,2
35020112,743,-0.683464463,-0.634338889,-0.59406937,-0.901539824,2,2,2,1
35020113,556,-0.734584145,-0.768174333,-0.453460856,-0.863780266,2,2,2,1
35020114,536,-0.348847991,0.268042066,0.901640528,-1.331559973,3,4,5,1
35020115,444,-0.622080221,-0.231111699,-0.81712524,-0.882867324,2,3,1,1
35020116,859,-0.764191212,-1.088197586,-0.618741008,-0.649363215,2,1,2,2
35020117,662,-0.731195395,-1.069581585,-0.651672538,-0.65739292,2,1,2,2
35020118,527,-1.032889701,-0.849732196,-1.27038251,-0.667629215,1,1,1,2
35020119,544,-0.549980804,-0.927868989,0.108318764,-0.993377691,2,1,4,1
35020120,665,-0.739256269,-0.492485204,-0.713105803,-0.881450091,2,2,2,1
35020121,849,-0.362288095,-0.753364219,-0.718463445,-0.933649102,3,2,2,1
35020122,875,-0.852755452,-1.169088627,-0.650387187,-0.845093362,1,1,2,1
35020123,601,0.225536953,0.941847457,0.598745396,-0.850342461,4,5,5,1
35020124,593,-0.645573926,-0.230906625,-0.571764621,-0.94078214,2,3,2,1
35020125,440,-0.311970993,-0.159969837,-0.147936301,-0.826439858,3,3,3,1
35020126,529,-0.698194916,-0.550007626,-0.49054235,-1.035861864,2,2,2,1
35020127,614,-0.572590223,-0.316498328,0.203319476,-1.077687812,2,3,4,1
35020128,624,-0.857922423,-0.505304919,-0.296571794,-0.916050966,1,2,3,1
35020129,578,-0.75517188,-0.75368957,-0.318652962,-0.910387397,2,2,3,1
35020130,675,-0.748690041,-0.622459791,-0.992368191,-0.632332706,2,2,1,2
35020131,587,0.930728493,0.109914565,1.153149176,-1.209970217,5,4,5,1
35020132,577,0.329988313,-0.39610337,-0.220765186,-1.004851807,4,3,3,1
35020133,687,-0.840725573,-1.032072057,-0.080202817,-0.494771328,1,1,3,3
35020134,497,0.738650724,0.827315334,-0.426056074,-0.811560122,5,5,2,1
35020135,1200,-0.555763238,-0.874161638,-0.499463827,-0.646305829,2,1,2,2
35020136,652,-0.515265395,-0.085759842,-0.350945967,-0.970741314,2,3,2,1
35020137,477,0.041341211,-0.466381394,0.236032785,-1.121897848,4,2,4,1
35020138,568,-0.633780061,-0.18487893,-0.680585001,-1.045169862,2,3,2,1
35020139,696,-0.546601689,-0.784490747,-0.592938769,-0.969975356,2,2,2,1
35020140,606,-0.686034408,-0.577927453,-0.858536338,-0.679953675,2,2,1,2
35020141,1621,-0.331232677,-0.940102389,-0.708850343,-0.500049584,3,1,2,2
35020142,1979,-0.225165907,-0.941964323,-1.142784404,-0.67822976,3,1,1,2
35020143,550,-0.629045166,-0.712480331,-0.088139153,-1.201505734,2,2,3,1
35020144,806,-0.932010267,-0.628985568,-0.75243756,-0.430602635,1,2,1,3
35020145,425,-0.578260023,-1.560659205,-0.979081397,-0.829439891,2,1,1,1
35020146,872,-0.618654936,-0.712431712,-0.903506683,-0.345427718,2,2,1,3
35020147,497,-0.580443414,-0.89187075,-0.35774005,-0.733227742,2,1,2,2
35020148,543,0.814444752,0.685967923,-0.295159929,-0.612816145,5,5,3,2
35020150,812,0.294633507,-0.731938352,0.625454385,-0.795699012,4,2,5,2
35020151,789,0.188053228,-0.581527118,-0.675691601,-0.893385733,4,2,2,1
35020152,481,0.256566538,-0.600297972,-0.148371438,-0.744802789,4,2,3,2
35020153,555,-1.04357097,-0.990849947,-0.767281329,-0.205001598,1,1,1,3
35020154,535,-0.970385979,-0.503347957,-0.748179234,-0.680315681,1,2,1,2
35020155,857,0.000278426,-0.621212191,0.588752461,-0.455651902,4,2,5,3
35020156,445,-1.071420859,-0.913613421,-1.01603195,-0.424025175,1,1,1,3
35020157,602,-0.470660785,-0.374584055,-0.345448316,-0.582872534,3,3,2,2
35020158,552,-0.054236287,-0.393276367,-0.419378377,-0.755279579,4,3,2,2
35020159,486,-0.820686596,-1.04187068,-1.05430531,-0.617314635,1,1,1,2
35020160,1083,-0.802548208,-1.174739865,-0.983018148,-0.256590816,1,1,1,3
35020161,1045,-0.812589891,-1.09159352,-0.933398831,-0.403225012,1,1,1,3
35020162,579,-0.904163698,-0.818431311,-0.957718243,-1.056176326,1,1,1,1
35020163,532,-0.840230256,0.324097453,-0.498990793,-1.123743705,1,4,2,1
35020164,431,-0.99367321,-0.927153902,0.114859522,-0.313530462,1,1,4,3
35020165,550,-0.624778933,-0.583011641,-0.289335498,-0.731178111,2,2,3,2
35020166,528,-0.757191676,-0.80317846,-0.252010678,-1.064223816,2,1,3,1
35020167,491,-0.56612853,-0.684576626,-1.072239566,-0.958692,2,2,1,1
35020168,785,-1.079283206,-0.399713575,-0.83813323,-0.707998024,1,3,1,2
35020169,461,-0.555232305,-0.115617666,-0.401118703,-0.89785274,2,3,2,1
35020170,617,0.064814165,-0.051410347,0.034218747,-0.742822378,4,3,3,2
35020171,454,-0.12468052,-0.272069311,0.468697463,-1.195522122,3,3,4,1
35020172,510,-0.131757834,0.35683723,-0.262687699,-1.024548412,3,4,3,1
35020173,523,-0.397053257,-0.090157897,-0.370011358,-1.198336091,3,3,2,1
35020174,491,-0.389002048,0.198169806,-0.233234159,-0.961387289,3,4,3,1
35020175,734,-0.781820138,-0.372260711,0.048804839,-0.948652136,1,3,3,1
35020176,594,0.060378154,-0.039671825,1.066216404,-1.063121617,4,3,5,1
35020177,392,0.752095305,0.851156907,0.011598144,-0.817082019,5,5,3,1
35020178,410,0.448548827,-0.335942677,2.911302035,-1.037947521,4,3,5,1
35020179,419,0.358400841,0.232902632,-0.329291307,-0.922634659,4,4,2,1
35020180,515,-0.343176548,-0.893513589,0.232654505,-0.948679652,3,1,4,1
35020181,517,-0.591794846,-0.491853929,0.618792326,-1.001527511,2,2,5,1
35020182,612,-0.523571824,-0.371436229,0.763425544,-1.054828015,2,3,5,1
35020183,685,2.021063336,0.988989961,3.543881639,-0.823030778,5,5,5,1
35020184,566,1.770666824,1.504512721,3.210978452,-1.037797962,5,5,5,1
35020185,581,-0.100938371,3.778451842,-0.827042447,0.4450323,3,5,1,4
35020186,733,0.903210971,1.983569799,1.390612443,-1.266630085,5,5,5,1
35020187,482,1.743689069,2.657967409,1.406567557,-0.812861931,5,5,5,1
35020188,595,-0.093750503,0.338649965,0.49652577,-1.277470975,3,4,4,1
35020189,568,1.419453452,2.875775018,1.408422033,-1.082920081,5,5,5,1
35020190,555,1.311524193,1.95878051,1.576871889,-0.719291737,5,5,5,2
35020191,541,0.308746763,1.274561817,0.628236957,-0.605255243,4,5,5,2
35020192,656,0.514355275,1.693061742,-0.239324921,-0.499678356,4,5,3,2
35020193,534,0.27261894,-0.081992661,1.936290232,-1.322299735,4,3,5,1
35020194,553,-0.512040393,-0.28059338,1.198273628,-0.702392744,2,3,5,2
35020195,654,-0.40083759,-0.386696654,0.354175473,-1.069601094,3,3,4,1
35020196,672,0.069113483,0.0735259,0.609470812,-0.790744534,4,4,5,2
