Pop2006,Instability_DA06,Deprivation_DA06,Dependency_DA06,Ethniccon_DA06,Instability_q_DA06,Deprivation_q_DA06,Dependency_q_DA06,Ethniccon_q_DA06,PCODE3
770,-0.21291312006666666,-0.2568494146666666,0.23227696973333326,-0.4491149595333333,3,3,4,2,K9L
626,-0.655637808,-0.63546635325,-0.15169335787500002,-0.69248973925,2,2,3,2,L0A
534,0.08366995257142863,-0.04150735960714284,0.4785485533928572,-0.8401471544285714,3,3,4,2,L1A
564,-0.570224051076923,-0.5336801362307693,-0.08609021061538462,-0.7404177863076923,2,2,3,2,L0B
667,-0.49522735305263166,-0.36989405473684206,0.6349426086315789,-0.620117732,2,3,3,2,L1B
866,-1.0688612122173913,-0.7771592836521739,-0.8989724774782609,0.05283115073913044,1,2,2,4,L1M
549,0.23227438738823522,0.7270720188823527,-0.022594388376470573,-0.33897712069411756,4,4,3,3,L1J
648,-0.04316669593333332,-0.4871269751333333,0.43060930980000006,-0.7139980714,3,2,4,2,L9L
661,-0.7295779774444444,-0.6271956227777777,-0.23363203166666668,-0.6543810893333333,2,2,3,2,L0C
870,-0.31400122447058826,-0.6179395232352941,-0.31165322164705883,-0.5553782747647059,3,2,3,2,L9P
788,-0.46836348662162147,-0.46788682797297304,0.003542613513513524,-0.6487650114324324,2,2,3,2,L0L
655,-0.4468507100638298,-0.14898354765957444,0.012605632829787255,-0.5378007429574468,2,3,2,2,L9S
708,-0.3551121237857142,-0.05253149492857144,-0.34992481899999994,-0.7198146891428572,3,3,2,2,L0E
796,-0.2608331554722223,0.0881561912777778,-0.5123335450277777,-0.4813025733333334,3,3,2,2,L4P
878,-0.5365799394999999,-0.5880084930624998,-0.321364214625,-0.32806906362500005,2,2,3,3,L0G
956,-0.3369338821428572,-0.11919016011428571,-0.3868237936857144,-0.18886581382857145,3,3,2,3,L3Z
765,-0.4863501794705882,-0.4149188669411764,-0.17996584535294116,-0.49041466847058823,2,2,3,2,L0N
606,-0.5526913057500001,-0.5036804239166668,-0.23437939854166667,-0.5115530126666666,2,2,3,2,L9N
818,-0.5751630809999999,-0.9350814403529412,-0.30455925935294115,-0.21581561564705884,2,1,2,3,L7B
2189,-0.6182502221666667,-0.6461339787222222,-0.5719375608333332,0.8103796525,2,2,2,4,L4E
400,-0.2307901591666667,-0.5441594801666666,-0.24252288883333337,-0.5515715601666666,3,2,3,2,L1Y
1018,-0.654349229310345,-0.12371708536781614,0.24614472294252882,1.554427393310345,2,3,3,5,L3R
710,-0.4756025285000003,-0.3188543020744681,-0.3152937935425532,0.3962571702872339,2,3,2,4,L1V
805,-0.7734590793793104,-0.4088319926896552,-0.617836693862069,0.8106371836896551,2,2,2,4,L1X
3448,-0.6649556580000001,-0.6369776954545455,-0.5273760199090909,0.9626224136363636,2,2,2,4,L6B
844,-0.33779467592592594,-0.7082478828888888,0.1939124347407407,-0.35605491796296307,3,2,3,3,L4A
1395,-0.2866736528333333,-0.6185162966666666,-0.16406894233333333,0.47890285483333334,2,2,3,4,L0J
954,0.40528013445161293,0.8914339032903226,-0.10882513919354837,1.4746411616451611,4,4,3,5,M3J
1558,-1.1336306470000002,-0.3641442158958334,-0.6286980295000003,0.5642345839583333,1,3,2,4,L4H
1023,-0.7457151315238095,-0.3934418451190477,0.4030300445476189,-0.04199259015476192,2,3,4,3,L4L
673,-0.35180890771794865,-0.36162665751282047,0.4709652007692308,0.31386554084615387,2,2,4,4,L4W
644,-0.29513591339130435,-0.20078480856521744,0.43536843965217387,-0.8487319314782608,3,3,4,1,L0K
668,-0.1526762875,0.155522306875,0.8351261772499999,-1.079802151125,3,4,4,1,P0E
527,0.22342031397560966,0.49411318309756097,0.8428230502195121,-0.7161131197560976,4,4,4,2,L4R
571,-0.041691251962962965,0.2110062786666667,0.8716918457037037,-0.8197027028518521,3,4,4,2,L9M
806,-0.003095823791666665,0.051871828583333335,0.18444067650000004,-0.5564456760416667,3,3,3,2,L9R
1086,-0.12357208340909093,-0.5602853105454545,0.4533564250454544,-0.5723452150909092,3,2,3,2,L9J
1010,-0.49331959590476193,-0.3424809834285715,-0.43811859057142855,-0.6121866302380953,2,3,2,2,L0M
827,-0.07189458456000002,0.12243879712000001,1.52714454128,-0.7624335962800001,3,4,5,2,L9Z
632,0.3303264807575758,0.10934345980808069,-0.2547257927979798,-0.35450194242424254,4,3,2,3,L4M
662,0.30933898817500005,-0.04993368157499997,0.6597565316499999,-0.7587276258,4,3,4,2,L9Y
585,-0.6969253743333333,-0.05064275255555555,0.20311009555555554,-0.8079451746666667,2,3,4,2,N0C
633,-0.670701916894737,-0.8263983761052631,-0.3901324546842105,-0.5032621075263158,2,1,2,2,L7K
895,-0.6991560513999999,-0.5782685956999999,-0.2578246749333333,-0.13902356306666666,2,2,3,3,L7C
651,-0.28220854984507043,-0.33210378045070427,-0.45227287035211255,-0.4199523324084508,2,2,2,3,L9W
943,-0.16405379327272726,-0.13752913436363634,-0.07132104763636365,-0.4417678607272727,3,3,3,3,L9V
676,-0.75097610175,-0.4880471155833334,-0.30128067833333333,-0.23179750941666666,2,2,3,3,L0P
638,-0.5337112703333332,-0.6175892172083333,-0.5835242273055555,-0.37626039304166675,2,2,2,3,L7G
663,-0.4695291643571429,-0.5093004648999999,-0.12779504572857142,0.6009295083857145,2,2,3,4,L5L
527,-0.5719454634313725,-0.9132831206862743,-0.21526393200000002,0.4152286322352941,2,1,3,4,L6J
655,-0.6387341595344826,-0.20272961703448267,-0.48532908832758614,0.8528961857241381,2,3,2,4,L6Z
979,-1.1175199098630135,-0.10264816009589046,-1.0034529164657533,1.8011506837671232,1,3,1,5,L7A
671,-0.8794151235660378,-0.5127806700943395,-0.6315615602264152,-0.2590602919622642,2,2,2,3,L7E
622,-0.40874283321052635,-0.3882863155789473,-0.5327576683684211,-0.5361810721052632,3,2,2,2,L7J
801,-0.534172531978261,-0.6676538238913045,-0.06236182080434781,-0.6102829697826085,2,2,3,2,L0R
687,-0.5633703152249998,-0.9232189822500002,0.10347898157499999,-0.37955504105,2,1,3,3,L9G
600,-0.046889805298507475,-0.5482377210597016,0.27247366713432836,-0.48248392723880584,3,2,3,2,L9H
762,-0.2571274493214285,0.19442226617857145,0.1039784403928572,0.07283613364285714,3,3,3,3,L8E
628,0.12840582988679242,0.06320928007547172,0.8105025615849057,-0.4760838786981133,3,3,4,2,L8G
609,0.44898883905405407,0.497004093554054,0.4466497633918919,-0.43740841236486494,4,4,4,2,L1G
707,-0.6685717882222223,-0.39603939094444446,-0.3674250088611111,-0.17171610300000004,2,2,2,3,L8J
2783,-0.291575973,-1.248383592,-1.252430003,-0.115884189,3,1,1,3,L8B
596,-0.025341068279569928,-0.2601651368172043,-0.015259513129032313,-0.2607083519247312,3,3,3,3,L1N
769,-0.38046566956521743,-0.6349656130869565,0.7652543775652176,-0.7538853092608694,3,2,4,2,L0S
590,0.1646169827419354,0.2988242548709677,0.06139707732258064,-0.38745797670967747,4,4,3,3,L2V
616,0.0906007002068966,0.22500511884482766,0.48009176320689656,-0.535437078775862,3,3,4,2,L3C
821,-0.5142318078125,-0.11276680791666666,-0.3768349421458333,-0.14196124581249994,2,3,2,3,L1K
597,0.4618797337500001,1.1309447415227274,0.4570618786590909,-0.600935923431818,4,4,4,2,L3B
9559,-1.243389682,-0.387086475,-0.879511308,0.3313561,1,3,1,4,L0V
536,0.4937866711111114,0.9018405392361113,0.1560888241805555,-0.4348353370555556,4,4,3,3,L1H
748,-0.5348701261025641,-0.4446444019230769,-0.25682866794871795,-0.3974567983846155,2,2,2,3,L1E
751,-0.2785183057586207,-0.09982069887931033,-0.3830866931724138,-0.44272812334482764,3,3,2,3,L1C
892,-0.7717050127272728,-0.4681530995454546,-0.6835313182727274,0.3255074100909091,2,2,2,4,L1P
769,-0.7909830659259259,-0.5238363848148149,-0.7194625127407406,0.4741731553888889,2,2,2,4,L1R
1398,-0.868155996318182,-0.3790334743181818,-1.0498069027727273,1.2023449623181817,2,2,1,5,L1Z
593,-0.1746355917857143,-0.021078337628571437,-0.17068730388571435,0.06877600524285712,3,3,3,3,L1S
701,-0.8435139872424243,-0.2092156508333334,-0.7449323783333333,1.0175223660454547,2,3,2,5,L1T
674,-0.15416469116129033,-0.19493861790322584,-0.07306382335483873,-0.04765202648387097,3,3,3,3,L1W
574,-0.654550057,-0.9660096055,0.017264483999999997,0.483512802,2,2,3,4,L1L
569,0.0822329205172414,0.5672370045517241,0.5550418886896552,-0.6458359471379311,3,4,4,2,L2A
778,-0.058505204559523814,-0.22038664466666666,-0.22493803086904757,-0.12352878014285716,3,3,3,3,L3Y
564,0.6252879805869564,0.8790045231086957,0.3955762336304347,-0.38436657484782605,4,4,4,3,L2E
547,0.40544328873214275,0.7696416054642857,0.3350333089464285,-0.3959951594642857,4,4,4,3,L2G
554,0.06447585961290324,0.053167723032258106,0.6864611282580645,-0.5941739212903225,3,3,4,2,L2J
1393,-0.6155713939999999,-0.42923069364516137,-0.9719051337096775,0.4713832054516129,2,2,1,4,L3X
900,-0.22429748177777784,-0.5802693725714284,-0.3801349577777777,-0.010999631349206356,3,2,2,3,L4G
916,-0.35355886383333335,-0.22600951009999998,-0.005663751433333316,-0.23066583253333336,3,3,3,3,L2H
1248,-0.569719780875,-0.33730721681250003,0.20531819812500002,0.49031044099999993,2,3,3,4,L4K
1706,-0.8636975840754716,-0.4986332976226416,-0.43140195615094334,0.38915800584905663,1,2,2,4,L6A
773,-0.28407672214,-0.7629517160999998,0.11288824672000007,-0.015724904419999984,3,2,3,3,L6L
846,-0.6259569535087717,-0.774701058833333,-0.19892544589473682,0.6053389884298245,2,2,3,4,L4J
547,0.09340992449295776,0.15773874121126763,0.5706090099577464,-0.46059426849295776,3,3,4,2,L2M
570,0.875962548296296,0.37815534687037045,0.013524026166666656,-0.49720134637037045,4,3,3,2,L2R
770,-0.061652788261194025,-0.35098633243283595,-0.055618548231343254,0.9997499881194029,3,2,3,5,L4C
589,0.055561148339285764,-0.2775342239107143,0.748855006,-0.5294987666607144,3,3,4,2,L2N
773,-0.31976148235802454,-0.6614334175185183,0.16400799382716055,0.8747435451481481,2,2,3,4,L3T
1114,-0.6347054564342107,-0.5683269857499998,0.1266744615657895,0.6345588697763158,2,2,3,4,L3P
630,0.39524472167999997,0.6049836634800001,0.04925573580000002,-0.32690229752000005,4,4,3,3,L2P
676,-0.6466873438571428,-0.6109058852321428,-0.005398747196428568,1.5754126082857147,2,2,3,5,L4B
1636,-0.6795401463913044,-0.6249421864347826,-0.3727872724782608,1.4276781837391304,2,2,2,5,L4S
641,0.15880960791176466,0.15739283120588224,0.0329190051176471,-0.18005291682352942,3,3,3,3,L2S
909,-0.12234000774999998,-0.11619777325,0.22031287100000002,0.24408691274999997,3,2,3,4,L2W
1287,-0.8596795759400001,-0.43135974696000007,-0.4228326343000001,1.56971407932,2,2,2,5,L6C
564,0.3882840581052632,-0.028574943578947357,0.5118155117894737,-0.167937569368421,4,3,4,3,L2T
4090,2.008345147,-0.4165221315,-0.343459591,2.2827317555,5,2,2,5,L6G
1110,-0.9996871827540985,0.4251240138360656,-0.09255626145901637,2.0055156124590168,1,4,3,5,L3S
550,0.20519422749999996,0.6255118507999998,0.8156389346999998,-0.8320310215333334,4,4,5,2,L3K
720,-0.3210033601111111,-0.6107638591944445,0.22716441869444445,-0.5715278036388889,3,2,3,2,L3M
1924,-0.881712433631579,-0.4331129533684211,0.15991640005263152,1.6878547154210526,1,2,2,5,L6E
522,0.3759492726351352,0.49832584348648634,0.5381394288513515,-0.641361481972973,4,4,4,2,L3V
731,-0.4848588145520835,0.7705456968437497,-0.19382030658333335,1.7253324273125,2,4,3,5,M1B
1003,-1.160044566,0.3308453681176471,-0.4808322165294117,1.8738068133529406,1,4,2,5,M1X
811,-0.24302711206451616,0.5372602298225808,0.6582372884516131,1.670090529709678,3,4,4,5,M1S
768,-0.5716780801466667,0.9236683285599997,0.4430012995066666,2.1037036613733333,2,5,4,5,M1V
646,-0.2145005136785714,-0.5431714337857143,0.1861375448928571,0.7640741240000003,2,2,3,4,M3B
890,0.13187248497999998,0.46959499398000015,0.5017150770400002,1.42699821324,3,4,4,5,M1T
794,-0.24955716355555546,0.431361624,0.44753846159722244,1.568869684472222,3,4,4,5,M1W
699,0.011855742500000007,0.03084399050000001,0.4291282664249999,1.6007309605500002,3,3,4,5,M2H
853,0.34088285649999994,-0.07632119369117646,0.1730071512647059,1.6337648448529412,4,3,3,5,M2J
884,0.5240183686000001,-0.6943271164000001,0.3077750455666667,1.3656774096666664,4,2,4,5,M2K
961,0.7805635110434787,-0.5155549975869564,-0.2085551207282608,1.5859334776195655,4,2,3,5,M2N
678,-0.2877187086153846,-0.7484197510384614,0.04861945496153847,0.9707030189230772,3,2,3,4,M2L
684,0.32307465684905656,0.1370453463773585,-0.2419732270754717,0.9007061236226415,3,3,3,4,M3A
656,0.16002713993846154,0.4788011740153846,-0.02709190755384616,1.011021693476923,3,4,3,5,M1R
898,0.6982973936666665,0.3107092174583333,0.1587752424166667,1.0393896862916667,4,3,3,4,M4A
665,0.3432178613064516,-0.4966890840967741,-0.5507426342580645,-0.06942872532258064,4,2,2,3,M6S
864,0.46085255432692296,0.8083667219807693,-0.16981349303846158,1.1918656470961542,4,4,3,5,M1L
694,0.3269179086111111,0.3258477172777778,-0.24724794230555552,0.4340550060555555,4,3,3,4,M4B
732,0.4327518866621622,-0.03039689506756757,-0.4741534985000002,0.20185494186486486,4,3,2,3,M4C
1210,0.7095164647714284,0.7218603748571427,-0.017462429314285734,1.6349125925142858,4,3,3,4,M3C
2208,1.1357128521818183,0.6809410388181818,-0.28095966663636357,2.0779313234545453,5,4,3,5,M4H
614,0.36213315232835824,-0.10012972370149252,-0.2550054913432837,0.06641525659701494,4,3,2,4,M4J
616,0.23552859844000007,0.11272740494000003,-0.15497627866000002,0.10228114832000003,4,3,3,3,M1N
627,0.5509687973584905,-0.41561974111320765,-0.5709949336981132,-0.21338509492452837,4,2,2,3,M4E
706,-0.016035377486486483,0.5913241797297297,0.04425808432432433,0.8061746584324321,3,4,3,4,M1E
765,-0.170347417659091,0.9914281645000002,0.06765174606818185,1.5573551325,3,4,3,5,M1G
927,-0.17913456643243242,0.521136264108108,0.05990539654054056,1.4229649954324324,3,4,3,5,M1H
900,0.17182064771153843,0.6886026118461538,0.058994074230769224,1.4150823696153847,4,4,3,5,M1J
851,0.16750647392753618,0.8663019390434783,-0.17091829392753624,1.3828401631159422,4,4,3,5,M1K
674,0.07418741209302328,0.3513417458837209,-0.033589208651162786,0.584625680511628,3,3,3,4,M1M
852,0.27732039675409836,0.5648953154918032,0.08639386090163935,1.3574867197049183,4,4,3,5,M1P
806,2.328444733756098,-0.5865062525365854,-0.4278588673902438,0.5850069126829267,5,2,2,4,M5S
572,0.7045239030746269,-0.11528237216417912,-0.7117530079402987,0.040611463268656715,4,3,2,4,M4L
1019,1.9004975716153845,-0.494218991076923,-0.5202614586923079,0.46377513869230774,5,2,2,4,M5C
1189,2.467721853772727,-0.2917414839545455,-0.5052573784545455,0.7436164238636365,5,3,2,4,M5B
612,0.8315072669565218,-0.01049432813043476,-0.5958972238478263,0.351021376152174,4,3,2,4,M4M
628,0.7861531335138889,-0.2715870269166667,-0.41842431568055555,-0.021354490305555567,4,3,2,3,M4K
740,0.05573652909090909,-0.8077429384090913,-0.4493762394772727,0.06245856256818181,3,2,2,3,M4G
839,1.4333960597272726,-1.0772748316666665,0.19447695751515148,0.0940922266969697,4,1,3,3,M4W
1060,1.5669012996756753,-0.6622478612162161,-0.452909737054054,0.419090221081081,4,2,2,4,M4P
1168,2.2701630231818184,-0.11897582836363646,-0.498343410590909,0.5989857723636363,5,3,2,4,M4X
1033,2.9113061816756756,-0.5393934911621622,-0.5837916025675676,0.759007289918919,5,2,2,4,M4Y
926,2.150450695403509,0.5492221738771927,-0.4865200418596491,0.5856053696315789,5,3,2,4,M5A
1694,2.0253491208000005,-0.9120532208000001,-0.3022112845,0.5228745096,5,2,2,4,M5E
1236,2.0943882392222224,-0.3640830772222222,-0.6717759778888889,0.7142650227777777,5,3,2,4,M5H
1531,2.1567680953953485,-0.636033361255814,-0.8309789644186044,0.5695796483255813,5,2,2,4,M5V
642,1.300744542382353,-0.31138843467647065,-0.5993182078088235,0.14890670435294126,5,3,2,4,M6J
705,0.3968772444482757,-0.36243717356896554,-0.3983034886551723,0.7995297912413794,4,3,2,4,M3H
1407,2.547750794916667,-0.3409827685,-0.6736229928333333,1.1698575227499999,5,2,2,5,M5G
1672,1.6667813949444445,-0.7596295974444446,-0.16964526822222217,0.29432142816666673,5,2,3,4,M5J
1680,2.4484474935,-1.6151077235,-0.726037162,0.3363010415,5,1,2,4,M5K
1242,2.525578192,-1.800800174,-0.830528591,0.638886033,5,1,1,4,M5L
944,2.332697295,0.42837599700000006,-0.681994545,1.0316828845000001,5,3,2,4,M5X
1576,2.5249720510606055,-0.6899683376060608,-0.2680023755757576,1.084408470151515,5,2,2,4,M7A
647,2.021686917538461,0.6624698134358973,-0.31847566161538465,1.0341453466153845,5,4,2,5,M5T
779,0.5537868033061224,-0.3343609886734694,-0.15878587940816322,0.013073391938775523,4,3,3,3,M8Y
755,0.31386207414000006,-0.27320273468,0.35013379184000004,1.5018750616400005,4,3,4,5,M2M
606,-0.06950524023163847,-0.013783211107344625,-0.5176400068531072,-0.1930893267966101,3,3,2,3,L4N
746,0.33250314324242414,-0.44399093227272723,-0.021505839121212143,-0.1064075717575757,4,2,3,3,M8Z
543,1.1301909878461538,-0.202614064576923,-0.45977684623076914,0.016150081576923075,5,3,2,4,M6G
528,1.0137519575555556,0.2006536975050506,-0.5846814302424244,0.23898146348484847,5,4,2,4,M6H
919,1.9991926548888883,0.19230254893650797,-0.7010579897460315,0.45199044209523803,5,3,2,4,M6K
688,-0.21166181218867924,-0.40914700200000004,-0.06521875533962267,0.07928428232075475,3,2,3,3,M9B
711,0.9747639010769233,-0.4748105554307692,-0.6066522730307694,-0.003996597615384602,4,2,2,3,M6P
613,1.200114208857143,-0.4102634711020409,-0.8118025764489795,-0.13940921467346934,5,2,1,3,M6R
693,1.9365968220980394,-0.8331855502156864,-0.3391895715490194,-0.09356298970588238,5,2,2,3,M5R
600,1.0087636507391304,-0.9278322990434786,-0.20445426352173926,0.08274368671739134,4,1,2,4,M5P
608,0.7105928445789474,-0.18533568829824562,-0.5817931772280702,0.3526416561929824,4,3,2,4,M6C
552,0.45413982861702135,0.6182002303085105,-0.26615793985106373,0.6316389183085106,4,4,3,4,M6E
732,1.2755074639666666,-1.0695875105,0.009866420400000023,-0.17944032463333331,4,1,3,3,M4V
839,0.6750155109069768,1.0873019285348837,-0.373687009860465,1.0162658497906976,4,4,2,4,M9N
