Pop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16,PCODE3
905,-0.36941973657237565,0.0005358803193370185,0.46314815931823206,-1.1963233109977902,2,4,4,1,K0B
457,-0.47718923,0.053000097,0.227839327,-1.263003133,2,4,4,1,K0C
