TotalPop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16,PCODE3,2016_standard_derivation.SD_Instability_DA16,2016_standard_derivation.SD_Deprivation_DA16,2016_standard_derivation.SD_Dependency_DA16,2016_standard_derivation.SD_Ethniccon_DA16,2016_standard_derivation.SD_Instability_q_DA16,2016_standard_derivation.SD_Deprivation_q_DA16,2016_standard_derivation.SD_Dependency_q_DA16,2016_standard_derivation.SD_Ethniccon_q_DA16,2016_standard_derivation.PCODE3,2016_standard_derivation.count
14849,-0.39488605,-0.542259196,-0.009937851,-0.81985171,2.446696747,2.200821604,3.047275911,1.574786181,N4X,0.519212455,0.320083195,0.807473951,0.254570247,1.230133128,0.875897121,1.358882205,0.692934867,N4X,28
4262,0.046789247,-0.151282842,-0.122874963,-0.387434886,3.400046926,3.176208353,3.047630221,2.819099015,N4Z,0.559729627,0.369740809,0.403312301,0.17940532,0.957427108,0.5,0.957427108,0.5,N4Z,4
33457,0.273441152,-0.199572046,0.110954505,-0.69511487,3.713811758,2.919060286,3.283677556,1.828137609,N5A,0.719833759,0.511478328,0.947046724,0.265442473,1.010993988,1.060660172,1.264036833,0.784631288,N5A,49
19783,-0.361919882,-0.271767301,-0.304016166,-0.753725,2.596067331,2.615477936,2.412980842,1.698680685,N5C,0.560100271,0.709284232,0.493184586,0.218945176,1.184187,1.381736372,1.106407669,0.556053417,N5C,30
20766,-0.731558184,0.514907888,-0.119910315,-0.390208328,1.962101512,3.972647597,2.938023693,2.668207647,N5H,0.642803758,0.873830821,0.579843867,0.377383021,1.163159996,1.10992467,1.327156561,0.905631309,N5H,35
5107,-0.270139171,-0.576882211,0.593468563,-1.046691705,2.720383787,2.122772665,4.027021735,1,N5L,0.457718612,0.353436612,0.75472406,0.111688813,1.092906421,1.054092553,1,0,N5L,9
29833,-0.168669231,-0.066850493,-0.033360161,-0.626549291,2.732779137,2.56933597,3.107431368,2.159454296,N5P,0.875951533,1.129343171,0.499987383,0.276750006,1.344537708,1.501837821,1.205870272,0.820752891,N5P,42
28251,0.010921356,0.098600978,0.272283473,-0.625478281,3.150861916,3.100244239,3.549715054,2.167887862,N5R,0.746543987,0.945517951,0.914775504,0.316219075,1.195118037,1.38112022,1.245157131,0.820640304,N5R,47
34529,0.05536149,0.743455505,-0.360669546,-0.089611842,3.295983087,3.960757624,2.444322164,3.220828868,N5V,0.768034325,1.083557397,0.592524141,0.552034043,1.346116665,1.259798687,1.282717197,1.1247389,N5V,57
26768,0.765204859,0.746881609,-0.07080599,-0.461267076,4.109683204,4.146219366,2.999066049,2.365062762,N5W,0.901561007,0.942302312,0.720987925,0.452264381,1.00508511,1.074116144,1.37484402,1.064212864,N5W,51
38732,-0.2271779,-0.725374111,-0.177398701,0.298954243,2.586930703,1.666425695,2.711298151,3.861096768,N5X,1.033254901,0.577185048,0.913950464,0.674159324,1.356106334,1.067250856,1.464623484,1.199085017,N5X,41
42613,0.803774429,0.692750784,-0.313648986,0.294907085,3.95822871,3.5468519,2.441086054,3.465679487,N5Y,1.011191983,1.164414858,0.601060967,0.821987047,1.215074703,1.402184796,1.283357099,1.174054046,N5Y,58
24709,0.495443395,1.127650731,-0.16509223,-0.171483414,3.994819701,4.429357724,2.896313084,3.008863167,N5Z,0.677090752,1.109469394,0.420944838,0.592300402,1.007521078,1.085219032,1.040693506,1.110607706,N5Z,42
19030,2.099391833,-0.072267887,0.024801613,-0.275686626,4.642354178,2.599894903,2.965790857,2.830057803,N6A,1.375891952,1.228037232,0.854133267,0.474803981,0.777844468,1.535572595,1.493965452,0.994100243,N6A,35
12477,2.765897108,0.241087945,-0.219058282,-0.309506106,5,3.076861425,2.664582832,2.885308969,N6B,0.632939973,1.398341302,0.57702805,0.25256413,0,1.627150592,1.27054544,0.700340053,N6B,21
32813,0.700062558,-0.16974106,-0.18137866,-0.514422928,3.870600067,2.943284674,2.643586383,2.205101637,N6C,1.099342285,0.6287596,0.69400652,0.459374732,1.181117828,1.288062366,1.300100047,1.023617064,N6C,58
32101,-0.039682092,0.486401301,-0.086466775,0.362010301,3.029594094,3.728045855,2.986978599,3.89395969,N6E,0.81797586,0.941092522,0.570905693,0.86690739,1.186393887,1.135845044,1.183122359,1.089565937,N6E,43
46624,-0.073136013,-0.487764456,-0.356122112,0.488144013,3.10153569,2.126458476,2.322087337,3.96426733,N6G,1.082164635,1.040358137,0.890199488,0.924185157,1.244436093,1.475489144,1.335569001,0.976130211,N6G,53
56535,0.581977534,-0.356006734,-0.01157439,0.435705744,3.395719466,2.470823384,2.660864951,3.759317237,N6H,1.469378359,0.976065436,1.121443215,0.891748532,1.469144958,1.454752987,1.523246709,1.322157527,N6H,59
31202,0.871895762,0.349096585,0.283152392,-0.112474254,4.174411897,3.804820204,3.567591821,3.030607012,N6J,1.017775912,0.7218646,0.846592434,0.562655876,1.334450657,1.117102768,1.309256874,1.099995795,N6J,47
37749,-0.029640712,-0.532424014,0.284196597,-0.104509018,2.858486318,2.125460277,3.268987258,3.022013828,N6K,1.010380041,0.76535906,1.161016744,0.726783989,1.578158552,1.404884799,1.35416625,1.108262944,N6K,56
4649,0.230296125,-0.611037277,0.029979027,-0.011286923,3.832221983,2.074209507,3.167778017,3.590234459,N6L,0.325224406,0.200570689,0.076160855,0.568619579,0.577350269,0.577350269,0.577350269,1.527525232,N6L,3
8226,-0.780154385,-0.648701183,-0.465026795,-0.178199309,1.826404085,1.752370532,2.148674933,3.088621444,N6M,0.410533548,0.343590468,0.757163711,0.607384516,0.99620492,0.852802865,1.381698559,1.370688834,N6M,12
1669,0.259424894,0.490877687,0.663329345,-0.416980173,3.594367885,3.98981426,4.793289395,2.58657879,N6N,0.527996526,0.899986636,0.390060139,0.365386893,0.577350269,1.527525232,0.577350269,1.154700538,N6N,3
13607,-0.194411669,-0.95740874,-0.155560674,-0.201620889,2.845741163,1.407584332,2.699860366,3.042772103,N6P,0.443677609,0.385966875,0.350995263,0.348895136,1.012739367,0.506369684,0.987096234,0.960768923,N6P,13
14482,-0.058368591,-0.324813968,0.887834408,-0.938220475,3.247686784,2.732081204,4.100676702,1.296575059,N7A,0.612515877,0.575750932,1.173097753,0.257029477,1.235756285,1.235756285,1.224744871,0.541390292,N7A,29
22592,-0.342860647,-0.212436803,0.130469883,-0.729403628,2.5804267,2.805285057,3.173734065,1.767528329,N7G,0.669162089,0.697641531,0.810574231,0.258695882,1.380532261,1.213617822,1.186860511,0.766115166,N7G,43
25713,0.310630549,0.413008223,0.653741915,-0.576650182,3.330999883,3.574378719,3.786489324,2.197254307,N7L,0.9815836,1.105126265,1.958129248,0.349811948,1.332304877,1.449187751,1.214928907,0.891420158,N7L,53
36950,0.012098693,0.466661078,0.524492544,-0.656422633,3.087902571,3.491989175,3.71120433,2.011556157,N7M,0.834186162,1.2544027,1.543371623,0.404376274,1.304807239,1.462993806,1.120336337,0.8869794,N7M,96
29357,-0.116242599,-0.204948589,0.240990427,-0.455252517,2.953878121,2.667098137,3.641925265,2.571924924,N7S,0.775836389,1.06545129,0.67720211,0.332825263,1.288556308,1.475161221,1.059547785,0.981306763,N7S,54
30982,0.738826466,0.664995471,0.616684443,-0.643090379,4.003711833,3.664934478,3.627041508,2.006423084,N7T,1.033826805,1.303837202,1.337564053,0.414601418,0.981610576,1.545816297,1.157144352,0.9363953,N7T,60
12650,0.195142676,-0.300355335,0.978238684,-0.770320448,3.503399209,2.668142292,4.433043478,1.614624506,N7V,0.777674825,0.672751666,0.957111507,0.219697604,0.962635272,1.061445555,0.907377173,0.7,N7V,25
2631,0.036275784,-1.029958381,3.129082662,-0.975433733,4,1.177879133,4.803116686,1.656784493,N7W,0.102283034,0.366807218,2.801665498,0.477980659,0,0.5,0.5,1,N7W,4
1702,-0.539471223,-1.100586475,0.872034486,-0.885586313,2.284371328,1,4.673325499,1.326674501,N7X,0.182014652,0.099612045,0.570216942,0.278148744,0.577350269,0,0.577350269,0.577350269,N7X,3
17151,-0.094168546,0.472464486,0.616186662,-0.832729817,3.218587837,3.691563174,4.172817911,1.668007696,N8A,0.678180196,1.085741773,0.762606409,0.426217024,1.106911254,1.339757252,0.960324019,0.809039835,N8A,45
31286,-0.388989943,0.659155492,0.360005368,-0.329002509,2.573195679,4.108738733,3.629546762,2.80812504,N8H,0.710135251,0.836910217,0.837138267,0.457478605,1.341704166,1,1.101560427,0.957427108,N8H,49
20089,-0.399894738,-0.316344482,0.099557379,-0.825354667,2.519090049,2.63641794,3.422071781,1.544725969,N8M,0.586503683,0.570455427,0.663395498,0.304438123,1.202113039,1.266557013,1.406828585,0.832575413,N8M,33
35785,-0.45951273,-0.52352892,0.070406678,-0.338709137,2.207656839,2.133603465,3.130417773,2.619281822,N8N,0.724173133,0.717171135,0.765533006,0.484361801,1.415322315,1.354151207,1.274177936,1.155040106,N8N,51
14015,-0.350799231,-0.547789796,0.555846702,-0.247261405,2.693043168,2.00941848,3.822689975,3.025258651,N8P,0.793470116,0.279153434,1.628921271,0.440788827,1.483239697,0.707106781,1.516575089,1.140175425,N8P,5
12691,-0.49889563,-0.052949225,0.127173858,0.069857087,2.205263573,3.218816484,3.492868962,3.473957923,N8R,0.587471528,0.535389063,0.607280515,0.503249338,1.082125534,1.077113346,1.135800726,0.84771146,N8R,22
22251,0.68209585,0.026131447,0.755831616,-0.571393152,4.002651566,3.240932992,3.987596063,2.140622893,N8S,1.020766367,0.68075046,1.009565898,0.359454665,1.014071043,1.196034834,0.97194103,0.950885659,N8S,39
19471,0.460473911,1.434422946,0.416054363,0.310187433,3.701812953,4.307842432,3.663704997,3.253505213,N8T,0.957808076,1.500280911,1.16905796,1.181061644,1.312636992,1.024695077,1.327068616,1.380993431,N8T,36
714,-0.330057152,-0.290811959,0.692719521,-0.814619888,3,3,5,1,N8V,0,0,0,0,0,0,0,0,N8V,1
27723,-0.10114241,0.306774206,-0.111348586,-0.175187181,3.117267251,3.718212315,2.994408974,2.854597266,N8W,0.500127032,0.715789925,0.476023037,0.623185948,0.974703162,1.040795967,1.087733302,1.266153717,N8W,47
23349,0.510645217,1.003342723,-0.151195825,0.182205738,3.688894599,4.516039231,2.889631248,3.560880552,N8X,0.897824853,0.66866504,0.496132479,0.649120726,1.019923479,0.633418907,1.047645444,1.048227307,N8X,41
20980,0.991711024,0.932486308,0.283272541,-0.333114022,4.421591992,4.358817922,2.990943756,2.5042898,N8Y,0.855420644,0.964730824,1.147789861,0.677720262,0.53289035,0.914459914,1.353791939,1.25426103,N8Y,42
45096,0.701219711,1.026888143,0.308299619,0.812332582,3.64344953,3.87238336,3.2762551,4.119101472,N9A,1.286347386,1.523991168,1.127069227,1.14253127,1.237841772,1.200150141,1.325427009,1.034190287,N9A,75
21774,0.336712863,1.168633237,-0.09968265,1.326165079,3.106732801,4.325250299,2.667401488,4.520345366,N9B,1.393833267,0.979607455,1.103514496,1.105509666,1.467043879,0.644455259,1.218142425,0.901946819,N9B,32
15898,0.657217542,1.430073349,0.027138825,1.113007961,3.670147188,4.258397283,3.318719336,4.199521952,N9C,1.324501745,1.521623783,0.531599849,1.458318837,1.006301982,0.82000841,1.224275531,1.184672223,N9C,30
26091,-0.635407024,-0.249544103,0.063434821,0.397974946,2.046874401,2.836227051,3.340615538,3.704495803,N9E,0.40326302,0.452638735,0.536291239,0.785805623,1.005988077,0.958602587,1.057647682,1.242394279,N9E,37
20536,-0.585092797,-0.516751723,0.12003859,0.63557743,1.916488118,2.18294702,2.9040709,4.056680951,N9G,0.876742931,0.404219815,1.064409076,0.884322496,1.163548948,0.958363991,1.611974422,1.096147098,N9G,26
11104,-0.528040834,-0.636723152,0.230548476,-0.162446705,2.117795389,1.930925793,3.409402017,3.267201009,N9H,0.723009818,0.398354278,1.106626016,0.419226684,1.278274981,0.985184366,1.339446769,0.998364676,N9H,18
20710,-0.682726919,-0.76717875,-0.434305897,-0.385469241,1.854514727,1.611298889,2.222790922,2.691308547,N9J,0.435671968,0.323183742,0.720367888,0.382309217,1.058452104,0.853325256,1.481014731,1.049997878,N9J,34
4228,-0.929364279,-0.784086504,-0.240193083,-0.053095681,1.267975402,1.745979186,2.311967833,3.478003784,N9K,0.233046113,0.131983985,0.635438106,0.379082031,0.577350269,0.577350269,1.527525232,0.577350269,N9K,3
23319,-0.395598223,-0.416745981,0.106149448,-0.662032138,2.389510699,2.370041597,3.131051932,1.921394571,N9V,0.718205109,0.721102355,0.882047057,0.292828289,1.166329236,1.315330554,1.260315065,0.832860865,N9V,39
18844,-0.420644527,-0.234095144,0.41220863,-0.737079758,2.547123753,2.808161749,4.073498196,1.815803439,N9Y,0.543133283,0.565404176,0.510622455,0.263331638,1.114524671,1.154700538,1.018350154,0.712125345,N9Y,27
22070,-0.214455735,0.366524868,1.160524937,-1.074328175,3.080108745,3.761259628,4.680063435,1.109243317,P0A,0.304838535,0.873729961,0.711017842,0.242454728,0.676895969,0.968733023,0.604378142,0.395238795,P0A,42
20640,-0.21791165,-0.333804346,0.573119991,-1.037183551,3.021753876,2.746802326,4.125193798,1.16245155,P0B,0.448077902,0.419859181,0.739484908,0.24552897,1.03975049,0.956002226,0.923842554,0.436590958,P0B,38
8066,-0.205900074,-0.318975069,1.211268877,-1.150708928,3.014753285,2.573890404,4.844160674,1,P0C,0.210379949,0.665056933,0.610127505,0.182691179,0.615727926,1.157868447,0.36313652,0,P0C,14
8690,-0.309076995,0.062239751,0.692634874,-1.077168863,2.757882624,3.595512083,4.241311853,1.070195627,P0E,0.247879274,0.389089019,0.759896273,0.21388609,0.578934224,0.646206173,0.825420306,0.267261242,P0E,14
5294,-0.330544913,-0.256028457,1.481010856,-1.219034841,2.930676237,2.79618436,4.770306007,1,P0G,0.248247516,0.593420677,0.882501657,0.234829809,0.603022689,1.288057029,0.577350269,0,P0G,12
35863,-0.379986426,0.174526742,0.586376214,-0.925768825,2.611214901,3.478236623,4.19331902,1.243593676,P0H,0.356565677,0.804679719,0.773801427,0.198502631,0.889544022,1.228813188,1.00527947,0.470548199,P0H,58
20764,-0.135695041,0.377216512,0.572676836,-0.948329977,3.035349644,3.784241957,4.230398767,1.282508187,P0J,0.593073443,0.699132895,0.624623015,0.228318459,1.171138114,1.001848186,0.904241824,0.488233646,P0J,44
12752,-0.184986557,0.479339287,0.734961061,-1.009070791,3.041954203,4.024623588,4.551442911,1.131351945,P0K,0.406391743,0.563554769,0.505252893,0.254529072,0.840634681,0.971253486,0.65064071,0.331662479,P0K,25
16811,-0.060262266,0.442123603,0.356190603,-0.979089572,3.173874249,3.987508179,3.573553031,1.31693534,P0L,0.698879311,0.603659831,0.89712195,0.303928278,1.023400452,1.015038438,1.286585804,0.501890366,P0L,33
60299,-0.236654029,0.030779197,0.226325593,-0.853168229,2.99245427,3.254332576,3.618550888,1.526708569,P0M,0.508994395,0.670530404,0.637178597,0.316695507,1.013722132,1.168057246,1.111921951,0.763171618,P0M,104
12042,-0.2609809,0.010072851,-0.136793129,-0.873998726,2.812406577,3.288739412,2.890881913,1.375269889,P0N,0.605919086,0.560855654,0.661770831,0.237343731,1.0900971,0.994574024,1.341963413,0.567900363,P0N,22
14230,-0.22794933,0.382664021,1.116343207,-1.075369334,2.940056219,3.883345046,4.685945186,1.101475755,P0P,0.319627709,0.785754238,0.687549208,0.210078573,0.731083277,1.046928418,0.603764871,0.309934047,P0P,29
13239,-0.260687804,0.367374185,1.13988309,-1.090338611,2.839791525,3.914495052,4.724072815,1.143741974,P0R,0.445996449,0.748290336,0.637791542,0.30203636,1.016782255,1.148242805,0.429668924,0.325812594,P0R,26
11501,-0.33192649,0.157244512,0.437789641,-1.046966541,2.80419094,3.507434136,4.079036606,1.165463873,P0S,0.420640265,0.624573118,0.590140684,0.345714875,0.984731928,1.135800726,0.811177328,0.394771017,P0S,22
23615,-0.390749292,0.171430346,0.480137161,-1.033516837,2.60724116,3.480880796,4.110438281,1.253609994,P0T,0.373528804,0.79117253,0.596113799,0.295052109,0.976130211,1.228294864,0.981690139,0.515366202,P0T,53
11466,-0.282922799,0.103699204,-0.111166374,-1.013400366,2.86237572,3.298796442,2.876504448,1.2718472,P0V,0.326075696,0.883504159,0.780731924,0.291802226,0.833897245,1.240967365,1.354195759,0.5144078,P0V,26
5694,-0.55145014,-0.062574668,0.508386185,-0.987362272,2.171759747,3.285739375,3.817175975,1.165788549,P0W,0.438515149,0.614738716,0.79238289,0.417130595,1.050902281,1.157868447,1.141138818,0.36313652,P0W,14
4572,-0.316238617,-0.18349893,1.267072937,-1.146703923,2.70144357,3.121172353,4.677384077,1.097331584,P0X,0.335866206,0.575766238,0.691792584,0.227078191,0.833333333,1.269295518,0.707106781,0.333333333,P0X,9
456,-0.208126529,0.797348514,1.34958038,-1.459619086,3,5,5,1,P0Y,0,0,0,0,0,0,0,0,P0Y,1
17575,0.284016531,0.41873051,0.373100957,-0.583235625,3.674139403,3.672147937,3.325348506,2.091948791,P1A,0.943980152,1.003297099,1.191011207,0.46169146,1.118880664,1.301950751,1.438117456,1.103541132,P1A,33
36667,0.501029163,0.362890011,0.252180789,-0.628582176,3.838056018,3.642157799,3.322087981,1.997381842,P1B,0.953219347,1.01571082,0.938810182,0.344076586,1.131339727,1.317689922,1.257761506,0.910618115,P1B,72
5816,-0.69835602,-0.976379609,-0.184970337,-0.549765988,1.71698762,1.48366575,2.800034388,2.249312242,P1C,0.203993106,0.404664987,0.456788338,0.356509679,0.666666667,0.866025404,1.224744871,1.054092553,P1C,9
21713,-0.10166154,-0.203320125,0.60676777,-0.884558582,3.248284438,2.963800488,4.204025238,1.398747294,P1H,0.513315555,0.668207093,0.708711571,0.2162695,1.109431291,1.14111307,0.808268323,0.493270218,P1H,34
18550,-0.076606186,-0.228306686,0.535007153,-0.910518321,3.197843666,2.921132075,4.022803235,1.323342318,P1L,0.590722062,0.545280517,0.669786891,0.217501471,1.222548018,1.016001016,0.948116412,0.475190963,P1L,31
15199,0.029664444,0.135893728,0.968679417,-0.924510027,3.374037766,3.286005658,4.51358642,1.3779196,P1P,0.596126182,0.895718189,1.003841524,0.343095855,0.989172148,1.129329277,0.646886032,0.757526339,P1P,26
16015,0.058189929,0.067874087,0.927765234,-0.961189681,3.33075242,3.293662192,4.497596004,1.307087106,P2A,0.697568428,0.754160358,0.710180815,0.258618327,1.207529742,1.203443336,0.737790604,0.603764871,P2A,29
10543,0.120907225,0.692488339,0.982576979,-0.771096471,3.448828607,4.166650858,4.49027791,1.597363179,P2B,0.78832219,0.859518436,1.36726119,0.250628761,1.264911064,0.774596669,0.516397779,0.718795288,P2B,16
8094,0.596108609,0.755446636,0.452575323,-1.02246178,4.177044724,4.074252533,4.278354337,1.056585125,P2N,0.730432891,0.81040784,0.378824232,0.166451072,0.676123404,1.060098827,0.703731551,0.25819889,P2N,15
26056,0.323339829,0.287070201,0.392927139,-0.482701242,3.787496162,3.464729813,3.621123733,2.354198649,P3A,0.76369274,1.064449046,0.906681889,0.439964497,1.025926534,1.235828761,1.353260186,1.079187873,P3A,45
15903,0.86951645,0.787192733,0.058261246,-0.456760163,3.99534679,3.879708231,2.823555304,2.514053952,P3B,1.312750949,1.194825592,1.057590579,0.486618286,1.176696811,1.285465539,1.241495284,1.037749043,P3B,27
16923,1.521252962,1.423269588,0.112135308,-0.452206545,4.895231342,4.660403002,3.095727708,2.300183183,P3C,0.834285813,1.433602194,0.810489155,0.440577799,0.340777101,0.660726222,1.213720841,1.115867954,P3C,31
38599,0.600288173,-0.144458598,0.264592789,-0.595199162,3.692841783,2.826213114,3.412989974,2.135651183,P3E,1.169488667,0.853187929,0.867744466,0.319736536,1.270535582,1.41978176,1.278103139,0.896124522,P3E,59
5681,-0.604394089,-0.756925995,-0.03665452,-0.813380956,2.224608344,1.819574019,3.162471396,1.54937511,P3G,0.231113397,0.553131962,0.226178113,0.197515616,0.707106781,1.125991626,0.707106781,0.51754917,P3G,8
8919,-0.326536793,-0.168896848,-0.482143497,-0.66772917,2.821841014,2.864334567,2.061890346,1.920506783,P3L,0.451302482,0.562875992,0.422268686,0.248818294,0.864437822,1.176696811,0.949262293,0.801783726,P3L,14
9910,-0.595386861,-0.332034468,-0.162549898,-0.700396719,1.958627649,2.517457114,2.76024218,1.757416751,P3N,0.331205411,0.462105027,0.351260284,0.177999215,0.997248963,1.008208072,0.892582375,0.633323694,P3N,14
16721,-0.676453474,-0.332784457,-0.35734129,-0.619588633,1.912086598,2.561449674,2.463847856,2.150230249,P3P,0.277593114,0.477460155,0.295059455,0.21011981,0.938083152,1.041448695,0.752431955,0.598716576,P3P,26
7558,-0.443001849,-0.59302056,-0.043148942,-0.797965285,2.469965599,2.227838052,3.052130193,1.647790421,P3Y,0.557412445,0.494774334,0.59595978,0.254385667,1.418136492,1.264911064,1.286683938,0.699205899,P3Y,10
32718,0.101491638,0.367965684,-0.104839285,-0.762426989,3.395317562,3.755761355,2.756464332,1.706675225,P4N,0.748009549,0.825392332,0.788139609,0.234830027,1.181255014,1.181255014,1.334429374,0.694139448,P4N,57
3974,-0.435079136,-0.299559842,-0.5956147,-0.502611702,2.288877705,2.912934071,1.779567187,2.462757927,P4P,0.400575355,0.576929915,0.860480944,0.160999846,1,1.258305739,1.892969449,0.5,P4P,4
6445,-0.558500249,-0.460851886,-0.626098593,-0.722410016,2.037703646,2.36943367,1.689216447,1.723972071,P4R,0.506603781,0.309822,0.432261259,0.191616719,1.118033989,0.881917104,1.054092553,0.666666667,P4R,9
10741,0.479209654,1.141393868,2.473394038,-0.965148406,4.103528536,4.836793595,5,1.21161903,P5A,0.616974507,0.408338495,0.946360613,0.24363151,0.802365783,0.383482494,0,0.57451315,P5A,18
5781,-0.066673228,0.18204383,0.593535543,-0.879972147,3.338349766,3.658709566,4.533471718,1.410482615,P5E,0.421210729,0.440456129,0.3834338,0.225904983,0.854850414,0.854850414,0.660225292,0.650443636,P5E,13
9332,0.158824468,0.344073699,0.583453904,-0.928784829,3.426703815,3.800364338,4.207029576,1.292434634,P5N,0.787238933,0.787841828,0.589305456,0.248127448,0.998683344,1.00524938,0.850696309,0.444261658,P5N,20
43043,0.125121413,0.120167135,0.540224207,-0.700172681,3.158028018,3.006807146,3.950584299,1.833538554,P6A,1.079539811,1.277666127,1.01991596,0.311247557,1.360321537,1.550622578,1.013828438,0.871398556,P6A,80
24620,0.398435252,0.276279269,1.002510464,-0.62121662,3.744151097,3.386677498,4.461616572,2.037408611,P6B,0.963592504,1.095790881,1.051194181,0.386493137,1.147769962,1.472562296,0.77069555,1.010582305,P6B,48
21022,-0.013173748,0.451742904,0.344002901,-0.737867891,3.28237085,3.849395871,3.806250595,1.686947008,P6C,0.569193601,0.93982904,0.622336442,0.308166561,1.101603674,1.264869279,0.971039416,0.749911905,P6C,44
30992,0.312576472,0.211338445,0.496138234,-0.873228214,3.690533041,3.444372741,3.936370676,1.518101446,P7A,0.807904181,0.843971504,0.759844227,0.345772559,1.103835671,1.184285772,1.09726027,0.785439637,P7A,67
27936,0.46981303,0.44724743,0.360280261,-0.500044491,3.594179553,3.45514748,3.692618843,2.327820733,P7B,1.081796684,1.352884438,0.772001554,0.519878341,1.314759355,1.500120943,1.202319963,1.161176522,P7B,53
24638,0.182124467,0.420790839,0.289641619,-0.604632398,3.505641692,3.292718565,3.507468139,2.015829207,P7C,0.853755163,1.469534409,0.794255946,0.317378307,1.206464071,1.58754208,1.16821843,0.842127511,P7C,46
26098,0.492260325,0.42813298,0.391550587,-0.767573802,3.965859453,3.721894398,3.806192045,1.637290214,P7E,0.938381983,0.894742211,0.972950405,0.270034142,0.895481319,1.001087942,1.177621524,0.742646583,P7E,53
15522,-0.606509886,-0.620847078,-0.062317025,-0.643861147,1.922561526,1.800412318,3.057853369,2.078598119,P7G,0.373035775,0.394651964,0.517189941,0.294491437,0.975996501,0.919700931,1.070628348,0.848155404,P7G,23
6360,-0.731831695,-0.556752621,-0.185505214,-0.681007766,1.54072327,1.669339623,2.897798742,1.919968553,P7J,0.451175785,0.86268542,0.350198403,0.202184291,0.934198733,1.213559752,0.904534034,0.53935989,P7J,11
10459,-0.652307995,-0.78541533,0.108524659,-0.812881463,1.907543742,1.68084903,3.419160532,1.492781337,P7K,0.29560484,0.33565435,0.434723554,0.185736862,0.802365783,0.751903902,0.849836586,0.511309993,P7K,18
2055,-0.655317753,-0.090856757,0.220974087,-0.920081765,2,2.991240876,3.722141119,1.258394161,P7L,0.07910824,0.416402833,0.298034425,0.168699372,0,0.816496581,0.5,0.5,P7L,4
7529,0.172291326,0.210259044,0.308830046,-0.852493874,3.557843007,3.517200159,3.930402444,1.437906761,P8N,0.73688129,0.597845951,0.477600458,0.244688802,1.187233679,1.245945806,1.060098827,0.736788398,P8N,15
5120,0.019508582,0.269619001,-0.888450743,-0.627941191,3.513867188,3.702148438,1.3453125,1.893359375,P8T,0.542227537,0.602320094,0.495972832,0.28323854,0.866025404,1,0.726483157,0.833333333,P8T,9
9513,0.058165462,0.119143413,0.213676664,-0.889255265,3.364238411,3.519289393,3.578156207,1.431830127,P9A,0.629074103,0.652593143,0.611255068,0.298574445,1.203170415,1.209092537,1.203170415,0.746420027,P9A,21
15523,0.011898587,0.072393582,0.180776696,-0.922820393,3.398505444,3.379243703,3.377633189,1.382980094,P9N,0.650378373,0.716139647,0.877810651,0.282785067,1.085584922,1.28263841,1.346440948,0.540807839,P9N,31
1242,2.525578192,-1.800800174,-0.830528591,0.638886033,5,1,1,4,M5X,0,0,0,0,0,0,0,0,M5X,1
1242,2.525578192,-1.800800174,-0.830528591,0.638886033,5,1,1,4,M5L,0,0,0,0,0,0,0,0,M5L,1
1242,2.525578192,-1.800800174,-0.830528591,0.638886033,5,1,1,4,M5K,0,0,0,0,0,0,0,0,M5K,1
562,0.707889229,-1.278036824,0.736640777,-0.388075712,4,1,5,3,M7Y,0,0,0,0,0,0,0,0,M7Y,1
212,0.417577427,-1.673866977,6.927554552,0.421422995,4,1,5,4,M7R,0,0,0,0,0,0,0,0,M7R,1
