TotalPop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16,PCODE3,2016_standard_derivation.SD_Instability_DA16,2016_standard_derivation.SD_Deprivation_DA16,2016_standard_derivation.SD_Dependency_DA16,2016_standard_derivation.SD_Ethniccon_DA16,2016_standard_derivation.SD_Instability_q_DA16,2016_standard_derivation.SD_Deprivation_q_DA16,2016_standard_derivation.SD_Dependency_q_DA16,2016_standard_derivation.SD_Ethniccon_q_DA16,2016_standard_derivation.PCODE3,2016_standard_derivation.count
38325,-0.023063903,-0.120913462,-0.523892256,1.473005893,2.863300718,2.880469667,1.947136334,4.787919113,L4Z,0.773795853,0.739030856,1.277398215,0.774223711,1.407282479,1.199894287,1.531901774,0.542096783,L4Z,44
48777,0.626420857,0.291165724,-0.131080074,1.341814756,3.763720606,3.688828751,2.955040285,4.495868955,L5A,1.037810928,0.702090351,0.657292975,1.131459269,1.473911053,1.053784474,1.361789657,0.941292495,L5A,59
65271,0.853790427,-0.114875732,-0.272285334,2.024754343,4.01470791,2.877663894,2.517335417,4.8227084,L5B,1.055717908,0.731824243,0.719513568,1.059947573,1.577709864,1.238786178,1.323469806,0.559524606,L5B,54
29767,-0.216753913,0.036204328,-0.152533013,1.067630599,2.880807606,3.233244868,2.935230289,4.607753553,L5C,0.542319742,0.652531255,0.427320921,0.743641614,1.102697614,1.233392086,0.997823719,0.540620506,L5C,46
13057,0.246772037,-0.066373203,0.008214197,-0.221026197,3.474917669,2.828214751,2.957417477,2.898981389,L5E,0.758313725,1.018128256,0.718770774,0.510330285,1.179184545,1.338086765,1.261140829,1.023532631,L5E,21
21860,0.634543983,-0.248730406,-0.222249828,-0.022285606,3.562442818,2.729963403,2.717200366,3.349542543,L5G,1.347173034,0.644075062,0.534871089,0.442505572,1.587299442,1.367248832,1.106898923,0.830174192,L5G,37
19450,-0.35263606,-0.789212866,-0.365414913,0.141798558,2.169511568,1.527712082,2.325758355,3.748637532,L5H,1.060110868,0.467573124,0.435137208,0.411446293,1.509824458,0.954896831,0.882323423,0.70176429,L5H,31
29088,-0.019100262,-0.262357864,-0.221925566,0.196286365,3.106916942,2.776987074,2.52684956,3.673920517,L5J,0.698471582,0.598318702,0.897339973,0.547331839,1.258305739,1.231323054,1.236491635,0.766540954,L5J,49
18851,-0.086869631,0.301272618,-0.286935672,1.130076013,2.932947854,3.367036231,2.593973794,4.192244443,L5K,0.781928383,1.012571476,0.729637169,1.180841652,1.337600011,1.414213562,1.330124344,1.037749043,L5K,27
46039,-0.252685769,-0.22073092,-0.099755547,0.711785694,2.676078977,2.572188796,2.799648124,4.324398879,L5L,0.658256052,0.745318639,0.771740538,0.700231344,1.270871304,1.278990932,1.080602546,0.750569142,L5L,70
110592,-0.494992018,-0.368550764,-0.636770131,1.857591134,2.171965422,2.483235677,1.884648076,4.899052373,L5M,0.751950823,0.582569483,0.556778998,0.816825767,1.316802901,1.033216384,1.207413831,0.4715966,L5M,114
85696,-0.600973593,-0.480055166,-0.816544995,0.90820771,1.954338592,2.291145444,1.518518951,4.483371453,L5N,0.607737722,0.408319159,0.447448858,0.690374884,1.129018676,0.924898733,0.931408271,0.726331009,L5N,117
37672,-0.199749581,-0.183778817,-0.257999722,1.653754359,2.623088766,2.87181461,2.534296029,5,L5R,0.73840062,0.554105721,0.510550662,0.498332648,1.366422202,0.871601929,1.220895955,0,L5R,43
1580,-0.730924603,-0.091547951,-0.67230013,2.279716841,1.732911392,2.732911392,1.244303797,5,L5S,1.138646147,1.946887482,0.195558417,1.030800141,2.121320344,2.121320344,0.707106781,0,L5S,2
5234,-0.281144314,0.339949276,-0.607430534,1.961799978,2.710928544,3.682078716,1.570309515,5,L5T,0.806217928,1.075553156,0.184992728,0.904725834,1.643167673,1.303840481,0.547722558,0,L5T,5
55036,-0.622672961,-0.206451249,-0.675193049,1.934945792,1.751253725,2.763954503,1.716185769,4.98780798,L5V,0.582056476,0.576271498,0.429012452,0.65641718,1.040043336,0.98192928,0.960801141,0.166633129,L5V,71
25174,-1.158154847,-0.470124928,-0.920536525,1.883507494,1.017637245,2.400651466,1.238301422,4.926908715,L5W,0.199009579,0.312770252,0.252280649,0.62496678,0.19245009,0.791694781,0.446576085,0.266880256,L5W,27
86804,-0.870251963,-0.51004986,-0.736401263,0.887257434,1.42799871,2.189530436,1.509435049,4.444046357,L6A,0.448266709,0.39660484,0.720082293,0.635178632,0.943502029,0.944332942,1.265221053,0.8,L6A,51
37241,-0.975224989,-0.445063226,-0.765854634,1.673756446,1.398324427,2.47340297,1.5483204,4.981525738,L6B,0.46455201,0.244428297,0.383370929,0.780819008,1.164964745,0.51754917,1.035098339,0.707106781,L6B,8
56520,-0.508070552,-0.547498059,-0.521709043,1.824782497,2.076592357,2.029759377,2.01861288,4.99056971,L6C,0.572397036,0.813345616,0.349987545,0.518100914,0.943200753,1.065039206,0.916505466,0.319990026,L6C,48
36561,-0.838325776,-0.497783946,-0.480693488,1.906278136,1.420502721,2.175679002,1.780558519,4.929378299,L6E,0.528970451,0.198360637,2.718315129,0.853617235,1.020262551,0.59726472,1.149624907,0.933458638,L6E,19
8181,1.973680473,-0.44804173,-0.351185831,2.119590267,5,2.296296296,2,5,L6G,0.120329801,0.109412452,0.026819722,0.566305131,0,0.707106781,0,0,L6G,2
68396,-0.378132643,-0.680022945,-0.72224543,0.701453927,2.362755132,1.81200655,1.858632084,4.241256799,L6H,0.789866733,0.563236725,0.629571277,0.646503534,1.28579445,1.075197795,1.099652313,0.737850818,L6H,99
26888,-0.548150374,-0.908532729,-0.207995004,0.465421419,1.845135376,1.450498364,2.634111871,4.107036596,L6J,0.826609418,0.52605117,0.821018649,0.573041716,1.26242841,0.878947677,1.281849155,0.765429522,L6J,51
13346,0.852506661,-0.090328524,0.229774059,0.291753868,4.108871572,2.984040162,3.287876517,3.72688446,L6K,1.027077645,0.917506893,0.914250545,0.949729102,1.082636342,1.380506103,1.458980188,1.129319405,L6K,24
30167,-0.225670626,-0.767247275,0.21092246,0.059417216,2.509132496,1.598369079,2.888852057,3.364736301,L6L,0.825182606,0.423376664,1.321898306,0.540295299,1.391659073,0.939729635,1.218417442,0.826201365,L6L,46
65487,-0.723517099,-0.79583529,-0.993597194,1.080713044,1.816559012,1.524669018,1.390398094,4.632308702,L6M,0.593584378,0.503029002,0.606593452,0.630748499,1.049863458,0.944751466,0.90804586,0.582439192,L6M,71
85653,-1.265589208,-0.07976097,-0.738687384,2.208371133,1.064726279,3.06151565,1.5306761,4.97550582,L6P,0.522611977,0.423463254,0.569954204,0.592737408,0.723240571,0.822753351,1.049725239,0.266746783,L6P,40
89282,-1.166629428,0.065630158,-0.667407488,2.300144934,1.183799646,3.584182702,1.580912166,5,L6R,0.314990067,0.330623907,0.332022821,0.483301855,0.403248735,0.638228236,0.824998894,0,L6R,79
58231,-0.532989262,0.099033952,-0.410619133,1.076705671,2.265563016,3.44062441,2.258865553,4.540536827,L6S,0.436085418,0.662276187,0.539591456,0.718008156,1.008910915,1.058038017,1.141392911,0.666666667,L6S,81
49214,-0.013692338,0.569891292,-0.568402403,1.809308397,3.054151258,4.023245418,2.054577966,4.829316861,L6T,0.838852676,0.909380373,0.702834433,0.902373532,1.268829807,0.816225094,1.319352678,0.601048139,L6T,48
44462,-0.09740753,0.495972932,-0.55462044,1.210737838,3.02397553,4.191017048,1.875309253,4.647744141,L6V,0.781241626,0.563718204,0.65375149,0.693404164,1.097856303,0.687106531,1.143964093,0.656696277,L6V,65
21905,0.103629808,0.39955143,-0.100889162,0.81562423,3.277060032,3.509837937,3.065099292,4.140561516,L6W,0.889528063,0.996612307,0.680499157,0.951752777,1.42557289,1.509824458,1.308368433,1.117793525,L6W,31
69134,-0.57515338,-0.081937584,-0.855516844,1.5907694,1.814779992,3.061431423,1.496817774,4.763358116,L6X,0.748825115,0.60847814,0.549782257,0.806849077,1.267136063,1.020524889,1.078673619,0.709867849,L6X,72
89337,-0.311568341,0.033438505,-0.559848791,1.93291994,2.425031062,3.222774438,1.895440859,4.825861625,L6Y,0.746078564,0.708375306,0.789174831,1.079321551,1.248491153,1.08896115,1.160186083,0.700078489,L6Y,91
34881,-0.688582326,-0.160422424,-0.626132559,1.000428267,1.769817379,2.990051891,1.850864367,4.425188498,L6Z,0.310534562,0.590562251,0.442318747,0.839141928,0.838067361,1.203250368,1.009049958,0.721483694,L6Z,55
81222,-0.963980304,-0.214854489,-1.091881606,1.915102115,1.405136539,2.830267661,1.143840339,4.92620226,L7A,0.276104613,0.365170839,0.333019533,0.701830448,0.474578998,0.875080434,0.541269778,0.425324465,L7A,75
16022,-0.623733918,-0.971897077,-0.542495734,-0.093794001,1.849581825,1.264760954,2.098864062,3.134315316,L7B,0.329757689,0.286511335,0.62042309,0.341755999,0.853563957,0.589592272,1.07126983,0.74960307,L7B,21
28450,-0.68974392,-0.708781004,-0.585070743,0.254945001,1.901827768,1.655817223,2.116274165,3.480949033,L7C,0.265812716,0.416164154,0.470756271,0.575689995,0.833712035,1.074850236,1.118880664,1,L7C,33
36051,-0.905223929,-0.543818707,-0.643283973,-0.251104467,1.45962664,2.080080996,1.894427339,3.026379296,L7E,0.427679656,0.471248836,0.566616124,0.320470299,0.905762282,0.998251441,1.080931865,0.739473059,L7E,54
50347,-0.623157275,-0.703189111,-0.64617953,-0.312254578,2.073986533,1.829443661,2.127316424,2.804973484,L7G,0.697606134,0.483174705,0.750882662,0.379880354,1.325922177,1.054225974,1.340460907,1.032386936,L7G,80
17939,-0.560122371,-0.553742649,-0.445915584,-0.534267723,2.144656893,1.988628129,2.244439489,2.330508947,L7J,0.533610658,0.525403388,0.537421168,0.234098446,1.194335289,1.028892944,1.178836364,0.749712589,L7J,30
9746,-0.666137673,-0.816808697,-0.337841739,-0.551740742,1.824440796,1.494664478,2.507079828,2.284732198,L7K,0.271088637,0.332135001,0.326880226,0.255141314,0.857492926,0.707106781,0.857492926,0.894792487,L7K,18
51610,-0.317204052,-0.814305382,-0.171846928,-0.087214635,2.556597559,1.521333075,2.698721178,3.209843054,L7L,0.838060004,0.49100392,1.145628986,0.568852769,1.417211562,1.029180864,1.506713754,1.105323089,L7L,70
49307,-0.529282276,-0.908257602,-0.540628429,0.090420561,2.044719817,1.379864928,2.024966029,3.393696635,L7M,0.753493109,0.436005138,0.7021017,0.662409478,1.232070156,0.833450696,1.316130217,1.090577082,L7M,72
14022,0.16979992,-0.627708221,0.450002502,-0.399421815,3.152189417,1.936100414,3.580587648,2.630865782,L7N,1.013823445,0.601361607,1.13703157,0.327748254,1.508991808,1.192509087,1.393398163,1.010764573,L7N,22
33953,-0.395393637,-0.643864282,-0.064395434,-0.393810339,2.421612229,1.967720084,2.855358878,2.718640474,L7P,0.488479005,0.53404689,0.762488677,0.328749175,1.110442572,1.093670557,1.377404482,0.818412792,L7P,57
18699,0.856040817,-0.411999272,0.002599931,-0.361672431,4.071715065,2.396652227,2.886624953,2.642440772,L7R,1.065538461,0.6163869,0.9707601,0.46098918,1.125462868,1.326325671,1.447281471,1.050345565,L7R,31
12312,1.226668351,-0.341121734,0.822456352,-0.303171613,4.292803769,2.550925926,3.745126706,2.893762183,L7S,1.173201322,0.558199891,1.694581202,0.543742561,1.35292622,1.116070802,1.504379571,1.078769062,L7S,19
18079,0.358911681,-0.565369313,0.512014299,-0.319596567,3.682172687,2.018087284,3.440677029,2.572487416,L7T,0.687083677,0.586182964,1.042074423,0.547640235,0.923721208,1.082636342,1.215092291,1.100065874,L7T,24
30531,-0.521495671,-0.927981375,-0.521041324,-0.402162333,2.213749959,1.399757623,2.001997969,2.584094854,L8B,0.54322928,0.428895045,0.881285822,0.380251483,1.141194804,0.848764803,1.231201136,0.998942358,L8B,44
41027,-0.163020053,0.169652955,-0.016754673,0.186590102,2.736563726,3.118507324,2.970482853,3.518975309,L8E,0.756830024,1.192482619,0.94856527,0.805570143,1.296126574,1.3650576,1.503896639,1.027912338,L8E,54
23063,0.086648704,0.076259235,0.830332161,-0.479041913,3.107791701,3.27394528,4.215930278,2.427351169,L8G,0.992893873,0.690281394,0.967404494,0.359384906,1.464246763,1.15268711,0.918262258,0.979463932,L8G,42
28452,0.435084669,1.615473126,0.010206431,-0.315434171,3.978279207,4.68234219,3.029558555,2.564705469,L8H,0.568163272,1.019680758,0.70593246,0.519927328,0.616823622,0.68509873,1.068999973,1.049931856,L8H,55
24820,-0.652901491,-0.39954509,-0.585439472,0.055576973,2.074536664,2.535697019,1.975302176,3.433521354,L8J,0.32217697,0.514462419,0.653234456,0.495779983,0.877352779,1.136114564,1.332843047,1.028991511,L8J,35
31257,0.399644181,0.673784039,0.25039686,-0.30901129,3.731420162,3.944492434,3.322295806,2.593339092,L8K,0.85788945,1.04628997,1.114616187,0.55460077,0.986169703,0.983796247,1.368639318,1.146488553,L8K,59
33363,0.716433758,2.257609675,-0.330968122,0.190887377,4.32203339,4.917723226,2.482690406,3.51997722,L8L,0.71611179,1.121417789,0.508046631,0.873631305,0.596678338,0.349098997,1.174853902,0.99204583,L8L,72
19357,1.253683703,1.621885257,-0.339138173,0.142037282,4.623185411,4.765562845,2.110244356,3.28310172,L8M,0.897444844,1.270536969,0.882421558,0.913731309,0.599048294,0.641413604,1.115008181,1.083593177,L8M,37
28242,0.90698928,0.166369427,-0.452489416,0.230082156,3.446604348,2.964485518,2.253098223,3.317257985,L8N,1.585622951,1.377911727,0.549751913,0.91343884,1.737034034,1.785977691,1.145450452,1.287556375,L8N,48
23302,2.096085219,0.181093096,0.016006114,0.021101329,4.637713501,3.146081881,2.910308128,3.2626384,L8P,1.457670676,1.412912167,0.967950221,0.645787211,0.806623224,1.464100319,1.318264204,1.236205941,L8P,40
11699,1.727123882,1.495859015,-0.076811925,0.714394787,4.786904864,4.530729122,2.95247457,3.935379092,L8R,1.052910759,1.224685885,0.673316966,1.073573832,0.452413928,0.696692268,1.328940131,1.157230006,L8R,19
15307,1.284782263,0.128441766,-0.056689286,0.508123759,4.391062912,3.346116156,3.055726138,3.770366499,L8S,1.058667751,0.708681515,0.495636598,0.992334751,1.188715053,1.35934767,1.082636342,1.122077525,L8S,24
21416,0.103521774,0.333607779,0.372863881,-0.32586197,3.233563691,3.648813971,3.608283526,2.62201158,L8T,0.89439602,0.895146979,1.087015939,0.551814992,1.260596115,1.141018438,1.274754878,1.129726538,L8T,40
20517,0.595276694,0.628609349,0.579831176,-0.245568319,3.875566603,4.186869425,3.601160014,2.768582151,L8V,1.045516419,0.746671057,1.273611115,0.53410464,1.196034834,1.004712244,1.210614325,1.117279325,L8V,39
26491,-0.520280593,0.243984773,-0.471040546,0.427227598,2.255369748,3.504246725,2.186214186,3.992563512,L8W,0.371344559,0.859972307,0.645906663,0.535894189,1.002212392,1.202157529,1.276762239,0.750046141,L8W,43
27911,0.115202127,0.429455595,0.137673034,0.111057307,3.464942138,3.855934936,3.475188994,3.428612375,L9A,0.827519613,0.785138113,0.566728334,0.719827891,1.129865366,0.928040336,1.109077631,1.196737587,L9A,48
28344,-0.536048694,-0.220587943,0.481703701,0.231700665,2.300134067,2.5202512,2.344764324,3.583403895,L9B,0.553479214,0.802861093,3.194312927,0.723869694,1.153325076,1.417296779,1.502114911,1.273353278,L9B,36
41549,-0.106418916,0.274752732,0.183966741,0.122941202,2.924715396,3.470889793,3.412789718,3.56935185,L9C,0.656216469,0.880403576,0.890692547,0.61454792,1.1667505,1.260868245,1.275445241,1.011282209,L9C,72
21567,-0.31516501,-0.905022047,-1.087986746,1.087525301,2.760421014,1.295173181,1.446561877,4.19534474,L9E,0.389679306,0.506968618,0.693618165,1.042989226,0.990430402,1.162919151,1.2344268,1.424279266,L9E,15
38811,-0.57132063,-0.845275577,-0.131463009,-0.033654292,1.928602716,1.537167298,2.791218984,3.176161398,L9G,0.621415915,0.492047533,0.966083542,0.560002182,1.117871708,0.842020516,1.45393715,1.144495249,L9G,53
41990,-0.21612909,-0.660306957,0.277130275,-0.536969112,2.6134794,1.867063587,3.329840438,2.246558704,L9H,0.904062268,0.505420324,0.926522772,0.37436963,1.343874168,1.00912167,1.13996434,0.944302269,L9H,74
10752,-0.730841826,-0.371975605,-1.071426666,0.354894564,1.655226935,2.462704613,1.529854911,3.790550595,L9J,0.335034134,0.967960227,1.028153254,0.704538451,1.048808848,1.032795559,1.834847859,1.169045194,L9J,6
14820,-0.561985264,-0.72464167,-0.469640458,0.641597786,1.936437247,1.801551957,2.404385965,4.336774629,L9K,1.044220067,0.321508956,0.914297168,0.496964452,1.29762226,0.747545002,1.658312395,0.781213234,L9K,17
18205,-0.389400171,-0.593449017,0.269127068,-0.678865808,2.443834112,2.049546828,3.359516616,1.952156001,L9L,0.602923855,0.467433088,0.912419789,0.229110287,1.167748416,1.023400452,1.08012345,0.739830038,L9L,33
15418,-0.042987833,0.15008622,0.868534958,-0.822947933,3.369503178,3.440588922,4.368789726,1.568491374,L9M,0.612891686,0.837146814,0.90822195,0.255243965,1,1.188741104,0.919866211,0.747264718,L9M,27
14539,-0.569828231,-0.588123303,-0.340935192,-0.227968938,1.993328289,2.151317147,2.493844143,2.854391636,L9N,0.291126687,0.434045104,0.423120374,0.452040049,0.974307632,0.98907071,1.090140265,1.090140265,L9N,24
24911,-0.457740146,-0.710629002,-0.119765073,-0.586190428,2.389506644,1.815141905,2.783549436,2.072979808,L9P,0.410150965,0.361081105,0.715276742,0.25558599,0.937545517,0.838165263,1.235334133,0.764770521,L9P,35
27567,-0.299135003,-0.320526637,0.068512062,-0.446484672,2.581020786,2.525447093,2.329125404,2.516305728,L9R,0.638178092,0.650111813,1.801742021,0.35621626,1.239258844,1.181846493,1.42040271,0.956545742,L9R,39
30858,-0.520835507,-0.161378914,-0.220200798,-0.379561967,2.323449349,3.031466719,2.023138246,2.702799922,L9S,0.410383777,0.472511877,1.883998657,0.418378405,1.070021873,0.966642211,1.24342241,1.03056137,L9S,48
107954,-0.692842941,-0.81213014,-1.012914945,0.929158156,1.983678233,1.488152361,1.488356152,4.297589714,L9T,0.730207599,0.376961798,0.860693706,0.970322079,1.18396572,0.872745901,1.214441396,1.407996787,L9T,122
10143,-0.305745416,-0.257954304,-0.491961323,-0.196488696,2.691609977,2.839790989,2.019225081,2.864044168,L9V,0.698771186,0.706797099,1.230757295,0.527499165,1.267304465,1.337115847,1.507556723,1.07308674,L9V,12
48231,-0.393036333,-0.43077739,-0.514141044,-0.391557389,2.312122909,2.31575128,2.190334018,2.654392403,L9W,0.776967778,0.742584522,0.713986669,0.32166331,1.33854836,1.287780408,1.218919918,0.859499121,L9W,75
12249,-0.88702767,-0.948087134,-0.581994894,-0.444154214,1.375295943,1.297738591,2.080496367,2.598824394,L9X,0.207892289,0.236109463,0.317095075,0.303457881,0.606976979,0.477566933,0.787326515,0.904827857,L9X,19
28584,0.161301354,-0.278062167,0.648139923,-0.728606002,3.458088441,2.454694934,3.852329975,1.836446963,L9Y,0.68943986,0.939268046,0.978233894,0.294553312,1.190164059,1.515773304,1.291540208,0.817359229,L9Y,44
20675,-0.144536772,0.042363502,1.696064323,-0.73986789,3.111970979,3.507908102,4.907472793,1.721837969,L9Z,0.599967885,0.504548345,1.015987158,0.209985755,1.08012345,0.907377173,0.331662479,0.627162924,L9Z,25
60929,-0.37976175,0.818385704,-0.248951028,1.778853617,2.429155246,4.370168557,2.617423559,4.982553464,M1B,0.661825659,0.8637109,0.763818975,0.489167382,1.230702665,0.828880475,1.206857366,0.149886756,M1B,88
36062,-0.729637289,-0.4072825,0.050901046,0.607698717,1.686789418,2.495313627,3.28406633,4.137208142,M1C,0.268572332,0.458462503,0.563130732,0.663911806,0.725264216,0.971240448,1.119666394,0.927847002,M1C,59
45658,0.233865442,0.940166539,0.022157186,1.054490751,3.417407683,3.985566604,2.934053178,4.434316002,M1E,0.811283017,1.285416422,0.814073585,0.852164329,1.197352849,1.202561369,1.301441508,0.900053417,M1E,65
32947,0.279788649,1.602736292,-0.031434876,1.989720258,3.446262179,4.611163384,2.960421283,4.876559323,M1G,0.8432374,1.145697412,0.782020203,0.815566011,1.282819431,0.72832276,1.135845044,0.373543684,M1G,43
31920,0.521723894,0.76995456,-0.141828708,2.090669096,3.765444862,3.959053885,2.816885965,4.872431078,M1H,0.706384967,0.913515904,0.579262768,0.998763399,1.104600653,0.738548946,1.206414821,0.430561545,M1H,34
36127,0.49572227,1.487787608,-0.26412068,1.982199345,4.040385307,4.419353946,2.565837185,4.917651618,M1J,0.776044083,1.499726009,0.685349529,0.927617175,1.239313292,0.802240452,1.250384556,0.426674679,M1J,40
46743,0.467645145,1.127172299,-0.181405698,1.578036936,3.900241747,4.515841944,2.895920245,4.873842073,M1K,0.754868699,1.067472819,0.481236643,0.698792587,1.134409646,0.662418157,1.032266327,0.387650905,M1K,61
36956,0.379709643,0.633955506,-0.339435549,1.716044714,3.779900422,3.860239203,2.283553415,4.758686005,M1L,0.843090335,0.902802477,0.691370833,1.014438645,1.119147754,1.011561078,1.017020163,0.489083488,M1L,43
23022,0.232191122,0.415754099,-0.008077727,0.722741754,3.312266528,3.424854487,3.11614977,4.223351577,M1M,0.994798526,1.203466899,0.674669782,0.777456046,1.255429177,1.366381564,1.15910644,0.818092011,M1M,38
23815,0.305338364,0.101712855,-0.132223945,0.029117473,3.783707747,3.216964098,2.742011337,3.376401428,M1N,0.776837759,0.838994851,0.865586345,0.557867341,0.914529188,1.190025889,1.120515754,0.889330698,M1N,45
45161,0.590172639,0.66651414,0.023316985,1.641044709,3.873851332,3.991563517,2.96397334,4.877726357,M1P,1.012939881,0.912479344,1.223840096,0.777281103,1.137180074,0.990154728,1.139092909,0.394997749,M1P,53
30688,0.258277783,0.679305205,-0.103457073,1.305917442,3.544512513,4.137447862,2.926355579,4.556341241,M1R,0.778194576,0.662680651,0.604895611,0.934806319,1.064297898,0.80416525,1.179737169,0.576042566,M1R,52
46317,0.187169962,0.524033979,0.468035119,1.874502767,3.268238444,4.220048794,3.811321977,4.962152126,M1S,0.684757983,0.470138115,1.402262686,0.52784765,1.180221149,0.650050024,1.099001362,0.223403796,M1S,58
39350,0.776229889,0.432937142,0.454118967,1.649841336,3.981982211,3.798322745,3.921524778,4.901931385,M1T,0.911467724,0.80844927,0.851933013,0.643155965,1.12815215,1.040590353,1.10417024,0.386645767,M1T,45
52806,-0.456787096,0.936518564,0.316348121,2.165533341,2.20791198,4.677953263,3.7073628,4.931238874,M1V,0.520448555,0.602335917,1.23397181,0.743090698,1.071395036,0.707106781,0.996079954,0.479428128,M1V,72
52693,0.016485518,0.680046103,0.47331501,1.698010763,2.981990018,4.04623005,3.737099805,4.875182662,M1W,0.706271503,0.969268731,1.532752942,0.785163739,1.290333925,1.119081952,1.289011861,0.429615502,M1W,69
15905,-1.244979265,0.260604164,-0.536740934,1.873316233,1.103992455,3.922037095,1.970952531,5,M1X,0.340923957,0.213299428,0.274213981,0.270614061,0.516397779,0.25819889,0.743223353,0,M1X,15
24840,0.134759187,0.062159109,0.675909837,1.558231556,3.498188406,2.99384058,3.601409018,4.918800322,M2H,0.641381755,0.870885505,1.272465287,0.580626958,0.89768154,1.185497957,1.042483085,0.226294286,M2H,38
58853,0.780459168,0.025587658,-0.02952049,2.054904308,4.185937845,3.249757871,2.758737872,4.821113622,M2J,0.901735296,0.698781306,1.082521931,1.155007078,1.227072435,1.224924072,1.562285982,0.507191478,M2J,68
25799,1.128638794,-0.758500711,0.033486677,1.629766653,4.060389938,1.777704562,3.12775689,4.860072096,M2K,1.248300019,0.444669297,0.766473294,0.71847492,1.411168966,0.998924152,1.229564133,0.401609664,M2K,31
15140,-0.039260352,-0.51187533,-0.224050575,1.137083859,2.973976222,2.218824306,2.890488771,4.590488771,M2L,0.656745229,0.524199439,0.550894258,0.696434704,1.176979773,1.132938561,0.984731928,0.50323628,M2L,22
35451,0.760382224,-0.22194485,0.349863426,1.882157876,4.129220614,2.941976249,3.409043468,4.857634481,M2M,0.856892081,0.443388844,0.929379495,0.938634249,1.101055264,0.967329804,1.066702681,0.376621789,M2M,48
79521,1.413075185,-0.632523319,-0.247709495,1.994589645,4.475320984,1.839136832,2.576665283,4.847361074,M2N,1.184763125,0.892059381,0.669453226,1.040711033,1.185326324,1.00861988,1.178766778,0.522311588,M2N,82
9089,-0.011597498,-0.81762967,-0.01064689,0.736910837,2.799537903,1.455275608,3.22323688,4.532291781,M2P,0.911800747,0.385938585,0.429291398,0.410337558,1.377474463,0.960768923,0.800640769,0.518874522,M2P,13
47342,1.15549695,0.089569497,0.157557151,1.615949624,4.524988382,3.368531114,3.088483799,4.582442651,M2R,1.013190874,0.685913662,1.039976896,1.330176768,1.125613967,1.164599724,1.486046208,0.735980072,M2R,49
31796,0.608355534,0.405884955,-0.443042993,1.241123685,3.840829035,3.582243049,2.386149201,4.499622594,M3A,1.027496242,0.974864616,0.652208756,0.990770582,1.493123306,1.498071532,1.362576327,0.688883584,M3A,47
13335,-0.342272392,-0.614440715,0.027199463,0.772659155,2.361529809,2.027221597,3.266591676,4.423022122,M3B,0.776494425,0.421363769,0.429614037,0.577417956,1.269863817,0.940893929,0.945483683,0.657951695,M3B,22
38133,1.037520403,0.645659074,0.17833316,1.516667236,4.440432172,3.355597514,3.176172869,4.456166575,M3C,0.880775505,1.796620623,1.098361672,1.323696874,0.934407983,1.43384587,1.558190293,0.850047437,M3C,31
37676,0.653514771,-0.383060717,-0.393525906,0.885490568,3.963318824,2.491851577,2.354973989,4.432450366,M3H,0.975389477,0.510801791,0.677769187,0.788726141,1.405855959,1.119162746,1.285243888,0.690483654,M3H,55
31935,0.852923397,0.984263977,-0.400823267,1.818230986,4.135963676,4.467543448,2.500986379,4.856395804,M3J,0.951935662,1.085374697,0.810181354,0.851667703,1.373824937,1.086974059,1.524037098,0.505432671,M3J,35
8943,0.869979789,0.082229883,-0.288786011,1.102315362,4.209549368,3.285810131,2.467963771,4.790226993,M3K,0.915633886,0.625768755,0.755892976,0.858459169,1.288057029,1.114640858,1.443375673,0.651338947,M3K,12
17489,-0.038764193,1.791790881,0.068398176,1.286168245,3.025273029,4.688604266,2.954142604,4.707473269,M3L,0.741461461,1.103708496,1.124755491,0.768748985,1.141287094,0.481543412,1.473805092,0.503610155,M3L,24
28338,0.591415788,1.11372626,-0.276536422,1.389529059,3.956207213,4.518596937,2.517114828,4.612075658,M3M,0.901321334,0.902392126,0.880174764,1.035606999,1.234001459,0.795166765,1.6189226,0.8263099,M3M,38
39502,0.366636771,2.971042058,-0.304304956,2.112031893,3.845552124,4.960989317,2.43164903,4.943648423,M3N,0.770486341,1.531782118,0.826199699,0.909309273,1.339488996,0.349908413,1.525635639,0.266746783,M3N,40
19044,1.020248904,0.684238707,0.070277572,1.45312278,4.346723377,3.631852552,2.984404537,4.635055661,M4A,1.072132814,1.129370893,0.960234279,1.064749102,1.145931017,1.268027893,1.417930293,0.688247202,M4A,20
18426,0.69961022,0.716631871,-0.317215958,0.663529022,3.943178118,3.795397807,2.498751764,3.950504722,M4B,0.952622654,1.161919463,0.43933302,0.956295707,1.400585667,1.426784597,1.100144291,0.875897121,M4B,28
47366,0.764767579,0.331677736,-0.51838892,0.896312489,4.166638517,3.518853186,2.091732466,3.855360385,M4C,0.787112447,0.925064391,0.644804573,0.993277011,0.756383094,1.170962786,1.102226767,0.918035109,M4C,65
25631,0.502084198,-0.427929049,-0.63901519,-0.169410325,3.784323671,2.234013499,1.738207639,3.179587219,M4E,0.980429546,0.731893924,0.547788901,0.462948549,1.124576948,1.14506984,1.048650454,0.78114548,M4E,43
