"PCODE3","instability_DA06","deprivation_DA06","dependency_DA06","ethniccon_DA06","DAPop_2006","instability_q_DA06","deprivation_q_DA06","dependency_q_DA06","Ethniccon_q_DA06"
"K4K","-0.516692934819398159289275677636","-0.445582086026960548345571571027","-0.451403011282703063864563502856","-0.381571178547457431610914694951","11031","2","2","1","1"
"K4M","-0.812598275045001838269863657734","-1.071787611490476419370004701457","-0.100332291716485029149036201222","-0.448135709800889042626547563078","6381","1","1","1","1"
"K4P","-0.968894487957875682102810543178","-1.168895902210290167758846657929","-0.479698729921039589515072083879","-0.303968839756181191903305664774","6867","1","1","1","1"
"K4R","-0.845709271745782118279569892473","-0.811624242120745831664812754913","-0.674873409325218458769002595476","-0.386287148121553712476826103077","5394","1","1","1","1"
"K6A","0.567250780742546297006934082331","0.795213227520670322540156236285","0.766977472969110631177038532432","-0.362432655924846042306679540068","11393","3","4","2","1"
"K6H","0.296582106198530302220977976857","0.640565525747038193620754012691","0.528418818222198548574094811497","-0.145556510521056157696901829041","26790","2","4","2","1"
"K6J","0.286088279061182577158027726559","0.706110381822561242873728061190","0.742347378014868517243734207471","-0.202089282484978300484873318309","14643","2","4","2","1"
"K6K","-0.540958212222078460941290635614","-0.279653568375719192624939349830","0.126199677189378877147016011645","-0.316388840415488475633187772926","2061","1","2","2","1"
"K6V","0.392852217441601376703749805508","0.111073683788795046989264042321","0.678439911247336953664229033764","-0.440825489937748161770655049012","25708","3","3","2","1"
"K7A","0.117358900786154300990412804057","0.422741963682770336288725140639","0.309663637563200506489184692180","-0.487840201350496109579272640837","12621","2","3","2","1"
"K7C","-0.182313132552739426931513526688","-0.202546451697944201779185961492","-0.113620907040370374725810382647","-0.386898756757580739865139328946","12309","2","2","1","1"
"K7G","0.094122449153305594947760125948","-0.147805624552240131673107199084","0.518781999023648062258480034350","-0.636477716379978592314297981967","6987","2","2","2","1"
"K7H","0.235562659617357931411349937450","-0.236444893196231102922779483680","1.007786627517516311170249061754","-0.609380827221770367542363243489","8793","2","2","2","1"
"K7K","0.790131935778997788157997653500","1.016985348464781315987993742667","-0.128315824123028663787250684396","0.005222819412561338058662495111","25570","3","4","1","2"
"K7L","1.076031637040608300090077001308","-0.597433285205911143447624582304","0.219578861981840987796019177684","-0.316717737755716919758826093273","13766","3","2","2","1"
"K7M","0.213295213201374205408150212435","-0.454071995497071131700854310384","0.335782022032303050195303577139","-0.180171363430900447121842021106","43778","2","2","2","1"
"K7N","-0.316293335123488796910258635654","-0.376616870898616035931261933692","-0.303674330616716745877451831279","-0.359293793213619327547300815831","5761","2","2","1","1"
"K7P","-0.485571073849255020088057237204","-0.809379844564775475509080902587","-0.412430510351401521739130434783","0.009054393584953589371216290589","14536","2","1","1","2"
"K7R","0.028154419402466777380847889055","-0.056745679451201968015448082156","0.752959556505883617730185201439","-0.556724890782634331493022031072","11393","2","3","2","1"
"K7S","0.202399478659149558743923994697","0.022495365266473848431285903668","0.422174570412017713113124171454","-0.487702922360010754054352629253","9052","2","3","2","1"
"K7V","0.336908675767437741775235674187","0.129261681797508649571020019066","0.711133277832372590880203368287","-0.673422878096948557885817180383","9441","3","3","2","1"
"K8A","0.022036751727146459477876106195","0.226385948959263385020796460177","0.625938935577248990539823008850","-0.569637459428694154734513274336","22600","2","3","2","1"
"K8H","-0.231694401076205119825708061002","-0.501116027122051659618095604255","-0.798733579547653618774830193515","-0.210531122187582028901704472639","7803","2","2","1","1"
"K8N","0.129219702118051664220973443306","-0.101754455543671141602465331279","0.439121251504327396537659748029","-0.429741274014482890106951871658","22066","2","2","2","1"
"K8P","0.604647869638121931106946100983","0.312968544779206361566422445618","0.229643391792812598432441642529","-0.158808341683826439825069574601","17607","3","3","2","1"
"K8R","-0.914423464364618000000000000000","-1.016169960559890000000000000000","-0.111496104643537000000000000000","-0.750646111383575000000000000000","662","1","1","1","1"
"K8V","0.121481673706976248234349919743","0.229821859450413860237203495630","0.263138005326585905185482432673","-0.314645992326689877791153914749","22428","2","3","2","1"
"K9A","-0.016434396143531001949705923216","-0.225273701345737263557634418562","0.818853782076240651981660723383","-0.512552693032076356152456814708","21593","2","2","2","1"
"K9H","0.686338449605790382448286508182","0.301318708047985234922595157235","0.596007585594704754024610770520","-0.409650765362889284157367794293","22673","3","3","2","1"
"K9J","0.284018173147639625364927851740","0.355145721840520770959278796506","0.348680143600155911477294928689","-0.352437769511651380013676072455","35829","2","3","2","1"
"K9K","-0.468151441100665503721707428224","-0.442935154000727483548534102993","-0.178030047594996487467719884551","-0.228290251026751588485492936351","6583","2","2","1","1"
"K9L","-0.721315581519745883383889450624","-0.517727400441457100438153016515","-0.075944559701493020694304010785","-0.396014986172141594438827098079","2967","1","2","1","1"
"K9V","0.231662428861545595821378991208","0.147124080227980758061082832022","0.868591306344183480648310967145","-0.403777093424092983933364183248","21610","2","3","2","1"
"L0A","-0.749703541271107839829319616554","-0.402820718162026899462239887772","-0.237719458869614882756605097031","-0.532830494062897723871872808043","8554","1","2","1","1"
"L0B","-0.791296979966571013048196039425","-0.418321019843597529794737318022","-0.263063363474712159327244778009","-0.530676940094875627181481146577","11059","1","2","1","1"
"L0C","-0.687532544837645123384061528391","-0.330416269809295942037637047946","-0.298006448216850914825724104075","-0.562665222853211472263132056946","6111","1","2","1","1"
"L0E","-0.321803309997197718322516225662","-0.031547711160494297360209685472","0.144231357015290352096854717923","-0.543130444811356414229281078382","16024","2","3","2","1"
"L0G","-0.792498846096601146529963898917","-0.739230723189570834847653429603","-0.354816122505834894212274368231","-0.411859790276055965400722021661","34625","1","2","1","1"
"L0H","-1.132920423840565844812554489974","-0.628510758928874103748910200523","-0.553257473438812857367044463819","-0.021325823500495629555361813426","1147","1","2","1","2"
"L0J","-1.120641689822892719970792259949","-0.696402564446763067177802117561","-0.339730644528737891931361810880","-0.304877833970724480115370573202","2739","1","2","1","1"
"L0K","-0.373078927319193833729863692689","-0.201773904164073234361833952912","0.510914797091518909793473771169","-0.668282662305222377141676992978","24210","2","2","2","1"
"L0L","-0.705974810328888276058890867464","-0.553940142066404391582930552022","-0.192815174826711695087127957263","-0.507317182581251592237980157721","31448","1","2","1","1"
"L0M","-0.632532117401232749643049672699","-0.258576213826621553923912206392","-0.390105043993164850635348479014","-0.367907307325666777050442818637","25970","1","2","1","1"
"L0N","-0.472410195353548707281700070501","-0.301990127671917630838956591802","-0.254393414463103018803504884681","-0.404704202961419262916708631282","9929","2","2","1","1"
"L0P","-0.836339111573588414402173913043","-1.012617448409163628027950310559","-0.523556406012968773291925465839","-0.604440127475370058423913043478","5152","1","1","1","1"
"L0R","-0.724404623518327747143529126140","-0.634831760149674121141677920580","-0.042957835601431039913964462923","-0.361518579981504679865863466003","65903","1","2","2","1"
"L0S","-0.389814812570689868789634062646","-0.572903156667714177802179701869","0.578734607082738144875778955171","-0.547777499926432102841299036429","36427","2","2","2","1"
"L1A","-0.020983524393085572355989027735","-0.179818493663288066443157573910","0.390961903931953272337701920146","-0.532630258828395634821700701006","13124","2","2","2","1"
"L1B","-0.774812584064990638475836431227","-0.392772112244044468122676579926","0.277731914406662841751858736059","-0.274386565315590712592936802974","8608","1","2","2","1"
"L1C","-0.581213877799280996044348629504","-0.435241849707294191346473668001","-0.485862989141505935297197412997","-0.161924074868206441241145672929","32470","1","2","1","1"
"L1E","-0.898116314167832693429649397258","-0.678346589447896222062206680777","-0.673913298738261696926474648017","-0.027845303022336617727201619582","21734","1","2","1","2"
"L1G","0.332654855723513042557511956609","0.050504820688323647762845004943","0.289055009288581681576134875892","-0.174124777859157538773078259011","37427","2","3","2","1"
"L1H","0.074975047202940810840579710145","0.466824461500331644802831142568","-0.049638431355379338078867542973","-0.358408862116817286545331985170","29670","2","3","2","1"
"L1J","0.010628098772788493061499254700","0.444346122011789226436505265182","-0.315860650202556384419387411646","-0.032188144235248566168678174737","41594","2","3","1","2"
"L1K","-0.799627576562185005520332313074","-0.583468673093105864068648885002","-0.766171396159068629536510712724","0.092625482715267467479230432882","18296","1","2","1","2"
"L1L","-0.214443753486242972413793103448","-1.376677402480048396551724137931","-0.421428789788331775862068965517","-0.044573662446880470172413793103","1160","2","1","1","2"
"L1M","-0.921928213264004515161395500489","-1.348422447708678225953700684708","-0.703913795352707828293120313009","0.111942732380884970736876426475","12268","1","1","1","2"
"L1N","-0.304392123120084543763671214342","-0.497369602352388582519517420228","-0.251502773345002165159544480776","-0.076882919822475749255158416958","44345","2","2","1","2"
"L1P","-0.753637926425165816494217894096","-0.696695085749568265976871576385","-0.974030309959542117954960438223","0.712537572510799468691418137553","16430","1","2","1","2"
"L1R","-0.963731423126428802007990272711","-0.727111727120077715205836373111","-0.827927652580162352162584679521","0.549311062837629509032482195588","28785","1","2","1","2"
"L1S","-0.358113520526118203324249210761","-0.311520402497415655535468551847","-0.356940586599706600751193977497","0.286738019906900587315506867057","37061","2","2","1","2"
"L1T","-1.081427568758503246039011703511","-0.616586710321309735906371911573","-0.906799597334548241864759427828","1.344074485754592459602080624187","38450","1","2","1","3"
"L1V","-0.707601346157093106303318532859","-0.530666933214278069455609099135","-0.537125292492130022996149070937","0.623054063976292666934407945961","47521","1","2","1","2"
"L1W","-0.411595769557309080210803689065","-0.324074414257924688392621870883","-0.186397151708266754571805006588","-0.072282299089333843221343873518","15180","2","2","1","2"
"L1X","-1.111585294264110195255734435105","-0.551548735603361145597663484827","-0.750096127522304191879185069098","1.028291500406011898306026499501","14038","1","2","1","2"
"L1Y","-0.770952642803047795180722891566","-0.940816569649229373493975903614","-0.478010377520409990732159406858","-0.171643881236794440037071362373","1079","1","1","1","1"
"L1Z","-0.960608705005974166889185580774","-0.765045570629602493591455273698","-1.044693690405392363017356475300","1.403720051961573512950600801068","7490","1","1","1","3"
"L2A","0.057569312847812866088143525741","0.171671041865438598732449297972","0.364624343113643317817212688508","-0.170320192875795137285491419657","15384","2","3","2","1"
"L2E","0.515200591243325617448521153126","0.561702310300748734818420067390","0.276712143459479932422313740172","-0.317700487589384780107325595907","16026","3","3","2","1"
"L2G","0.239066963801170003871576959396","0.371744369513715106034852777062","0.237643834535186330667868486565","-0.151917031841433142080006867542","23298","2","3","2","1"
"L2H","-0.605767002674743902687984360818","-0.454486187519128823989387698108","-0.231985884075495797982266284996","0.023499256589185438567339244572","14323","1","2","1","2"
"L2J","-0.217355814389415547607336097252","-0.300974229062321752343475511208","0.542023861235801569095636286979","-0.375626049104379869136392382826","14231","2","2","2","1"
"L2M","0.148876807786053152369699356702","0.180162778424277631370618353683","0.515717485560809225766706052252","0.030485416590908353685834317973","30468","2","3","2","2"
"L2N","0.100335787579811360363387468110","-0.465625816008913294234957376641","0.779264963909467097746251011138","-0.451439627398504843600273785079","32142","2","2","2","1"
"L2P","0.182083422021645561671744097487","0.256209407373062771982102056359","-0.049440746446511721119573495811","-0.090465832138478519192688499619","10504","2","3","2","1"
"L2R","0.801499089223694836713775430968","0.363585846068192850965470828804","-0.079300245892861587555003364912","-0.028499045607546884127970181705","19317","3","3","1","2"
"L2S","-0.293112576764642736135499934478","0.150301130549857748938540165116","-0.129047834704036942720482243481","0.159800942734924180874066308479","15262","2","3","1","2"
"L2T","0.217892261637447166681599283234","-0.276070696417892720674207638033","1.036732120955634368798297681711","-0.275787152641318532624034046366","8929","2","2","3","1"
"L2V","-0.144832133579840685723845639081","0.017080880929688663484273923712","0.188135583832645142754108112127","-0.468915589558609089556100825340","13449","2","3","2","1"
"L2W","-0.741333685858389909169363538296","0.148966078196859267529665587918","-1.050711826939623166127292340885","1.044153182523993475728155339806","1854","1","3","1","2"
"L3B","0.342124560384846437752001884126","0.768582733628085275624116815827","0.429032238206494451305934997645","-0.369709015859506454570183702308","16984","3","4","2","1"
"L3C","-0.155658191861104152005476208096","-0.106713900320837996181454895286","0.263850693429191192866128912899","-0.410035695889220507836897802116","27026","2","2","2","1"
"L3K","0.089313339236255061265260821310","0.404511928093603066844247132815","0.801413899256321822641509433962","-0.613435098598415434603526945369","16218","2","3","2","1"
"L3M","-0.455924283524249599349840918523","-0.797569069911776094651173514087","0.144189469500944411643380827224","-0.437852792654085745746299626504","21687","2","1","2","1"
"L3P","-0.750245258990674973255751738898","-0.679170712200485796948635634029","-0.291270305714948538413590155163","0.632054604724258482737292669877","37380","1","2","1","2"
"L3R","-0.955198862994130091323844804055","-0.406197345655417303281341392084","-0.112851601861261238815363618639","1.747560988527144570118931565607","51290","1","2","1","3"
"L3S","-1.273799806172866278498157913747","-0.138130400728507237224662284187","-0.418501738171519429841797298273","2.796252792122014263165498808062","55372","1","2","1","4"
"L3T","-0.275861610139264988140610093202","-0.595996333491703979063333251792","-0.049128170037771080396291494410","1.054491362911106220425646419922","40879","2","2","2","2"
"L3V","0.115126352580343450726558407543","0.008636472636785187731796752226","0.320261179149943164948140387638","-0.405639543752952437595599790466","38180","2","3","2","1"
"L3X","-0.972989855899627968076802997190","-0.853258517825995330471433031533","-0.885764157270001234256946612551","0.614852685104814213772244770528","25624","1","1","1","2"
"L3Y","-0.165429144712122779571907902349","-0.476465643298669855499247946315","-0.389309623034708549976859886613","-0.107023584071936076188684484554","43215","2","2","1","1"
"L3Z","-0.710262840989524266740121199980","-0.543576886763352219081484449341","-0.591121582981492354479891821505","-0.141015793868902873431161416337","19967","1","2","1","1"
"L4A","-0.469466410714443138693467336683","-0.867385575627438167818257956449","0.061860125051894052266541038526","-0.332545612003567200638609715243","19104","2","1","2","1"
"L4B","-0.881451693666824494718093600295","-0.612373953461040294300454489620","-0.351539756900883104736825942759","1.954214626167806782551283626090","32564","1","2","1","3"
"L4C","-0.297690585457904168602473339905","-0.487196903809763989203034919497","-0.236803760380095804206619470084","0.943203104403473384422140574126","66954","2","2","1","2"
"L4E","-0.789707522210789396644507755619","-1.130677318787721715722274981534","-0.775161752397208152157855861560","0.994076498475806950786113749077","28431","1","1","1","2"
"L4G","-0.640548733229229763975761310533","-0.743632584531694693190571560622","-0.583992551371620755718173881785","0.110245681472723364310070353823","38946","1","2","1","2"
"L4H","-1.128044826298176732330215534770","-0.733297377216985594591297275315","-0.655743663996747028385522570150","1.158060877460254345858072387149","24590","1","2","1","3"
"L4J","-0.722618460097179285179705555859","-0.671919320447134140084802824334","-0.318822087003919651544102928063","0.729957737772037698475368965078","54951","1","2","1","2"
"L4K","-0.907259923464040327996084463711","-0.523339722940190434191022234652","-0.631880620518021781499091036219","1.304403011171422020976087260523","14302","1","2","1","3"
"L4L","-0.928840578806987224546240276577","-0.234665776926016341301065975223","0.126153641856110878271391529818","0.068006280648633828318448093729","52065","1","2","2","2"
"L4M","0.104978109533520073950670333448","-0.226638504966634080425690386158","-0.337939154208796600096253007906","-0.044435547267097907651827661281","34908","2","2","1","2"
"L4N","-0.410023500363751644551103106709","-0.508566607488602238067537145430","-0.498577833053191606790859972985","0.097867083521483610132260243134","88840","2","2","1","2"
"L4P","-0.560970472714058423087409783480","-0.142393704356452489903769045710","-0.646789536836319774218123496391","-0.087617487801518912778668805132","24940","1","2","1","1"
"L4R","0.251000072345633796801284426331","0.440286865131325636359145362480","0.479615782179868530270470544646","-0.426019104283025884574533777942","16194","2","3","2","1"
"L4S","-1.072165619979608141187956664147","-0.739298213400568534832451499118","-0.519755674668797315192743764172","2.076048200142308161533131771227","31752","1","2","1","3"
"L4T","-0.472616123572818990677712888768","0.306337540693581268819774548418","-0.302375929144519290174113812305","3.094736091972846091321472225995","36815","2","3","1","4"
"L4W","-0.291728639635473072746781115880","-0.473308328439973511451009040270","-0.048685358829202553100173500137","0.722990014054447255857912519405","21902","2","2","2","2"
"L4X","0.136672728889365017965715469470","0.297713272409190520793412398363","-0.246704994505010133072660417422","2.390059548824829451602879486250","19309","2","3","1","4"
"L4Y","0.088127041004346347618002195390","-0.009630860728419432869374313941","0.172315914151260921646542261251","1.180376230997154489159165751921","22775","2","3","2","3"
"L4Z","-0.438602783386306990462905894184","-0.371740112313898826480033736659","-0.650290443106444809014824666688","2.044223764803176494907061991112","30827","2","2","1","3"
"L5A","0.408925818711153049989235737352","-0.063026679849980129825618945102","-0.300812124891452842062432723358","2.064571447322511055065662002153","46450","3","3","1","3"
"L5B","0.215095857259866548257157000248","-0.385025594787497572741522976652","-0.411857253308261897918901080769","2.409204371980844343206418612326","48484","2","2","1","4"
"L5C","-0.482887113114964549978333092590","-0.273614759907641037481944243825","-0.374135800792124487299581106457","1.609344364850009853510039000433","27692","2","2","1","3"
"L5E","0.128756625617313854942368145302","-0.239192464587395295406915822564","0.101775248496771298987076493189","-0.022367855604197444717079986029","11452","2","2","2","2"
"L5G","0.345328680643565026869925087747","-0.401488505189429775177798732254","-0.236612341809079152464770286552","0.169724936548918878611666404736","19089","3","2","1","2"
"L5H","-0.564926202567795050926224746660","-0.915839698103441123449299683728","-0.419892490918293671160524107662","0.305583775217896987009617246498","15493","1","1","1","2"
"L5J","-0.238338722030974972674439591380","-0.463666809435152683767101035989","-0.227140636623629236340107569577","0.528348290904677120806410858030","27703","2","2","1","2"
"L5K","-0.290986530326519873569277108434","-0.138749885940794341596385542169","-0.330660841905997981536144578313","1.796517077121106382981927710843","13280","2","2","1","3"
"L5L","-0.529913521231830463450817568986","-0.398096596977927204599846049777","-0.591833332872792013125422779968","1.163704440188336655209815492991","42871","2","2","1","3"
"L5M","-0.865458979061366002543704331779","-0.803795601860853294024788648096","-0.666626775360671542507543829023","2.005199391707989516347041073343","80198","1","1","1","3"
"L5N","-0.769387201684752177174044875682","-0.752240819008173814516919345058","-0.884090139729776842595512431777","1.318550460856388620594299575500","82450","1","2","1","3"
"L5R","-0.497254335334054146206771682057","-0.387008911842623387724063009234","-0.510682625016383841734564548253","2.161002987850098347456092703241","33138","2","2","1","3"
"L5V","-1.121991750085031057809563104571","-0.469597053890497076970613854124","-0.694169201352676459874845275753","2.558407952360789738435795168019","43626","1","2","1","4"
"L5W","-1.064755680500201676922192190465","-0.977298646203300744148599689459","-0.839076748224481300304790384726","2.368466354198624928748059117833","17389","1","1","1","4"
"L6A","-1.250173092913588008143889013935","-0.504179242372314594831290540402","-0.488308966713071477437539645188","0.989142071086892968875202062573","48871","1","2","1","2"
"L6B","-0.265676340637602751464435146444","-1.222311870551487280334728033473","-0.907112568458889878661087866109","2.295332277174946736401673640167","1195","2","1","1","3"
"L6C","-1.040313339268810673810020565706","-0.793502347183298714375130398498","-0.489646630446921437465351256296","2.061611613313036696968793776639","33551","1","1","1","3"
"L6E","-0.726316594629932643526262964202","-1.054946857741921509668785547006","-0.481546743613491443682390989183","2.318143459971219763945578231293","17934","1","1","1","4"
"L6H","-0.713206409417041248552326324827","-0.879544728020570649107611932119","-0.602922991823455055815355387903","0.547756671687122951378258407468","54743","1","1","1","2"
"L6J","-0.707922355931107989834815756036","-0.982268433488771125158831003812","-0.026767474134245402803367217281","0.102206989671375083219504447268","25184","1","1","2","2"
"L6K","0.726206143595514104768534632788","-0.096329372806541684998259658893","0.396976935128937115429864253394","0.342436627720236384093282283328","11492","3","2","2","2"
"L6L","-0.276677148739189814907727797001","-0.855673754428736730758774097874","0.486894082693875922042346350305","-0.278747739314272721008403361345","24276","2","1","2","1"
"L6M","-0.768039470368550297158310439560","-1.109754789455255781712311126374","-0.821263409714033682520604395604","0.801303326313235984171102335165","46592","1","1","1","2"
"L6P","-1.194009918464040503435043634338","-0.573643739423826160394875286254","-0.698046715558532230395494213035","2.609142956329381902144581296033","32314","1","2","1","4"
"L6R","-1.414810355233187997527812113721","-0.420869932619252269527597140861","-0.617515554866070539040862757744","2.843811796826850926425538775730","55821","1","2","1","4"
"L6S","-0.623708276113864563764361813244","-0.301671098565997518141842490077","-0.604193689557067633265092960100","1.118603703352928653283893879256","47870","1","2","1","3"
"L6T","-0.113349612779516658486578557234","0.122850215664467209471343405987","-0.345136351094679489556824275305","2.042210709546286112680503422389","31703","2","3","1","3"
"L6V","-0.385951674099381537904717853839","0.082209647276170094315448658649","-0.712830586999183110181544865865","1.458553699338811859360545790934","34592","2","3","1","3"
"L6W","-0.277507848900932388152414254127","-0.011295572840504985631716974341","-0.169333752068485115359695582866","1.001418695918836793222605029053","19447","2","3","1","2"
"L6X","-0.736169803906798998951513783330","-0.269280020974069006546768003612","-0.732698897563680276136152707753","1.578231832985424799325256477789","39867","1","2","1","3"
"L6Y","-0.614848113214364599550090906289","-0.102370150036893472241225231888","-0.406872148032801988279251795014","2.566436181745133873497735046686","64902","1","2","1","4"
"L6Z","-0.994763736559261164023399415015","-0.460820534950709899736756581085","-0.751512360472049912057198570036","0.996454420386922713097172570686","30770","1","2","1","2"
"L7A","-1.000848949699792013426908862153","-0.844762456050842779468428088386","-1.007379092835494288924274593064","2.173188910603089368463474089801","50868","1","1","1","3"
"L7B","-0.815631572915329534356620284034","-0.835048605613358545115478410558","-0.086956081692209874451298235547","-0.354036114889889425749533782815","6971","1","1","1","1"
"L7C","-0.833196759218728733676092544987","-0.713823959809435628644876973926","-0.379052952366353269342636797650","-0.259138838219677531231729709879","13615","1","2","1","1"
"L7E","-1.011333417612453372453563577277","-0.812231733585824097361327938318","-0.586225353582611981055851148565","-0.069338645402744443658202440501","31387","1","1","1","2"
"L7G","-0.708456262484900204901577369313","-0.854625386828411607120323295529","-0.509890389972698907905097119020","-0.174295501641739553330726111328","38355","1","1","1","1"
