"PCODE3","instability_DA06","deprivation_DA06","dependency_DA06","ethniccon_DA06","DAPop_2006","instability_q_DA06","deprivation_q_DA06","dependency_q_DA06","Ethniccon_q_DA06"
"K1M","0.681350409862030901424227876460","-0.936181382071424210433669387102","-0.040086991276836725236037766043","-0.345591273641851185680908945431","6249","3","2","2","1"
"K1N","2.225859616778130243637709164166","0.041171341117685392920281215311","-0.595847268257045133330592443366","0.401478222152617124958269950253","24323","5","3","1","2"
"K1R","2.082357719050401085181002199370","0.047693097382538749509599952446","-0.473402607629023666468525233312","0.808669453519468082043630743625","16823","4","3","1","2"
"K1S","0.695198431970527567671119783849","-0.747966281202594114991744220955","-0.592045068352043155370009006304","-0.042262869937451479919693785650","26648","3","2","1","2"
"K1T","-0.258875438504370135598383998940","-0.359473173343267562570368898603","-0.612566313843544880296708391284","0.623808492351330904766540830519","30198","2","3","1","2"
"K1V","0.309014053722668006940180481905","0.015659280864151333403107265792","-0.317311037499013957928644525072","1.056276454614095410537026700158","42996","2","3","1","2"
"K1W","-1.126429442582269941216931216931","-1.062296408154463786507936507937","-0.689646816036271131216931216931","0.020108666275663270370370370370","3780","1","2","1","2"
"K1Y","0.843141945943144815125707583253","-0.334753800576359086786679585904","-0.520663907119469090664490795043","-0.140107555815692791891478402774","19609","3","3","1","1"
"K1Z","1.123437113179687609234343238796","0.383599118026490739362114025748","-0.405116909865660239667021585519","0.486527445678380096253024876585","20662","3","4","1","2"
"K2A","0.365159255900674737128339903636","-0.587259802071615552942035333625","0.614207755623525190436560081764","-0.059961305741936627682873412177","13698","3","2","2","2"
"K2B","1.006764347657553900581288625099","0.368676723936475280318790919660","0.255129317392188905311142385119","1.111330405234418077109465826348","32686","3","4","2","2"
"K2C","0.357355695884900366212170694535","-0.431031337798373403311561071195","-0.139505265131438701331373829741","0.704336590914556664315262355759","36744","3","3","2","2"
"K2E","0.364207465838725024230769230769","-0.306231257815730331838235294118","0.348139954306325065684389140271","0.531644921121530821685520361991","17680","3","3","2","2"
"K2G","-0.441094192728318411489846074247","-0.710629267094706633808304229724","-0.187404426963585118647005562023","0.361890839416026525321433191049","38655","2","2","2","2"
"K2H","-0.057904603332871742254910017257","-0.667758892095927673563974032377","0.233828398484704662581148820774","-0.009199261816851354006491905662","24338","2","2","2","2"
"K2J","-0.831111062123569121310890988261","-1.057944419783279837335438364187","-0.820681613622028547475745461027","0.398816164545435608520282142039","39271","1","2","1","2"
"K2K","-0.564303788506496461065623854332","-1.148001654195209450405311825329","-0.369608248798217923296264613630","0.647668088624734259961709234592","24549","1","2","1","2"
"K2L","-0.526415775884526245757817167895","-0.778829251461248177355108544115","-0.704148598098558361431985660227","0.014262081472458100403306114320","20084","2","2","1","2"
"K2M","-0.985193941085780944446183544634","-1.167118587567790853915584076799","-0.580561345219479276725622163093","0.505308617014792532597693953149","19167","1","2","1","2"
"K2P","2.959042134114662605905942398833","-0.648333894627768980969741159315","-0.505397087869987217790740065622","0.119544349526351747845424717463","13715","5","2","1","2"
"K2R","-0.809135427103820000000000000000","-1.293802595989600000000000000000","-0.651318191371832000000000000000","-0.188889018607034000000000000000","554","1","2","1","1"
"K2S","-0.988322148824814272279869552327","-1.034457957762372867417729024607","-0.116053665986438238962348058109","-0.212679503226084828818855618144","16865","1","2","2","1"
"K2W","-1.382277783487760000000000000000","-0.465756143792000000000000000000","-0.736341290324531000000000000000","-0.174391303507174000000000000000","448","1","3","1","1"
"K4A","-0.860611152849179582853079859292","-0.975819726536394518800987950004","-1.084053322285803508547264426315","0.209569770287087081827707506923","26722","1","2","1","2"
"K4B","-0.713767079991209334320778671181","-0.960131542502321155734236140499","-0.683279935936596096064325010580","-0.509357370324190706728734659331","2363","1","2","1","1"
"K4C","-0.462000520773621389270976616231","-0.799554271803856354883081155433","-0.074992261911981874277854195323","-0.574991621634877156258596973865","3635","2","2","2","1"
"K4K","-0.516692934819398159289275677636","-0.445582086026960548345571571027","-0.451403011282703063864563502856","-0.381571178547457431610914694951","11031","2","3","1","1"
"K4M","-0.828368833042017127677806341045","-1.034468305379776006855184233076","-0.145557597903915209083119108826","-0.415791679640945440259925735504","7002","1","2","2","1"
"K4P","-0.968894487957875682102810543178","-1.168895902210290167758846657929","-0.479698729921039589515072083879","-0.303968839756181191903305664774","6867","1","2","1","1"
"K4R","-0.845709271745782118279569892473","-0.811624242120745831664812754913","-0.674873409325218458769002595476","-0.386287148121553712476826103077","5394","1","2","1","1"
"K6A","0.567250780742546297006934082331","0.795213227520670322540156236285","0.766977472969110631177038532432","-0.362432655924846042306679540068","11393","3","4","2","1"
"K6H","0.334193943896565920427638982669","0.655696620044586955695958329314","0.544670354808464322362624995981","-0.161742900670268933693450371371","31101","2","4","2","1"
"K6J","0.277648588080342217586264100863","0.692952639738013668573324485733","0.719739012496581289323158593232","-0.207562935389519078964830789648","15070","2","4","2","1"
"K6K","-0.540958212222078460941290635614","-0.279653568375719192624939349830","0.126199677189378877147016011645","-0.316388840415488475633187772926","2061","1","3","2","1"
"K6T","-1.018372567112420000000000000000","-0.541830145299717000000000000000","-0.045829976616550400000000000000","-0.751472836397736000000000000000","476","1","2","2","1"
"K6V","0.392852217441601376703749805508","0.111073683788795046989264042321","0.678439911247336953664229033764","-0.440825489937748161770655049012","25708","3","3","2","1"
"K7A","-0.026335846463820571488968159598","0.345689904885337271218126568899","0.233674081083544186378649755582","-0.510995497855149151671290791386","15138","2","4","2","1"
"K7C","-0.213180725855725697775255391600","-0.224257857253272276027241770715","-0.076512853051369786492622020431","-0.410588621022658478471433976542","13215","2","3","2","1"
"K7G","0.048569263027531212786160249740","-0.179111410295011425728407908429","0.470381431484121969302809573361","-0.633134573047938138982830385016","7688","2","3","2","1"
"K7H","0.235562659617357931411349937450","-0.236444893196231102922779483680","1.007786627517516311170249061754","-0.609380827221770367542363243489","8793","2","3","3","1"
"K7K","0.783773024673582737458015506796","0.732026540610473309025112220234","-0.146908288108078324294189660043","0.030205985055018484193740779107","31857","3","4","2","2"
"K7L","1.082553235164690855425038639876","-0.478691415372644161817362184441","0.272820349604759244590417310665","-0.272005146428102744294178258630","15528","3","3","2","1"
"K7M","0.196089203544858808442565217391","-0.470266127271961241556521739130","0.326495247400002155988043478261","-0.173903403277052719810869565217","46000","2","3","2","1"
"K7N","-0.316293335123488796910258635654","-0.376616870898616035931261933692","-0.303674330616716745877451831279","-0.359293793213619327547300815831","5761","2","3","1","1"
"K7P","-0.485571073849255020088057237204","-0.809379844564775475509080902587","-0.412430510351401521739130434783","0.009054393584953589371216290589","14536","2","2","1","2"
"K7R","0.028154419402466777380847889055","-0.056745679451201968015448082156","0.752959556505883617730185201439","-0.556724890782634331493022031072","11393","2","3","2","1"
"K7S","0.202399478659149558743923994697","0.022495365266473848431285903668","0.422174570412017713113124171454","-0.487702922360010754054352629253","9052","2","3","2","1"
"K7V","0.336908675767437741775235674187","0.129261681797508649571020019066","0.711133277832372590880203368287","-0.673422878096948557885817180383","9441","2","3","2","1"
"K8A","-0.086908169648379523177703668414","0.109989409668609773601318087978","0.521750484551306762451167222487","-0.556400138730577297205018262665","25188","2","3","2","1"
"K8H","-0.231694401076205119825708061002","-0.501116027122051659618095604255","-0.798733579547653618774830193515","-0.210531122187582028901704472639","7803","2","2","1","1"
"K8N","0.187180021563072953409480688756","-0.056615938236196787185291898196","0.534599549154058727550250394457","-0.384279904773769978359744803458","29154","2","3","2","1"
"K8P","0.604647869638121931106946100983","0.312968544779206361566422445618","0.229643391792812598432441642529","-0.158808341683826439825069574601","17607","3","3","2","1"
"K8R","-0.914423464364618000000000000000","-1.016169960559890000000000000000","-0.111496104643537000000000000000","-0.750646111383575000000000000000","662","1","2","2","1"
"K8V","0.121481673706976248234349919743","0.229821859450413860237203495630","0.263138005326585905185482432673","-0.314645992326689877791153914749","22428","2","3","2","1"
"K9A","-0.036070967868056335479929402181","-0.229064605844932097750825903969","0.799225463773204379446983753451","-0.509496447051978253989229307146","22097","2","3","2","1"
"K9H","0.640587903566805397695798319328","0.266824253568418783912605042017","0.579633205579758392605042016807","-0.354852874529189203391596638655","29750","3","3","2","1"
"K9J","0.109772042866708485102230895463","0.103888747866250527979332061915","0.355430319644542401209030026168","-0.355846832280707548441256042933","45094","2","3","2","1"
"K9K","-0.468151441100665503721707428224","-0.442935154000727483548534102993","-0.178030047594996487467719884551","-0.228290251026751588485492936351","6583","2","3","2","1"
"K9L","-0.721315581519745883383889450624","-0.517727400441457100438153016515","-0.075944559701493020694304010785","-0.396014986172141594438827098079","2967","1","2","2","1"
"K9V","0.222852480126043015542190467577","0.138360546556950951510355430949","0.893439113411433577679750384372","-0.417450218864787292339694311296","22114","2","3","3","1"
"L0A","-0.769808776696882256578359874981","-0.420808382290340020062509301979","-0.171828300627397131455573746093","-0.558440412057846782110433100164","13438","1","3","2","1"
"L0B","-0.770963763248545415303725846055","-0.488606287569487861054766734280","-0.230148739764888238187253122665","-0.549492985309156068111455108359","18734","1","2","2","1"
"L0C","-0.782951369852335325236387349201","-0.446450306786407260416693837626","-0.315290947194907027722530159765","-0.515238466807975811379197913270","12268","1","3","1","1"
"L0E","-0.359939042848287792342213310417","-0.038533614901307751871479041344","0.044893788214082230401986059391","-0.533937824332175595021006397403","20946","2","3","2","1"
"L0G","-0.780983096519861978604868913858","-0.733499609666345884312223357167","-0.356257737094530655490296220633","-0.425076555855359735223016683691","46992","1","2","1","1"
"L0H","-0.602799935578713152901346350681","-0.886191549214227655003543028108","-0.533443930084499717187623021809","0.425695467435055694731910873160","12701","1","2","1","2"
"L0J","-1.149410773557194217249131412222","-0.669281533920581139536071939505","-0.359333737251031288217862252197","0.405421342526362039799918250562","19572","1","2","1","2"
"L0K","-0.440878050973621065175144508671","-0.225970153425845639385181292696","0.364275132843851093712559117183","-0.678565158540067350620073568050","38060","2","3","2","1"
"L0L","-0.708149555441194268729279574375","-0.583231290757279351029321263375","-0.121667444117329443797272348282","-0.515614614911831418059277787704","50373","1","2","2","1"
"L0M","-0.642540873911771903444450716947","-0.327196864699257283264762334876","-0.284090381689678674189906288811","-0.418989337960773247657220277746","35428","1","3","1","1"
"L0N","-0.680533262498902333832771883956","-0.417773034666368317482025240082","-0.300171724289607942918195987732","-0.398996784679827698511740157876","19889","1","3","1","1"
"L0P","-0.775881896524647642753239883629","-0.886452790264681341285374239619","-0.319437009264701363356254959006","-0.522419105351662525852948955303","15124","1","2","1","1"
"L0R","-0.760032391612964574111583732811","-0.640128129413616533990502554408","-0.018145800155851002632615398465","-0.419184250451283850867598406590","88866","1","2","2","1"
"L0S","-0.428754848447467894182197655269","-0.546212447899004386352296629653","0.396354728385498351161603808965","-0.536724494553263465469842978036","61329","2","2","2","1"
"L1A","-0.062215806778371320719929762950","-0.187429371720139725490196078431","0.343895412158293878413813286509","-0.539312451005169221495463857185","13668","2","3","2","1"
"L1B","-0.706063213928733596121470431540","-0.466485357372266359254128929142","0.762479369295044382717101758125","-0.349379246222919987639850825786","9385","1","3","2","1"
"L1C","-0.590205313076015926464096570904","-0.438098899413059152579070386698","-0.475909526529752020855646616764","-0.182482716973234781091156543093","33799","1","3","1","1"
"L1E","-0.898116314167832693429649397258","-0.678346589447896222062206680777","-0.673913298738261696926474648017","-0.027845303022336617727201619582","21734","1","2","1","2"
"L1G","0.250285342737422750883346879411","-0.044690096295029088252983701929","0.204460267019243179397484707191","-0.150162395211656376557299910168","46754","2","3","2","1"
"L1H","0.021910202988835047685930111159","0.376211398241898980326106982743","-0.089443796065839414843702020512","-0.318166264866500247184179819444","32566","2","4","2","1"
"L1J","-0.006230805219688362123860361850","0.431154286244088129160564977089","-0.303607158582410008539373612358","-0.043178830447956375011101138457","42338","2","4","1","2"
"L1K","-0.799627576562185005520332313074","-0.583468673093105864068648885002","-0.766171396159068629536510712724","0.092625482715267467479230432882","18296","1","2","1","2"
"L1L","-0.214443753486242972413793103448","-1.376677402480048396551724137931","-0.421428789788331775862068965517","-0.044573662446880470172413793103","1160","2","1","1","2"
"L1M","-0.773188695608259765724656468758","-1.278935813159101744672024889811","-0.646258855137097726652838994037","0.242143777748117964272750842624","19285","1","2","1","2"
"L1N","-0.290198348376121377093775530482","-0.499165612254562667774249817837","-0.198107665447831923513435933670","-0.088578629648570946007198215902","45289","2","2","2","1"
"L1P","-0.753637926425165816494217894096","-0.696695085749568265976871576385","-0.974030309959542117954960438223","0.712537572510799468691418137553","16430","1","2","1","2"
"L1R","-0.963731423126428802007990272711","-0.727111727120077715205836373111","-0.827927652580162352162584679521","0.549311062837629509032482195588","28785","1","2","1","2"
"L1S","-0.427770229163333741922686802660","-0.452913704079490760730305420940","-0.430045773863716970820241181111","0.369453208039686415676772230362","44365","2","3","1","2"
"L1T","-1.081427568758503246039011703511","-0.616586710321309735906371911573","-0.906799597334548241864759427828","1.344074485754592459602080624187","38450","1","2","1","3"
"L1V","-0.764023037472152872961885672087","-0.536331643096570397775533886938","-0.648804332630607567175561014574","1.144833975185102786752520609468","66353","1","2","1","3"
"L1W","-0.411595769557309080210803689065","-0.324074414257924688392621870883","-0.186397151708266754571805006588","-0.072282299089333843221343873518","15180","2","3","2","2"
"L1X","-1.111585294264110195255734435105","-0.551548735603361145597663484827","-0.750096127522304191879185069098","1.028291500406011898306026499501","14038","1","2","1","2"
"L1Y","-0.770952642803047795180722891566","-0.940816569649229373493975903614","-0.478010377520409990732159406858","-0.171643881236794440037071362373","1079","1","2","1","1"
"L1Z","-0.960608705005974166889185580774","-0.765045570629602493591455273698","-1.044693690405392363017356475300","1.403720051961573512950600801068","7490","1","2","1","3"
"L2A","0.057569312847812866088143525741","0.171671041865438598732449297972","0.364624343113643317817212688508","-0.170320192875795137285491419657","15384","2","3","2","1"
"L2E","0.358996645388079610010129051621","0.436607995328290438970588235294","0.232811392405233362094837935174","-0.123847237498265006067677070828","26656","3","4","2","1"
"L2G","0.218141015242685164825910931174","0.346942508002222295012145748988","0.173015695982502900481781376518","-0.144203653783361295877732793522","24700","2","4","2","1"
"L2H","-0.605767002674743902687984360818","-0.454486187519128823989387698108","-0.231985884075495797982266284996","0.023499256589185438567339244572","14323","1","3","2","2"
"L2J","-0.217355814389415547607336097252","-0.300974229062321752343475511208","0.542023861235801569095636286979","-0.375626049104379869136392382826","14231","2","3","2","1"
"L2M","0.158416854216747422481872011653","0.225446214653735781089895823438","0.487954710754933906261992970457","0.050345107542981123146828789462","31581","2","3","2","2"
"L2N","0.098242258417257140038475411807","-0.471918983180469352410725021041","0.781187331715837743692437176867","-0.451362004017556643922087291091","33268","2","3","2","1"
"L2P","0.242887374360994102823803967328","0.339753470929634457635161415792","-0.140656320180135753375340334500","-0.080030884309095287016725009724","12855","2","3","2","2"
"L2R","0.695023543820939233517273359610","0.196588180826974055372130767447","-0.092508035560723040287502898215","0.001449320231506327720843960121","21565","3","3","2","2"
"L2S","-0.253040675760983996339522546419","0.064842469730852347262010020631","-0.065818389765298619027409372237","0.096080461942404222428529325081","16965","2","3","2","2"
"L2T","0.194524113801580404964096159850","-0.255024995788797956384639400562","0.927168849671358447184930794047","-0.305796471043022780497450307004","9609","2","3","3","1"
"L2V","-0.144832133579840685723845639081","0.017080880929688663484273923712","0.188135583832645142754108112127","-0.468915589558609089556100825340","13449","2","3","2","1"
"L2W","-0.741333685858389909169363538296","0.148966078196859267529665587918","-1.050711826939623166127292340885","1.044153182523993475728155339806","1854","1","3","1","2"
"L3B","0.316544490500654397387088320084","0.672102932078493032410238490434","0.379601269277897062259980780991","-0.344050546350671621106840220145","22894","2","4","2","1"
"L3C","-0.155658191861104152005476208096","-0.106713900320837996181454895286","0.263850693429191192866128912899","-0.410035695889220507836897802116","27026","2","3","2","1"
"L3K","0.089313339236255061265260821310","0.404511928093603066844247132815","0.801413899256321822641509433962","-0.613435098598415434603526945369","16218","2","4","2","1"
"L3M","-0.467416437865636019477281520010","-0.806484335515894595568069466535","0.082760962499262948515238791214","-0.409759874111264386708507071315","23263","2","2","2","1"
"L3P","-0.729868348504711370723201616200","-0.683060435150564768417710863657","-0.162548703092467860840809062267","0.620125912704271855557372712186","41579","1","2","2","2"
"L3R","-0.825175712485910385949006696251","-0.400448890636022316444465651890","-0.153158593402097324073738289513","1.879012582863515049250051693149","62871","1","3","2","3"
"L3S","-1.273799806172866278498157913747","-0.138130400728507237224662284187","-0.418501738171519429841797298273","2.796252792122014263165498808062","55372","1","3","1","4"
"L3T","-0.272218948004695808307289467016","-0.644837603209790537569262606639","-0.078195168239982522289044682828","1.100834938130359243702593124419","47356","2","2","2","2"
"L3V","0.106765265933250493778751933987","0.013851676495501533460546673543","0.318158374033348572401237751418","-0.404339028973488124481691593605","38780","2","3","2","1"
"L3X","-0.887234529834808796647583931690","-0.968741918365755830196002328741","-0.904185922074941477624684649719","0.733552257555619394985930525907","41224","1","2","1","2"
"L3Y","-0.201695620119266482769075290551","-0.490714699383031764360568578773","-0.390084904433932185540567260584","-0.120619452798650879001120460487","45517","2","2","1","1"
"L3Z","-0.710262840989524266740121199980","-0.543576886763352219081484449341","-0.591121582981492354479891821505","-0.141015793868902873431161416337","19967","1","2","1","1"
"L4A","-0.469466410714443138693467336683","-0.867385575627438167818257956449","0.061860125051894052266541038526","-0.332545612003567200638609715243","19104","2","2","2","1"
"L4B","-0.884698086536484408734199964057","-0.617466135423360360498412508237","-0.346567172178183621519499191278","1.935347371781461263343916611753","33386","1","2","1","3"
"L4C","-0.297690585457904168602473339905","-0.487196903809763989203034919497","-0.236803760380095804206619470084","0.943203104403473384422140574126","66954","2","2","2","2"
"L4E","-0.779368023365052505748440748441","-1.122895077942549861839916839917","-0.742565381528618733679833679834","0.964494217245892381247401247401","28860","1","2","1","2"
"L4G","-0.640548733229229763975761310533","-0.743632584531694693190571560622","-0.583992551371620755718173881785","0.110245681472723364310070353823","38946","1","2","1","2"
"L4H","-1.141065282420314557035013846212","-0.734013012975691528318349076287","-0.645538140493313463715337050946","1.136454054197634751134251356170","26361","1","2","1","3"
"L4J","-0.733518755283747234181522392957","-0.805595111336447801194837862963","-0.481923216114583423046426423142","0.903733991574186527152075244709","73148","1","2","1","2"
"L4K","-0.794207822020694973069567882317","-0.481419370558224058277658596384","-0.305074564214850764449892736745","1.134476187205037706711615078149","16315","1","2","1","3"
"L4L","-0.932264336486775261474346085653","-0.223979779470125756782979034528","0.153666126076448586616461642509","0.078044078960431167515399660019","54709","1","3","2","2"
"L4M","0.135402528458501888589400565989","-0.233254904486544081978389503473","-0.337265592309460261851299202470","-0.021646791924366039730126061230","38870","2","3","1","2"
"L4N","-0.412129355522022827640142438019","-0.504731506556746768537322792323","-0.495979268076315556915634588251","0.096620033780160191173210006495","89302","2","2","1","2"
"L4P","-0.560970472714058423087409783480","-0.142393704356452489903769045710","-0.646789536836319774218123496391","-0.087617487801518912778668805132","24940","1","3","1","1"
"L4R","0.254516469404456606811923859691","0.419109765494247067831916676643","0.537441137516129961642523644200","-0.433919661107168805866155872142","16706","2","4","2","1"
"L4S","-1.072165619979608141187956664147","-0.739298213400568534832451499118","-0.519755674668797315192743764172","2.076048200142308161533131771227","31752","1","2","1","3"
"L4T","-0.523681531862863846092268801348","0.233340498706729525655969852304","-0.341801207968794328243803103715","3.070615084961091518666760293051","42723","2","3","1","4"
"L4W","-0.383118917377279077375706765451","-0.504131427495332674470657048158","-0.099572825074548016416455449405","0.787320607030963847837785143303","25645","2","2","2","2"
"L4X","0.136672728889365017965715469470","0.297713272409190520793412398363","-0.246704994505010133072660417422","2.390059548824829451602879486250","19309","2","3","2","4"
"L4Y","0.074115809501518073256692120500","-0.044948235661322667097423848284","0.209436109510183303536964001007","1.106886559812360085952840479987","23834","2","3","2","2"
"L4Z","-0.490027126400101724582701062215","-0.373260919270212143396054628225","-0.650458194609468888057663125948","2.059971907416161239104704097117","32950","2","3","1","3"
"L5A","0.408925818711153049989235737352","-0.063026679849980129825618945102","-0.300812124891452842062432723358","2.064571447322511055065662002153","46450","3","3","1","3"
"L5B","0.199887331514076068598374513678","-0.384876315097191421400199621127","-0.414203773060007155800215916729","2.386395310204173393070702544151","49093","2","3","1","4"
"L5C","-0.492156995265173053798946034287","-0.285631098484519276063971716363","-0.386662415175073257864718831299","1.583255995586756766006270428924","29982","2","3","1","3"
"L5E","0.131345909536252037243310516490","-0.155821974867731386667703795893","0.111789192898462189172370877411","-0.025235452275641043940572495333","12856","2","3","2","2"
"L5G","0.432194853736944497358983374353","-0.407498598328853318517705560299","-0.221947488593256871836857702547","0.240969318823786753418961273796","19909","3","3","2","2"
"L5H","-0.626547435983402606432379751190","-0.902482038340972417049819411798","-0.390356528182329462574671788110","0.246553657038585548113283265493","17443","1","2","1","2"
"L5J","-0.252614119914193272913069523239","-0.471838840639681999591247048874","-0.227249045055627788658162725959","0.511710073234924348345607667642","28379","2","3","2","2"
"L5K","-0.311322786576937795818220610198","-0.171974281870280260393997581964","-0.355921831237008764440651447265","1.756448767460414529834293435744","14061","2","3","1","3"
"L5L","-0.563125492440239393057106054100","-0.415807908958478323301846285960","-0.583579425326073759774581365393","1.118884500242512823668956633748","46580","1","3","1","3"
"L5M","-0.867072780587187266571245249494","-0.800617684743332843124722373032","-0.658770064703650779329993583732","2.000868475011081084990869157495","81044","1","2","1","3"
"L5N","-0.782043429573721866573446294490","-0.760094692553204819065367848372","-0.882001817009194289590261212883","1.320455530108364907406319401196","85103","1","2","1","3"
"L5R","-0.602003861474534718684203330508","-0.386684861369724531552322878784","-0.525879724984980826430778485685","2.141882681898992537748489240108","36571","1","3","1","3"
"L5V","-1.121991750085031057809563104571","-0.469597053890497076970613854124","-0.694169201352676459874845275753","2.558407952360789738435795168019","43626","1","3","1","4"
"L5W","-1.064755680500201676922192190465","-0.977298646203300744148599689459","-0.839076748224481300304790384726","2.368466354198624928748059117833","17389","1","2","1","4"
"L6A","-1.250173092913588008143889013935","-0.504179242372314594831290540402","-0.488308966713071477437539645188","0.989142071086892968875202062573","48871","1","2","1","2"
"L6B","-0.265676340637602751464435146444","-1.222311870551487280334728033473","-0.907112568458889878661087866109","2.295332277174946736401673640167","1195","2","2","1","3"
"L6C","-1.040313339268810673810020565706","-0.793502347183298714375130398498","-0.489646630446921437465351256296","2.061611613313036696968793776639","33551","1","2","1","3"
"L6E","-0.726316594629932643526262964202","-1.054946857741921509668785547006","-0.481546743613491443682390989183","2.318143459971219763945578231293","17934","1","2","1","4"
"L6H","-0.713206409417041248552326324827","-0.879544728020570649107611932119","-0.602922991823455055815355387903","0.547756671687122951378258407468","54743","1","2","1","2"
"L6J","-0.707922355931107989834815756036","-0.982268433488771125158831003812","-0.026767474134245402803367217281","0.102206989671375083219504447268","25184","1","2","2","2"
"L6K","0.513387095911718660100678485445","-0.137950696197633933902385642373","0.450500751538174321844313124681","0.299703191964835721784489676807","13707","3","3","2","2"
"L6L","-0.277204378617665381408891923370","-0.838922860030973814767661351862","0.492610555670494295654443953572","-0.277122843374094277007108719226","24899","2","2","2","1"
"L6M","-0.768039470368550297158310439560","-1.109754789455255781712311126374","-0.821263409714033682520604395604","0.801303326313235984171102335165","46592","1","2","1","2"
"L6P","-1.208214807597421273223551996161","-0.561906396803665556765349890519","-0.701325131069142120129577971745","2.637295498462740222739134347161","33339","1","2","1","4"
"L6R","-1.407288226596449387105845959152","-0.426601180960558408150244313987","-0.623471523974645156322283544838","2.845779946283234882307448940134","56894","1","3","1","4"
"L6S","-0.642179177949647593020052663561","-0.304175660075895152794207008305","-0.602479797624794614227263520356","1.141727820123108155412193639862","49370","1","3","1","3"
"L6T","0.066758456931795749234666948168","0.100742594967785331937612160878","-0.391492577242602994653752771033","2.184966410475127513652222104930","37892","2","3","1","3"
"L6V","-0.335085694679222524012364935765","0.083478945157483177095374493066","-0.667593524127203750812512407476","1.422453456427924580074303054366","35261","2","3","1","3"
"L6W","-0.247948195721513504035739383596","-0.011444361000211166704146170063","-0.173917163461280406756349764080","0.966926961011015569109527155908","19922","2","3","2","2"
"L6X","-0.690114171259776574792923846454","-0.282234784793685308331230066769","-0.696430803301453381309684968910","1.422167089419982570490787692449","43583","1","3","1","3"
"L6Y","-0.614848113214364599550090906289","-0.102370150036893472241225231888","-0.406872148032801988279251795014","2.566436181745133873497735046686","64902","1","3","1","4"
"L6Z","-1.000990106969863609164913564438","-0.490773031026478943653769932010","-0.760995517290751448977102960456","0.993754481300652838867038629227","32799","1","2","1","2"
"L7A","-1.000848949699792013426908862153","-0.844762456050842779468428088386","-1.007379092835494288924274593064","2.173188910603089368463474089801","50868","1","2","1","3"
"L7B","-0.815631572915329534356620284034","-0.835048605613358545115478410558","-0.086956081692209874451298235547","-0.354036114889889425749533782815","6971","1","2","2","1"
"L7C","-0.798882925722613168127490039841","-0.728693076078807569567444507684","-0.355878556542991340244735344337","-0.293719921967196565453614114969","17570","1","2","1","1"
"L7E","-1.011333417612453372453563577277","-0.812231733585824097361327938318","-0.586225353582611981055851148565","-0.069338645402744443658202440501","31387","1","2","1","2"
"L7G","-0.714400674364634037912810460760","-0.858965066782617465377267200953","-0.491339924709506322698062178994","-0.197255527790293341165670049376","40303","1","2","1","1"
"L7J","-0.572741309399338990073757496381","-0.760088533423372666864272420211","-0.381049690706300583581719170056","-0.392554999678437886447921692976","14507","1","2","1","1"
"L7K","-0.782754598352492457660719342962","-0.737796620692145871990937411498","-0.450142495378440658991787029170","-0.420907325222715520291702067403","7062","1","2","1","1"
"L7L","-0.356749871748343075325795959909","-1.042939721959738812509679846007","-0.040878184022663981604973781446","0.014940948449989518032170276788","45197","2","2","2","2"
"L7M","-0.688483864206732265050128235020","-1.012597745115405438721147120541","-0.636789527705482089889834460247","0.088644394636217371018885521100","34312","1","2","1","2"
"L7N","0.026548166998887917536615768152","-0.692896644364799814973511997507","0.766863393179519627656590838267","-0.441569360528784280772826425678","12836","2","2","2","1"
"L7P","-0.514709382891601823626315230099","-0.611151094123477761356148368583","-0.227612308905694888812130229922","-0.172805320113312162156800226733","28227","2","2","2","1"
"L7R","0.747521132153075028988365213962","-0.354039829291151402170512062052","0.452738383335013825720765135082","-0.202473622978418729869190823638","15213","3","3","2","1"
"L7S","1.029356192035517284495021337127","-0.475808942959156620331910858227","0.784349331419772272925557136083","-0.070808431971004247036510194405","10545","3","3","2","2"
"L7T","-0.003289328230315178802649668791","-0.650710850015070288695163104612","0.153364182942541343863267091614","-0.300071191955810531446069241345","16002","2","2","2","1"
"L8E","-0.289598365710538501977909067557","0.101582892741639783449781659389","0.009625754987054790650398150527","0.427411419733429993889031595171","38930","2","3","2","2"
"L8G","-0.022249802894856936189497290226","-0.000152467250817250668099420669","0.737347962643609839033264810316","-0.363246841348665214375817604186","21404","2","3","2","1"
"L8H","0.203878052044133901740991516850","1.340987827540098885267335979454","-0.030526183204170888957117285392","0.038291148347510873180792279555","25698","2","5","2","2"
"L8J","-0.822696635223849637680435542680","-0.462776806599005369561959942061","-0.638312930457690072488886668998","0.137324570206812485714999250787","20021","1","3","1","2"
"L8K","0.181798860519025156992617146301","0.466871248836203056546331173723","0.318287282051293215880970317915","0.039179290590572947620310381196","33185","2","4","2","2"
"L8L","0.517654010241179968621312797131","1.905721023958820872390113709027","-0.186244374444055219395868664683","0.570593108735356698557090828213","35969","3","5","2","2"
"L8M","1.127266374722125711601235112483","0.978489932019073781649757388619","-0.185977955915471251433612704014","0.015552893141166404811380679312","11335","3","4","2","2"
"L8N","2.286654060162983797689302634860","1.052319528087709192768680907655","0.122230213984459531277533039648","1.275887064841113114454326323664","12031","5","4","2","3"
"L8P","1.746458261250857321276303121991","-0.099068479407914828341814514280","0.019596614485064311053041764086","0.183636079110082384052629166094","21813","4","3","2","2"
"L8R","1.286301572744263138059701492537","1.555262512200579508978914949064","0.227966933198172281473584458659","1.714721234269622853103529969202","8442","4","5","2","3"
